alpha,beta,modelType,logLikelihood,posteriorProb
3.9,0.3,A2_emp,-731.1013461479498,-138.95065458716067
3.9,0.2,A2_emp,-740.5377613344007,-148.38706977361153
3.9,0.1,A2_emp,-752.0697826985147,-159.91909113772545
3.9,0,A2_emp,-765.7854883666597,-173.6347968058706
3.8,1,A2_emp,-724.9653967659804,-132.8147052051911
3.8,0.9,A2_emp,-722.4676316488485,-130.31694008805925
3.8,0.8,A2_emp,-721.4423368953179,-129.29164533452877
3.8,0.7,A2_emp,-721.9651504309065,-129.81445887011728
3.8,0.6,A2_emp,-724.1102279870936,-131.95953642630437
3.8,0.5,A2_emp,-727.9507411415682,-135.80004958077893
3.8,0.4,A2_emp,-733.5598575799863,-141.40916601919707
3.8,0.3,A2_emp,-741.0119680325042,-148.86127647171497
3.8,0.2,A2_emp,-750.3835953332919,-158.23290377250262
3.8,0.1,A2_emp,-761.7531261556695,-169.60243459488038
3.8,0,A2_emp,-775.1984233474979,-183.0477317867087
3.7,1,A2_emp,-733.8101822343776,-141.65949067358838
3.7,0.9,A2_emp,-731.7673031766511,-139.616611615862
3.7,0.8,A2_emp,-731.1352836422924,-138.98459208150325
3.7,0.7,A2_emp,-731.9851293255927,-139.83443776480343
3.7,0.6,A2_emp,-734.386443068199,-142.23575150740976
3.7,0.5,A2_emp,-738.4078474678186,-146.25715590702933
3.7,0.4,A2_emp,-744.1177273595869,-151.96703579879775
3.7,0.3,A2_emp,-751.5850457960515,-159.43435423526242
3.7,0.2,A2_emp,-760.8797433471419,-168.72905178635278
3.7,0.1,A2_emp,-772.0720353739994,-179.92134381321011
3.7,0,A2_emp,-785.2299051887028,-193.07921362791356
3.6,1,A2_emp,-743.3856723555002,-151.23498079471096
3.6,0.9,A2_emp,-741.7990751660328,-149.64838360524368
3.6,0.8,A2_emp,-741.5599095921715,-149.40921803138235
3.6,0.7,A2_emp,-742.734488049618,-150.58379648882874
3.6,0.6,A2_emp,-745.3877810166083,-153.23708945581916
3.6,0.5,A2_emp,-749.5837350093377,-157.43304344854846
3.6,0.4,A2_emp,-755.3857739309603,-163.23508237017109
3.6,0.3,A2_emp,-762.8572456894626,-170.70655412867336
3.6,0.2,A2_emp,-772.0614023891596,-179.91071082837038
3.6,0.1,A2_emp,-783.0603827830698,-190.90969122228057
3.6,0,A2_emp,-795.912691577459,-203.76200001666987
3.5,1,A2_emp,-753.7407328832534,-161.59004132246423
3.5,0.9,A2_emp,-752.6098189520659,-160.45912739127675
3.5,0.8,A2_emp,-752.7611348000726,-160.61044323928334
3.5,0.7,A2_emp,-754.2562395841187,-162.10554802332945
3.5,0.6,A2_emp,-757.1553840999218,-165.00469253913255
3.5,0.5,A2_emp,-761.5177064876244,-169.36701492683528
3.5,0.4,A2_emp,-767.4015019651684,-175.25081040437934
3.5,0.3,A2_emp,-774.8643502565225,-182.71365869573333
3.5,0.2,A2_emp,-783.9627668474153,-191.81207528662617
3.5,0.1,A2_emp,-794.750979482708,-202.60028792191883
3.5,0,A2_emp,-807.2784815873275,-215.12779002653838
3.4,1,A2_emp,-764.9243688095683,-172.773677248779
3.4,0.9,A2_emp,-764.2461779092071,-172.0954863484178
3.4,0.8,A2_emp,-764.7833016948153,-172.63261013402624
3.4,0.7,A2_emp,-766.5924879199023,-174.44179635911314
3.4,0.6,A2_emp,-769.7291776552979,-177.57848609450866
3.4,0.5,A2_emp,-774.247572422929,-182.09688086213987
3.4,0.4,A2_emp,-780.2006930548016,-188.05000149401238
3.4,0.3,A2_emp,-787.6402441141954,-195.48955255340618
3.4,0.2,A2_emp,-796.6160232984702,-204.46533173768103
3.4,0.1,A2_emp,-807.1745883189984,-215.0238967582093
3.4,0,A2_emp,-819.356954655223,-227.2062630944338
3.3,1,A2_emp,-776.9846246840427,-184.83393312325347
3.3,0.9,A2_emp,-776.7534225934872,-184.6027310326981
3.3,0.8,A2_emp,-777.6689889399137,-185.51829737912453
3.3,0.7,A2_emp,-779.7832065769448,-187.6325150161556
3.3,0.6,A2_emp,-783.1466215283378,-190.9959299675486
3.3,0.5,A2_emp,-787.8083857816468,-195.6576942208576
3.3,0.4,A2_emp,-793.8161350851389,-201.6654435243497
3.3,0.3,A2_emp,-801.2156497057969,-209.06495814500772
3.3,0.2,A2_emp,-810.0501033932571,-217.89941183246788
3.3,0.1,A2_emp,-820.358703007441,-228.20801144665188
3.3,0,A2_emp,-832.1745831182292,-240.02389155744007
3.2,1,A2_emp,-789.9671565691536,-197.8164650083645
3.2,0.9,A2_emp,-790.1739795606471,-198.02328799985798
3.2,0.8,A2_emp,-791.4575025373427,-199.3068109765536
3.2,0.7,A2_emp,-793.864699839445,-201.71400827865594
3.2,0.6,A2_emp,-797.4411516592731,-205.2904600984839
3.2,0.5,A2_emp,-802.2308758728437,-210.08018431205463
3.2,0.4,A2_emp,-808.2760610747454,-216.12536951395623
3.2,0.3,A2_emp,-815.6165831877339,-223.46589162694477
3.2,0.2,A2_emp,-824.289167336117,-232.13847577532786
3.2,0.1,A2_emp,-834.3260675947179,-242.17537603392864
3.2,0,A2_emp,-845.7531937990894,-253.60250223830033
3.1,1,A2_emp,-803.913420644891,-211.7627290841017
3.1,0.9,A2_emp,-804.5455832411567,-212.39489168036744
3.1,0.8,A2_emp,-806.1829983223591,-214.03230676157
3.1,0.7,A2_emp,-808.8677058402837,-216.7170142794946
3.1,0.6,A2_emp,-812.6402759014256,-220.4895843406364
3.1,0.5,A2_emp,-817.5395502264199,-225.38885866563078
3.1,0.4,A2_emp,-823.6022703275698,-231.45157876678059
3.1,0.3,A2_emp,-830.8625067001788,-238.71181513938953
3.1,0.2,A2_emp,-839.3507968360673,-247.20010527527802
3.1,0.1,A2_emp,-849.0929169848704,-256.94222542408124
3.1,0,A2_emp,-860.1082604788932,-267.957568918104
3,1,A2_emp,-818.8584261077291,-226.70773454693997
3,0.9,A2_emp,-819.8990047609054,-227.74831320011617
3,0.8,A2_emp,-821.872196298422,-229.72150473763284
3,0.7,A2_emp,-824.8151085258871,-232.66441696509787
3,0.6,A2_emp,-828.76329737126,-236.6126058104708
3,0.5,A2_emp,-833.7504433955048,-241.59975183471556
3,0.4,A2_emp,-839.807915620976,-247.65722406018676
3,0.3,A2_emp,-846.9641645316065,-254.8134729708172
3,0.2,A2_emp,-855.2438877954876,-263.0931962346983
3,0.1,A2_emp,-864.6669305637416,-272.51623900295255
3,0,A2_emp,-875.2469201593201,-283.09622859853084
2.9,1,A2_emp,-834.8280095296011,-242.67731796881185
2.9,0.9,A2_emp,-836.2553233352551,-244.10463177446582
2.9,0.8,A2_emp,-838.541660995729,-246.39096943493976
2.9,0.7,A2_emp,-841.7192409245595,-249.56854936377025
2.9,0.6,A2_emp,-845.8186552756448,-253.66796371485566
2.9,0.5,A2_emp,-850.8685091108616,-258.71781755007237
2.9,0.4,A2_emp,-856.8949580951654,-264.74426653437627
2.9,0.3,A2_emp,-863.9211087605862,-271.7704171997971
2.9,0.2,A2_emp,-871.9662509508447,-279.81555939005557
2.9,0.1,A2_emp,-881.0449085834982,-288.894217022709
2.9,0,A2_emp,-891.1657231697965,-299.01503160900734
2.8,1,A2_emp,-851.8356075033454,-259.68491594255624
2.8,0.9,A2_emp,-853.6227279114646,-261.4720363506754
2.8,0.8,A2_emp,-856.1946460567367,-264.0439544959475
2.8,0.7,A2_emp,-859.5787876274263,-267.4280960666372
2.8,0.6,A2_emp,-863.8008995842415,-271.65020802345225
2.8,0.5,A2_emp,-868.8846790809216,-276.7339875201324
2.8,0.4,A2_emp,-874.851318405123,-282.7006268443338
2.8,0.3,A2_emp,-881.7189465654462,-289.56825500465703
2.8,0.2,A2_emp,-889.5019547700186,-297.3512632092295
2.8,0.1,A2_emp,-898.2102063820153,-306.059514821226
2.8,0,A2_emp,-907.8481517976915,-315.6974602369023
2.7,1,A2_emp,-869.8785381222445,-277.7278465614554
2.7,0.9,A2_emp,-871.9928726475822,-279.84218108679306
2.7,0.8,A2_emp,-874.8175387137101,-282.6668471529208
2.7,0.7,A2_emp,-878.3753327246918,-286.22464116390256
2.7,0.6,A2_emp,-882.6873544907337,-290.53666292994444
2.7,0.5,A2_emp,-887.7726500249066,-295.62195846411737
2.7,0.4,A2_emp,-893.6477903174466,-301.49709875665735
2.7,0.3,A2_emp,-900.326378081946,-308.1756865211569
2.7,0.2,A2_emp,-907.818480516844,-315.6677889560549
2.7,0.1,A2_emp,-916.129995957014,-323.9793043962248
2.7,0,A2_emp,-925.261975370822,-333.1112838100328
2.6,1,A2_emp,-888.9338538959416,-296.7831623351524
2.6,0.9,A2_emp,-891.3368632486621,-299.18617168787296
2.6,0.8,A2_emp,-894.3759937643061,-302.22530220351706
2.6,0.7,A2_emp,-898.0696530869243,-305.9189615261351
2.6,0.6,A2_emp,-902.4345783025199,-310.28388674173067
2.6,0.5,A2_emp,-907.4855117998803,-315.3348202390912
2.6,0.4,A2_emp,-913.234832502033,-321.08414094124373
2.6,0.3,A2_emp,-919.6921414278487,-327.5414498670596
2.6,0.2,A2_emp,-926.863805296261,-334.7131137354718
2.6,0.1,A2_emp,-934.7524685454591,-342.60177698466987
2.6,0,A2_emp,-943.3565521804019,-351.2058606196127
2.5,1,A2_emp,-908.9539029806281,-316.8032114198388
2.5,0.9,A2_emp,-911.601025105854,-319.4503335450647
2.5,0.8,A2_emp,-914.8109192070054,-322.6602276462163
2.5,0.7,A2_emp,-918.5979272558257,-326.4472356950364
2.5,0.6,A2_emp,-922.9747950386018,-330.82410347781257
2.5,0.5,A2_emp,-927.9523940982546,-335.8017025374655
2.5,0.4,A2_emp,-933.5394157996728,-341.38872423888375
2.5,0.3,A2_emp,-939.7420400715405,-347.5913485107513
2.5,0.2,A2_emp,-946.5635846999567,-354.4128931391674
2.5,0.1,A2_emp,-954.0041451912075,-361.85345363041824
2.5,0,A2_emp,-962.0602397898322,-369.9095482290429
2.4,1,A2_emp,-929.8618342393797,-337.71114267859053
2.4,0.9,A2_emp,-932.7026995647308,-340.55200800394164
2.4,0.8,A2_emp,-936.0345668440993,-343.8838752833101
2.4,0.7,A2_emp,-939.8681165014879,-347.7174249406987
2.4,0.6,A2_emp,-944.2125541990345,-352.0618626382452
2.4,0.5,A2_emp,-949.0753853289411,-356.9246937681519
2.4,0.4,A2_emp,-954.4621746394939,-362.31148307870467
2.4,0.3,A2_emp,-960.3762948305587,-368.2256032697694
2.4,0.2,A2_emp,-966.8186700385813,-374.6679784777921
2.4,0.1,A2_emp,-973.7875224774617,-381.6368309166726
2.4,0,A2_emp,-981.2781328611786,-389.12744130038936
2.3,1,A2_emp,-951.547402895161,-359.39671133437173
2.3,0.9,A2_emp,-954.5264284631401,-362.3757369023508
2.3,0.8,A2_emp,-957.9270869192874,-365.7763953584981
2.3,0.7,A2_emp,-961.7568721727596,-369.60618061197033
2.3,0.6,A2_emp,-966.0219648357994,-373.87127327501025
2.3,0.5,A2_emp,-970.727059664563,-378.5763681037738
2.3,0.4,A2_emp,-975.8751871638173,-383.7244956030281
2.3,0.3,A2_emp,-981.4675331000287,-389.3168415392395
2.3,0.2,A2_emp,-987.5032608366797,-395.35256927589063
2.3,0.1,A2_emp,-993.9793425952171,-401.8286510344279
2.3,0,A2_emp,-1000.8904068177332,-408.739715256944
2.2,1,A2_emp,-973.8635688193198,-381.7128772585306
2.2,0.9,A2_emp,-976.9210097577563,-384.7703181969671
2.2,0.8,A2_emp,-980.3340160880138,-388.1833245272246
2.2,0.7,A2_emp,-984.1074219360171,-391.95673037522783
2.2,0.6,A2_emp,-988.2449378399448,-396.0942462791557
2.2,0.5,A2_emp,-992.7490266609304,-400.5983351001412
2.2,0.4,A2_emp,-997.6207791130726,-405.4700875522833
2.2,0.3,A2_emp,-1002.8597919201383,-410.7091003593491
2.2,0.2,A2_emp,-1008.4640521818429,-416.3133606210538
2.2,0.1,A2_emp,-1014.429832052605,-422.2791404918157
2.2,0,A2_emp,-1020.7515982338625,-428.60090667307327
2.1,1,A2_emp,-996.6245101328103,-404.47381857202123
2.1,0.9,A2_emp,-999.6980197969102,-407.54732823612113
2.1,0.8,A2_emp,-1003.0652642248408,-410.91457266405155
2.1,0.7,A2_emp,-1006.7289689732006,-414.57827741241135
2.1,0.6,A2_emp,-1010.6909391518827,-418.54024759109353
2.1,0.5,A2_emp,-1014.9519760868852,-422.80128452609597
2.1,0.4,A2_emp,-1019.5117962696041,-427.361104708815
2.1,0.3,A2_emp,-1024.3689547027,-432.2182631419107
2.1,0.2,A2_emp,-1029.5207749899032,-437.37008342911395
2.1,0.1,A2_emp,-1034.963288695059,-442.81259713426977
2.1,0,A2_emp,-1040.6911865863167,-448.5404950255275
2,1,A2_emp,-1019.6057694774695,-427.4550779166803
2,0.9,A2_emp,-1022.6324707701788,-430.4817792093895
2,0.8,A2_emp,-1025.8962196959621,-433.7455281351729
2,0.7,A2_emp,-1029.3981765164822,-437.2474849556929
2,0.6,A2_emp,-1033.1387820942045,-440.9880905334153
2,0.5,A2_emp,-1037.1177061100389,-444.96701454924965
2,0.4,A2_emp,-1041.3337983532738,-449.1831067924845
2,0.3,A2_emp,-1045.7850444040773,-453.6343528432881
2,0.2,A2_emp,-1050.4685271001629,-458.3178355393736
2,0.1,A2_emp,-1055.380395209145,-463.2297036483558
2,0,A2_emp,-1060.515840706596,-468.3651491458068
1.9,1,A2_emp,-1042.5472653382562,-450.396573777467
1.9,0.9,A2_emp,-1045.466265124838,-453.3155735640487
1.9,0.8,A2_emp,-1048.5715684865017,-456.42087692571255
1.9,0.7,A2_emp,-1051.8632723859946,-459.71258082520535
1.9,0.6,A2_emp,-1055.3409394767098,-463.1902479159205
1.9,0.5,A2_emp,-1059.0035687613122,-466.8528772005229
1.9,0.4,A2_emp,-1062.8495690530824,-470.6988774922932
1.9,0.3,A2_emp,-1066.8767359804515,-474.7260444196623
1.9,0.2,A2_emp,-1071.0822332801843,-478.93154171939506
1.9,0.1,A2_emp,-1075.4625791063322,-483.311887545543
1.9,0,A2_emp,-1080.0136380376998,-487.86294647691057
1.8,1,A2_emp,-1065.159785742389,-473.0090941815997
1.8,0.9,A2_emp,-1067.9149780563323,-475.7642864955431
1.8,0.8,A2_emp,-1070.8122812731524,-478.6615897123632
1.8,0.7,A2_emp,-1073.8511605793444,-481.7004690185552
1.8,0.6,A2_emp,-1077.0307057261036,-484.8800141653144
1.8,0.5,A2_emp,-1080.3496162325848,-488.1989246717956
1.8,0.4,A2_emp,-1083.8061886935145,-491.65549713272526
1.8,0.3,A2_emp,-1087.398306562039,-495.2476150012497
1.8,0.2,A2_emp,-1091.1234327657285,-498.97274120493927
1.8,0.1,A2_emp,-1094.9786054895878,-502.8279139287986
1.8,0,A2_emp,-1098.9604374243029,-506.8097458635136
1.7,1,A2_emp,-1087.1352928743818,-494.9846013135925
1.7,0.9,A2_emp,-1089.6782086864234,-497.5275171256342
1.7,0.8,A2_emp,-1092.3259347851797,-500.1752432243905
1.7,0.7,A2_emp,-1095.0776453156952,-502.92695375490604
1.7,0.6,A2_emp,-1097.9322661003155,-505.7815745395262
1.7,0.5,A2_emp,-1100.888468309616,-508.7377767488267
1.7,0.4,A2_emp,-1103.9446635032032,-511.793971942414
1.7,0.3,A2_emp,-1107.0990002043934,-514.9483086436042
1.7,0.2,A2_emp,-1110.3493621604139,-518.1986705996247
1.7,0.1,A2_emp,-1113.6933684228409,-521.5426768620516
1.7,0,A2_emp,-1117.1283753616283,-524.9776838008391
1.6,1,A2_emp,-1108.160889116271,-516.0101975554817
1.6,0.9,A2_emp,-1110.4532818718367,-518.3025903110474
1.6,0.8,A2_emp,-1112.8200966348581,-520.6694050740689
1.6,0.7,A2_emp,-1115.2604582193983,-523.109766658609
1.6,0.6,A2_emp,-1117.7733377105849,-525.6226461497956
1.6,0.5,A2_emp,-1120.357550447844,-528.2068588870548
1.6,0.4,A2_emp,-1123.0117547951031,-530.8610632343139
1.6,0.3,A2_emp,-1125.7344517606332,-533.5837601998439
1.6,0.2,A2_emp,-1128.5239855216457,-536.3732939608566
1.6,0.1,A2_emp,-1131.3785448996343,-539.2278533388451
1.6,0,A2_emp,-1134.2961658218273,-542.1454742610382
1.5,1,A2_emp,-1127.9356648372893,-535.7849732765001
1.5,0.9,A2_emp,-1129.9514958767527,-537.8008043159634
1.5,0.8,A2_emp,-1132.017957789349,-539.8672662285599
1.5,0.7,A2_emp,-1134.1342733013676,-541.9835817405783
1.5,0.6,A2_emp,-1136.2995766478768,-544.1488850870876
1.5,0.5,A2_emp,-1138.5129133726828,-546.3622218118936
1.5,0.4,A2_emp,-1140.7732405290021,-548.622548968213
1.5,0.3,A2_emp,-1143.079427300727,-550.9287357399378
1.5,0.2,A2_emp,-1145.430256060519,-553.2795644997298
1.5,0.1,A2_emp,-1147.8244238769134,-555.6737323161243
1.5,0,A2_emp,-1150.2605444781054,-558.1098529173162
1.4,1,A2_emp,-1146.1889719575847,-554.0382803967956
1.4,0.9,A2_emp,-1147.9154978391646,-555.7648062783753
1.4,0.8,A2_emp,-1149.674840168393,-557.5241486076038
1.4,0.7,A2_emp,-1151.4663876578404,-559.3156960970512
1.4,0.6,A2_emp,-1153.2894820179179,-561.1387904571286
1.4,0.5,A2_emp,-1155.143418293417,-562.9927267326277
1.4,0.4,A2_emp,-1157.0274453804334,-564.8767538196443
1.4,0.3,A2_emp,-1158.9407667284245,-566.7900751676353
1.4,0.2,A2_emp,-1160.8825412307215,-568.7318496699322
1.4,0.1,A2_emp,-1162.8518843052807,-570.7011927444916
1.4,0,A2_emp,-1164.8478691658368,-572.6971776050475
1.3,1,A2_emp,-1162.6981129191104,-570.5474213583211
1.3,0.9,A2_emp,-1164.1358832397939,-571.9851916790046
1.3,0.8,A2_emp,-1165.5937798226141,-573.4430882618249
1.3,0.7,A2_emp,-1167.0713680600613,-574.9206764992721
1.3,0.6,A2_emp,-1168.5681905192328,-576.4174989584435
1.3,0.5,A2_emp,-1170.083767289896,-577.9330757291068
1.3,0.4,A2_emp,-1171.6175964038232,-579.466904843034
1.3,0.3,A2_emp,-1173.1691543259533,-581.018462765164
1.3,0.2,A2_emp,-1174.7378965175076,-582.5872049567183
1.3,0.1,A2_emp,-1176.3232580706535,-584.1725665098643
1.3,0,A2_emp,-1177.9246544138541,-585.7739628530649
1.2,1,A2_emp,-1177.303190885134,-585.1524993243447
1.2,0.9,A2_emp,-1178.46492551767,-586.3142339568808
1.2,0.8,A2_emp,-1179.6382390915735,-587.4875475307842
1.2,0.7,A2_emp,-1180.8228501145659,-588.6721585537766
1.2,0.6,A2_emp,-1182.0184670747926,-589.8677755140034
1.2,0.5,A2_emp,-1183.2247886629002,-591.074097102111
1.2,0.4,A2_emp,-1184.44150401854,-592.2908124577507
1.2,0.3,A2_emp,-1185.6682930011482,-593.5176014403589
1.2,0.2,A2_emp,-1186.9048264847088,-594.7541349239195
1.2,0.1,A2_emp,-1188.1507666760929,-596.0000751153036
1.2,0,A2_emp,-1189.4057674564285,-597.2550758956393
1.1,1,A2_emp,-1189.9170724231165,-597.7663808623272
1.1,0.9,A2_emp,-1190.8255660724865,-598.6748745116972
1.1,0.8,A2_emp,-1191.7402362084508,-599.5895446476616
1.1,0.7,A2_emp,-1192.6609165602647,-600.5102249994754
1.1,0.6,A2_emp,-1193.5874369401308,-601.4367453793416
1.1,0.5,A2_emp,-1194.5196233534655,-602.3689317926762
1.1,0.4,A2_emp,-1195.4572981163167,-603.3066065555275
1.1,0.3,A2_emp,-1196.4002799798059,-604.2495884190166
1.1,0.2,A2_emp,-1197.3483842614296,-605.1976927006403
1.1,0.1,A2_emp,-1198.3014229830494,-606.1507314222602
1.1,0,A2_emp,-1199.259205015345,-607.1085134545558
1,1,A2_emp,-1200.5290851285688,-608.3783935677795
1,0.9,A2_emp,-1201.2144393343933,-609.0637477736041
1,0.8,A2_emp,-1201.9027969228082,-609.7521053620189
1,0.7,A2_emp,-1202.594068635896,-610.4433770751068
1,0.6,A2_emp,-1203.2881638797712,-611.137472318982
1,0.5,A2_emp,-1203.9849907694877,-611.8342992086984
1,0.4,A2_emp,-1204.6844561756966,-612.5337646149075
1,0.3,A2_emp,-1205.3864657729991,-613.2357742122099
1,0.2,A2_emp,-1206.0909240899543,-613.9402325291651
1,0.1,A2_emp,-1206.7977345606696,-614.6470429998803
1,0,A2_emp,-1207.5067995779214,-615.3561080171321
0.9,1,A2_emp,-1209.2020717154908,-617.0513801547015
0.9,0.9,A2_emp,-1209.6986403991848,-617.5479488383955
0.9,0.8,A2_emp,-1210.196504494857,-618.0458129340677
0.9,0.7,A2_emp,-1210.695620786457,-618.5449292256678
0.9,0.6,A2_emp,-1211.1959456725886,-619.0452541117993
0.9,0.5,A2_emp,-1211.6974351816634,-619.5467436208742
0.9,0.4,A2_emp,-1212.2000449874017,-620.0493534266125
0.9,0.3,A2_emp,-1212.7037304246612,-620.5530388638721
0.9,0.2,A2_emp,-1213.2084465055925,-621.0577549448033
0.9,0.1,A2_emp,-1213.7141479360957,-621.5634563753065
0.9,0,A2_emp,-1214.2207891325709,-622.0700975717816
0.8,1,A2_emp,-1216.0634929304379,-623.9128013696486
0.8,0.9,A2_emp,-1216.4069288973965,-624.2562373366072
0.8,0.8,A2_emp,-1216.7508357091763,-624.600144148387
0.8,0.7,A2_emp,-1217.0951947307556,-624.9445031699663
0.8,0.6,A2_emp,-1217.4399872379802,-625.289295677191
0.8,0.5,A2_emp,-1217.785194421758,-625.6345028609688
0.8,0.4,A2_emp,-1218.1307973923076,-625.9801058315184
0.8,0.3,A2_emp,-1218.4767771834543,-626.326085622665
0.8,0.2,A2_emp,-1218.8231147569777,-626.6724231961884
0.8,0.1,A2_emp,-1219.1697910070013,-627.0190994462122
0.8,0,A2_emp,-1219.5167867644284,-627.3660952036391
0.7,1,A2_emp,-1221.2921352559251,-629.1414436951359
0.7,0.9,A2_emp,-1221.5168504625135,-629.3661589017242
0.7,0.8,A2_emp,-1221.7416927206607,-629.5910011598714
0.7,0.7,A2_emp,-1221.9666550131553,-629.8159634523661
0.7,0.6,A2_emp,-1222.1917303080234,-630.0410387472341
0.7,0.5,A2_emp,-1222.4169115594561,-630.2662199986669
0.7,0.4,A2_emp,-1222.6421917087475,-630.4915001479583
0.7,0.3,A2_emp,-1222.8675636852313,-630.716872124442
0.7,0.2,A2_emp,-1223.0930204072263,-630.942328846437
0.7,0.1,A2_emp,-1223.3185547829844,-631.1678632221951
0.7,0,A2_emp,-1223.544159711648,-631.3934681508588
0.6,1,A2_emp,-1225.1024404552331,-632.9517488944439
0.6,0.9,A2_emp,-1225.2396723494385,-633.0889807886493
0.6,0.8,A2_emp,-1225.3769171409012,-633.226225580112
0.6,0.7,A2_emp,-1225.5141725918556,-633.3634810310664
0.6,0.6,A2_emp,-1225.6514364633863,-633.500744902597
0.6,0.5,A2_emp,-1225.7887065155867,-633.6380149547974
0.6,0.4,A2_emp,-1225.9259805077165,-633.7752889469273
0.6,0.3,A2_emp,-1226.06325619836,-633.9125646375709
0.6,0.2,A2_emp,-1226.2005313455813,-634.0498397847921
0.6,0.1,A2_emp,-1226.3378037070868,-634.1871121462975
0.6,0,A2_emp,-1226.47507104038,-634.3243794795908
0.5,1,A2_emp,-1227.7284832013054,-635.5777916405161
0.5,0.9,A2_emp,-1227.805030454937,-635.6543388941477
0.5,0.8,A2_emp,-1227.8815675081564,-635.7308759473672
0.5,0.7,A2_emp,-1227.9580937859007,-635.8074022251114
0.5,0.6,A2_emp,-1228.0346087132723,-635.8839171524831
0.5,0.5,A2_emp,-1228.1111117155583,-635.960420154769
0.5,0.4,A2_emp,-1228.1876022182491,-636.0369106574599
0.5,0.3,A2_emp,-1228.264079647059,-636.1133880862697
0.5,0.2,A2_emp,-1228.3405434279405,-636.1898518671512
0.5,0.1,A2_emp,-1228.4169929871098,-636.2663014263206
0.5,0,A2_emp,-1228.4934277510588,-636.3427361902695
0.4,1,A2_emp,-1229.4092689595932,-637.2585773988039
0.4,0.9,A2_emp,-1229.4468532046517,-637.2961616438624
0.4,0.8,A2_emp,-1229.4844300685193,-637.33373850773
0.4,0.7,A2_emp,-1229.5219994418705,-637.3713078810813
0.4,0.6,A2_emp,-1229.5595612154407,-637.4088696546514
0.4,0.5,A2_emp,-1229.5971152800273,-637.446423719238
0.4,0.4,A2_emp,-1229.6346615264904,-637.4839699657012
0.4,0.3,A2_emp,-1229.6721998457556,-637.5215082849664
0.4,0.2,A2_emp,-1229.7097301288143,-637.5590385680251
0.4,0.1,A2_emp,-1229.7472522667247,-637.5965607059355
0.4,0,A2_emp,-1229.7847661506153,-637.6340745898261
0.3,1,A2_emp,-1230.3764724447894,-638.2257808840002
0.3,0.9,A2_emp,-1230.3916144181733,-638.240922857384
0.3,0.8,A2_emp,-1230.4067539066775,-638.2560623458883
0.3,0.7,A2_emp,-1230.4218908972416,-638.2711993364524
0.3,0.6,A2_emp,-1230.437025376812,-638.2863338160228
0.3,0.5,A2_emp,-1230.452157332341,-638.3014657715516
0.3,0.4,A2_emp,-1230.4672867507884,-638.3165951899991
0.3,0.3,A2_emp,-1230.4824136191196,-638.3317220583303
0.3,0.2,A2_emp,-1230.4975379243065,-638.3468463635173
0.3,0.1,A2_emp,-1230.512659653329,-638.3619680925398
0.3,0,A2_emp,-1230.5277787931725,-638.3770872323834
0.2,1,A2_emp,-1230.8451561613983,-638.6944646006091
0.2,0.9,A2_emp,-1230.8494263290793,-638.69873476829
0.2,0.8,A2_emp,-1230.8536960997994,-638.7030045390102
0.2,0.7,A2_emp,-1230.8579654728803,-638.7072739120911
0.2,0.6,A2_emp,-1230.862234447646,-638.7115428868567
0.2,0.5,A2_emp,-1230.8665030234197,-638.7158114626304
0.2,0.4,A2_emp,-1230.8707711995244,-638.7200796387352
0.2,0.3,A2_emp,-1230.875038975284,-638.7243474144948
0.2,0.2,A2_emp,-1230.8793063500223,-638.728614789233
0.2,0.1,A2_emp,-1230.8835733230626,-638.7328817622733
0.2,0,A2_emp,-1230.8878398937309,-638.7371483329417
0.1,1,A2_emp,-1231.0075199005992,-638.85682833981
0.1,0.9,A2_emp,-1231.00802659407,-638.857335033281
0.1,0.8,A2_emp,-1231.008533273687,-638.8578417128977
0.1,0.7,A2_emp,-1231.009039939446,-638.8583483786567
0.1,0.6,A2_emp,-1231.009546591341,-638.8588550305518
0.1,0.5,A2_emp,-1231.0100532293684,-638.8593616685791
0.1,0.4,A2_emp,-1231.0105598535233,-638.8598682927341
0.1,0.3,A2_emp,-1231.0110664638012,-638.8603749030119
0.1,0.2,A2_emp,-1231.0115730601972,-638.860881499408
0.1,0.1,A2_emp,-1231.012079642707,-638.8613880819178
0.1,0,A2_emp,-1231.012586211325,-638.8618946505358
0,1,A2_emp,-1231.0293926744637,-638.8787011136744
0,0.9,A2_emp,-1231.0293926744637,-638.8787011136744
0,0.8,A2_emp,-1231.0293926744637,-638.8787011136744
0,0.7,A2_emp,-1231.0293926744637,-638.8787011136744
0,0.6,A2_emp,-1231.0293926744637,-638.8787011136744
0,0.5,A2_emp,-1231.0293926744637,-638.8787011136744
0,0.4,A2_emp,-1231.0293926744637,-638.8787011136744
0,0.3,A2_emp,-1231.0293926744637,-638.8787011136744
0,0.2,A2_emp,-1231.0293926744637,-638.8787011136744
0,0.1,A2_emp,-1231.0293926744637,-638.8787011136744
0,0,A2_emp,-1231.0293926744637,-638.8787011136744
14.9,1,A1_emp,-944.3952049080517,-352.24451334726245
14.9,0.9,A1_emp,-879.208751190664,-287.05805962987483
14.9,0.8,A1_emp,-871.3398513712021,-279.189159810413
14.9,0.7,A1_emp,-869.206666648864,-277.0559750880748
14.9,0.6,A1_emp,-871.2545452544791,-279.10385369368987
14.9,0.5,A1_emp,-876.8412158860838,-284.6905243252945
