parameter,item1,item2,value,alpha,beta,expPragFlip,prob,MCMCprob
dalmatian,branching,animals,poodle.,9.6,1,pragmatic,0.0576157928856719,9.361476228156844e-27
dalmatian,branching,animals,dalmatian.,9.6,1,pragmatic,0.8708839398456406,9.361476228156844e-27
animal,branching,animals,whale.,9.6,1,pragmatic,0.6707890124118404,9.361476228156844e-27
animal,branching,animals,siamese cat.,9.6,1,pragmatic,0.19251300199487195,9.361476228156844e-27
animal,branching,animals,poodle.,9.6,1,pragmatic,0.13569073871194834,9.361476228156844e-27
animal,branching,animals,dalmatian.,9.6,1,pragmatic,0.0010072468813392135,9.361476228156844e-27
place,branching,places,park.,9.6,1,pragmatic,0.9900125237658356,9.361476228156844e-27
place,branching,places,office.,9.6,1,pragmatic,0.004188361375146164,9.361476228156844e-27
place,branching,places,mansion.,9.6,1,pragmatic,0.0027360623345100673,9.361476228156844e-27
place,branching,places,cottage.,9.6,1,pragmatic,0.0030630525245082256,9.361476228156844e-27
mansion,branching,places,park.,9.6,1,pragmatic,0.06951436670967341,9.361476228156844e-27
mansion,branching,places,office.,9.6,1,pragmatic,0.0004179416669532972,9.361476228156844e-27
mansion,branching,places,mansion.,9.6,1,pragmatic,0.929658696584602,9.361476228156844e-27
mansion,branching,places,cottage.,9.6,1,pragmatic,0.0004089950387712049,9.361476228156844e-27
house,branching,places,park.,9.6,1,pragmatic,0.0695802523235493,9.361476228156844e-27
house,branching,places,office.,9.6,1,pragmatic,0.0004183130250424026,9.361476228156844e-27
house,branching,places,mansion.,9.6,1,pragmatic,0.0004097487750856311,9.361476228156844e-27
house,branching,places,cottage.,9.6,1,pragmatic,0.9295916858763227,9.361476228156844e-27
building,branching,places,park.,9.6,1,pragmatic,0.06958500303737426,9.361476228156844e-27
building,branching,places,office.,9.6,1,pragmatic,0.9293111528236734,9.361476228156844e-27
building,branching,places,mansion.,9.6,1,pragmatic,0.00019711034867818438,9.361476228156844e-27
building,branching,places,cottage.,9.6,1,pragmatic,0.0009067337902740635,9.361476228156844e-27
plant,branching,plants,sunflower.,9.6,1,pragmatic,0.5261812448849928,9.361476228156844e-27
plant,branching,plants,tomatos.,9.6,1,pragmatic,0.05472006704373203,9.361476228156844e-27
plant,branching,plants,dead flower.,9.6,1,pragmatic,0.4190302193561963,9.361476228156844e-27
plant,branching,plants,carrot.,9.6,1,pragmatic,0.00006846871507890776,9.361476228156844e-27
living plant,branching,plants,sunflower.,9.6,1,pragmatic,0.26299586592214436,9.361476228156844e-27
living plant,branching,plants,tomatos.,9.6,1,pragmatic,0.5777096798317397,9.361476228156844e-27
living plant,branching,plants,dead flower.,9.6,1,pragmatic,0.15922259379048187,9.361476228156844e-27
living plant,branching,plants,carrot.,9.6,1,pragmatic,0.00007186045563420747,9.361476228156844e-27
food,branching,plants,sunflower.,9.6,1,pragmatic,0.03539955947801047,9.361476228156844e-27
food,branching,plants,tomatos.,9.6,1,pragmatic,0.6336863489330848,9.361476228156844e-27
food,branching,plants,dead flower.,9.6,1,pragmatic,0.32741255125626845,9.361476228156844e-27
food,branching,plants,carrot.,9.6,1,pragmatic,0.00350154033263641,9.361476228156844e-27
carrot,branching,plants,sunflower.,9.6,1,pragmatic,0.015163245960487697,9.361476228156844e-27
carrot,branching,plants,tomatos.,9.6,1,pragmatic,0.0006157681583287216,9.361476228156844e-27
carrot,branching,plants,dead flower.,9.6,1,pragmatic,0.10960159505137282,9.361476228156844e-27
carrot,branching,plants,carrot.,9.6,1,pragmatic,0.8746193908298108,9.361476228156844e-27
thing,overlapping,artifact,wooden ruler.,9.6,1,pragmatic,0.9197224172448474,9.361476228156844e-27
thing,overlapping,artifact,wooden chair.,9.6,1,pragmatic,0.0005590769515112165,9.361476228156844e-27
thing,overlapping,artifact,metal chair.,9.6,1,pragmatic,0.07914798452049787,9.361476228156844e-27
thing,overlapping,artifact,iron skillet.,9.6,1,pragmatic,0.0005705212831437624,9.361476228156844e-27
skillet,overlapping,artifact,wooden ruler.,9.6,1,pragmatic,0.0024073398731874664,9.361476228156844e-27
skillet,overlapping,artifact,wooden chair.,9.6,1,pragmatic,0.0006193699288731337,9.361476228156844e-27
skillet,overlapping,artifact,metal chair.,9.6,1,pragmatic,0.023596790721345483,9.361476228156844e-27
skillet,overlapping,artifact,iron skillet.,9.6,1,pragmatic,0.9733764994765937,9.361476228156844e-27
seat,overlapping,artifact,wooden ruler.,9.6,1,pragmatic,0.0015644287765847647,9.361476228156844e-27
seat,overlapping,artifact,wooden chair.,9.6,1,pragmatic,0.6648411409504128,9.361476228156844e-27
seat,overlapping,artifact,metal chair.,9.6,1,pragmatic,0.33355160868666817,9.361476228156844e-27
seat,overlapping,artifact,iron skillet.,9.6,1,pragmatic,0.00004282158633411229,9.361476228156844e-27
metal thing,overlapping,artifact,wooden ruler.,9.6,1,pragmatic,0.00516977557545881,9.361476228156844e-27
metal thing,overlapping,artifact,wooden chair.,9.6,1,pragmatic,0.001307456684099725,9.361476228156844e-27
metal thing,overlapping,artifact,metal chair.,9.6,1,pragmatic,0.8705113450096131,9.361476228156844e-27
metal thing,overlapping,artifact,iron skillet.,9.6,1,pragmatic,0.12301142273082835,9.361476228156844e-27
pet,overlapping,animals,whale.,9.6,1,pragmatic,0.19511048839367132,9.361476228156844e-27
pet,overlapping,animals,lion.,9.6,1,pragmatic,0.00005038328979875961,9.361476228156844e-27
pet,overlapping,animals,house cat.,9.6,1,pragmatic,0.01429360871723698,9.361476228156844e-27
pet,overlapping,animals,golden retriever.,9.6,1,pragmatic,0.790545519599293,9.361476228156844e-27
lion,overlapping,animals,whale.,9.6,1,pragmatic,0.174369317880615,9.361476228156844e-27
lion,overlapping,animals,lion.,9.6,1,pragmatic,0.8188061908729417,9.361476228156844e-27
lion,overlapping,animals,house cat.,9.6,1,pragmatic,0.00006145783870998599,9.361476228156844e-27
lion,overlapping,animals,golden retriever.,9.6,1,pragmatic,0.006763033407733343,9.361476228156844e-27
cat,overlapping,animals,whale.,9.6,1,pragmatic,0.175679549832284,9.361476228156844e-27
cat,overlapping,animals,lion.,9.6,1,pragmatic,0.00005417427991864537,9.361476228156844e-27
cat,overlapping,animals,house cat.,9.6,1,pragmatic,0.8155162399542716,9.361476228156844e-27
cat,overlapping,animals,golden retriever.,9.6,1,pragmatic,0.008750035933525897,9.361476228156844e-27
animal,overlapping,animals,whale.,9.6,1,pragmatic,0.7410699157354323,9.361476228156844e-27
animal,overlapping,animals,lion.,9.6,1,pragmatic,0.009106461202134458,9.361476228156844e-27
animal,overlapping,animals,house cat.,9.6,1,pragmatic,0.0007833065438058337,9.361476228156844e-27
animal,overlapping,animals,golden retriever.,9.6,1,pragmatic,0.24904031651862724,9.361476228156844e-27
restaurant,overlapping,places,park.,9.6,1,pragmatic,0.16322054336226136,9.361476228156844e-27
restaurant,overlapping,places,hotel lobby.,9.6,1,pragmatic,0.01085585717510271,9.361476228156844e-27
restaurant,overlapping,places,dive bar.,9.6,1,pragmatic,0.4258842680453833,9.361476228156844e-27
restaurant,overlapping,places,diner.,9.6,1,pragmatic,0.40003933141725245,9.361476228156844e-27
place,overlapping,places,park.,9.6,1,pragmatic,0.6987213025938652,9.361476228156844e-27
place,overlapping,places,hotel lobby.,9.6,1,pragmatic,0.0015933201359960185,9.361476228156844e-27
place,overlapping,places,dive bar.,9.6,1,pragmatic,0.29879030403181195,9.361476228156844e-27
place,overlapping,places,diner.,9.6,1,pragmatic,0.0008950732383271022,9.361476228156844e-27
diner,overlapping,places,park.,9.6,1,pragmatic,0.035655300564728674,9.361476228156844e-27
diner,overlapping,places,hotel lobby.,9.6,1,pragmatic,0.00031318088278515144,9.361476228156844e-27
diner,overlapping,places,dive bar.,9.6,1,pragmatic,0.07532128191567158,9.361476228156844e-27
diner,overlapping,places,diner.,9.6,1,pragmatic,0.8887102366368145,9.361476228156844e-27
bar,overlapping,places,park.,9.6,1,pragmatic,0.024681062786500802,9.361476228156844e-27
bar,overlapping,places,hotel lobby.,9.6,1,pragmatic,0.6730104511272901,9.361476228156844e-27
bar,overlapping,places,dive bar.,9.6,1,pragmatic,0.30225093198376146,9.361476228156844e-27
bar,overlapping,places,diner.,9.6,1,pragmatic,0.000057554102447507385,9.361476228156844e-27
plant,overlapping,plants,flower.,9.6,1,pragmatic,0.6542710769303235,9.361476228156844e-27
plant,overlapping,plants,oak.,9.6,1,pragmatic,0.021941960682286276,9.361476228156844e-27
plant,overlapping,plants,lettuce.,9.6,1,pragmatic,0.3237427364291634,9.361476228156844e-27
plant,overlapping,plants,carrots.,9.6,1,pragmatic,0.00004422595822679813,9.361476228156844e-27
leaves,overlapping,plants,flower.,9.6,1,pragmatic,0.031928967610822444,9.361476228156844e-27
leaves,overlapping,plants,oak.,9.6,1,pragmatic,0.6725537148569132,9.361476228156844e-27
leaves,overlapping,plants,lettuce.,9.6,1,pragmatic,0.29548192648607935,9.361476228156844e-27
leaves,overlapping,plants,carrots.,9.6,1,pragmatic,0.00003539104618510352,9.361476228156844e-27
food,overlapping,plants,flower.,9.6,1,pragmatic,0.07433269368917507,9.361476228156844e-27
food,overlapping,plants,oak.,9.6,1,pragmatic,0.0002653308370593877,9.361476228156844e-27
food,overlapping,plants,lettuce.,9.6,1,pragmatic,0.11866457129887623,9.361476228156844e-27
food,overlapping,plants,carrots.,9.6,1,pragmatic,0.8067374041748894,9.361476228156844e-27
carrots,overlapping,plants,flower.,9.6,1,pragmatic,0.07433269368917507,9.361476228156844e-27
carrots,overlapping,plants,oak.,9.6,1,pragmatic,0.0002653308370593877,9.361476228156844e-27
carrots,overlapping,plants,lettuce.,9.6,1,pragmatic,0.11866457129887623,9.361476228156844e-27
carrots,overlapping,plants,carrots.,9.6,1,pragmatic,0.8067374041748894,9.361476228156844e-27
seat,equivocal,artifact,wooden chair.,9.6,1,pragmatic,0.6889904281946154,9.361476228156844e-27
seat,equivocal,artifact,metal stool.,9.6,1,pragmatic,0.15160677761404473,9.361476228156844e-27
seat,equivocal,artifact,metal chair.,9.6,1,pragmatic,0.1532341894227528,9.361476228156844e-27
seat,equivocal,artifact,iron skillet.,9.6,1,pragmatic,0.0061686047685871465,9.361476228156844e-27
metal thing,equivocal,artifact,wooden chair.,9.6,1,pragmatic,0.0003098858874113595,9.361476228156844e-27
metal thing,equivocal,artifact,metal stool.,9.6,1,pragmatic,0.3059643521761774,9.361476228156844e-27
metal thing,equivocal,artifact,metal chair.,9.6,1,pragmatic,0.3050387086675123,9.361476228156844e-27
metal thing,equivocal,artifact,iron skillet.,9.6,1,pragmatic,0.3886870532688987,9.361476228156844e-27
pet,equivocal,animals,dalmatian.,9.6,1,pragmatic,0.7309819436369804,9.361476228156844e-27
pet,equivocal,animals,goldfish.,9.6,1,pragmatic,0.0018425890580281983,9.361476228156844e-27
pet,equivocal,animals,betta fish.,9.6,1,pragmatic,0.07111112447633787,9.361476228156844e-27
pet,equivocal,animals,angler fish.,9.6,1,pragmatic,0.1960643428286533,9.361476228156844e-27
fish,equivocal,animals,dalmatian.,9.6,1,pragmatic,0.00006362030290439971,9.361476228156844e-27
fish,equivocal,animals,goldfish.,9.6,1,pragmatic,0.3789519611003379,9.361476228156844e-27
fish,equivocal,animals,betta fish.,9.6,1,pragmatic,0.3429574145307497,9.361476228156844e-27
fish,equivocal,animals,angler fish.,9.6,1,pragmatic,0.2780270040660079,9.361476228156844e-27
outdoor place,equivocal,places,sunny beach.,9.6,1,pragmatic,0.6096278805446252,9.361476228156844e-27
outdoor place,equivocal,places,snowy mountain.,9.6,1,pragmatic,0.012865857730316115,9.361476228156844e-27
outdoor place,equivocal,places,snowy forest.,9.6,1,pragmatic,0.20021432976965714,9.361476228156844e-27
outdoor place,equivocal,places,ice hotel room.,9.6,1,pragmatic,0.17729193195540144,9.361476228156844e-27
cold place,equivocal,places,sunny beach.,9.6,1,pragmatic,0.0018111245033299792,9.361476228156844e-27
cold place,equivocal,places,snowy mountain.,9.6,1,pragmatic,0.41365265124230843,9.361476228156844e-27
cold place,equivocal,places,snowy forest.,9.6,1,pragmatic,0.2843584304186992,9.361476228156844e-27
cold place,equivocal,places,ice hotel room.,9.6,1,pragmatic,0.3001777938356623,9.361476228156844e-27
plant,equivocal,plants,tomatos.,9.6,1,pragmatic,0.42631468186804017,9.361476228156844e-27
plant,equivocal,plants,sunflower.,9.6,1,pragmatic,0.4083440661131735,9.361476228156844e-27
plant,equivocal,plants,carrot.,9.6,1,pragmatic,0.16519281149629636,9.361476228156844e-27
plant,equivocal,plants,burger.,9.6,1,pragmatic,0.00014844052249011311,9.361476228156844e-27
food,equivocal,plants,tomatos.,9.6,1,pragmatic,0.0022702381892969136,9.361476228156844e-27
food,equivocal,plants,sunflower.,9.6,1,pragmatic,0.027519731387354734,9.361476228156844e-27
food,equivocal,plants,carrot.,9.6,1,pragmatic,0.36915777169131,9.361476228156844e-27
food,equivocal,plants,burger.,9.6,1,pragmatic,0.6010522587320385,9.361476228156844e-27
thing,branching,artifact,lawnmower.,9.6,0.75,pragmatic,0.6745537827361168,3.587926621346308e-11
thing,branching,artifact,table.,9.6,0.75,pragmatic,0.3226132918366162,3.587926621346308e-11
thing,branching,artifact,chair.,9.6,0.75,pragmatic,0.00276523407764141,3.587926621346308e-11
thing,branching,artifact,couch.,9.6,0.75,pragmatic,0.00006769134962578949,3.587926621346308e-11
seat,branching,artifact,lawnmower.,9.6,0.75,pragmatic,0.0035136970847805924,3.587926621346308e-11
seat,branching,artifact,table.,9.6,0.75,pragmatic,0.048108979945496316,3.587926621346308e-11
seat,branching,artifact,chair.,9.6,0.75,pragmatic,0.9477520008066911,3.587926621346308e-11
seat,branching,artifact,couch.,9.6,0.75,pragmatic,0.0006253221630321425,3.587926621346308e-11
furniture,branching,artifact,lawnmower.,9.6,0.75,pragmatic,0.008074535491527184,3.587926621346308e-11
furniture,branching,artifact,table.,9.6,0.75,pragmatic,0.9404812211286715,3.587926621346308e-11
furniture,branching,artifact,chair.,9.6,0.75,pragmatic,0.008300615379110764,3.587926621346308e-11
furniture,branching,artifact,couch.,9.6,0.75,pragmatic,0.043143628000690604,3.587926621346308e-11
couch,branching,artifact,lawnmower.,9.6,0.75,pragmatic,0.0035535706046518666,3.587926621346308e-11
couch,branching,artifact,table.,9.6,0.75,pragmatic,0.04865873516994973,3.587926621346308e-11
couch,branching,artifact,chair.,9.6,0.75,pragmatic,0.0006394895213379329,3.587926621346308e-11
couch,branching,artifact,couch.,9.6,0.75,pragmatic,0.9471482047040605,3.587926621346308e-11
pet,branching,animals,whale.,9.6,0.75,pragmatic,0.054545352353687016,3.587926621346308e-11
pet,branching,animals,siamese cat.,9.6,0.75,pragmatic,0.6692749674659518,3.587926621346308e-11
pet,branching,animals,poodle.,9.6,0.75,pragmatic,0.27426554387479707,3.587926621346308e-11
pet,branching,animals,dalmatian.,9.6,0.75,pragmatic,0.0019141363055644705,3.587926621346308e-11
dog,branching,animals,whale.,9.6,0.75,pragmatic,0.08871593896102048,3.587926621346308e-11
dog,branching,animals,siamese cat.,9.6,0.75,pragmatic,0.02188797692916466,3.587926621346308e-11
dog,branching,animals,poodle.,9.6,0.75,pragmatic,0.8045631038045681,3.587926621346308e-11
dog,branching,animals,dalmatian.,9.6,0.75,pragmatic,0.08483298030524664,3.587926621346308e-11
dalmatian,branching,animals,whale.,9.6,0.75,pragmatic,0.056370239809904084,3.587926621346308e-11
dalmatian,branching,animals,siamese cat.,9.6,0.75,pragmatic,0.01391487256773526,3.587926621346308e-11
dalmatian,branching,animals,poodle.,9.6,0.75,pragmatic,0.030656465733193604,3.587926621346308e-11
dalmatian,branching,animals,dalmatian.,9.6,0.75,pragmatic,0.8990584218891671,3.587926621346308e-11
animal,branching,animals,whale.,9.6,0.75,pragmatic,0.6813853053482218,3.587926621346308e-11
animal,branching,animals,siamese cat.,9.6,0.75,pragmatic,0.20469888407094133,3.587926621346308e-11
animal,branching,animals,poodle.,9.6,0.75,pragmatic,0.11312078176999153,3.587926621346308e-11
animal,branching,animals,dalmatian.,9.6,0.75,pragmatic,0.0007950288108451842,3.587926621346308e-11
place,branching,places,park.,9.6,0.75,pragmatic,0.9779073380088209,3.587926621346308e-11
place,branching,places,office.,9.6,0.75,pragmatic,0.013476794802821207,3.587926621346308e-11
place,branching,places,mansion.,9.6,0.75,pragmatic,0.0017242858692239767,3.587926621346308e-11
place,branching,places,cottage.,9.6,0.75,pragmatic,0.0068915813191340715,3.587926621346308e-11
mansion,branching,places,park.,9.6,0.75,pragmatic,0.06580666032284835,3.587926621346308e-11
mansion,branching,places,office.,9.6,0.75,pragmatic,0.0011535794855790536,3.587926621346308e-11
mansion,branching,places,mansion.,9.6,0.75,pragmatic,0.9322971606583733,3.587926621346308e-11
mansion,branching,places,cottage.,9.6,0.75,pragmatic,0.0007425995331994547,3.587926621346308e-11
house,branching,places,park.,9.6,0.75,pragmatic,0.0662604696622254,3.587926621346308e-11
house,branching,places,office.,9.6,0.75,pragmatic,0.0011613565715505858,3.587926621346308e-11
house,branching,places,mansion.,9.6,0.75,pragmatic,0.0007528849895313492,3.587926621346308e-11
house,branching,places,cottage.,9.6,0.75,pragmatic,0.9318252887766926,3.587926621346308e-11
building,branching,places,park.,9.6,0.75,pragmatic,0.0663712874268093,3.587926621346308e-11
building,branching,places,office.,9.6,0.75,pragmatic,0.9300731457643376,3.587926621346308e-11
building,branching,places,mansion.,9.6,0.75,pragmatic,0.00028202073660467603,3.587926621346308e-11
building,branching,places,cottage.,9.6,0.75,pragmatic,0.003273546072248451,3.587926621346308e-11
plant,branching,plants,sunflower.,9.6,0.75,pragmatic,0.45456622054006146,3.587926621346308e-11
plant,branching,plants,tomatos.,9.6,0.75,pragmatic,0.05897372910384859,3.587926621346308e-11
plant,branching,plants,dead flower.,9.6,0.75,pragmatic,0.4863654375611304,3.587926621346308e-11
plant,branching,plants,carrot.,9.6,0.75,pragmatic,0.00009461279495939715,3.587926621346308e-11
living plant,branching,plants,sunflower.,9.6,0.75,pragmatic,0.37873778824397397,3.587926621346308e-11
living plant,branching,plants,tomatos.,9.6,0.75,pragmatic,0.4841111411233316,3.587926621346308e-11
living plant,branching,plants,dead flower.,9.6,0.75,pragmatic,0.1370232918880669,3.587926621346308e-11
living plant,branching,plants,carrot.,9.6,0.75,pragmatic,0.0001277787446275264,3.587926621346308e-11
food,branching,plants,sunflower.,9.6,0.75,pragmatic,0.0323854952695063,3.587926621346308e-11
food,branching,plants,tomatos.,9.6,0.75,pragmatic,0.7458630599524273,3.587926621346308e-11
food,branching,plants,dead flower.,9.6,0.75,pragmatic,0.21796063701988488,3.587926621346308e-11
food,branching,plants,carrot.,9.6,0.75,pragmatic,0.0037908077581816756,3.587926621346308e-11
carrot,branching,plants,sunflower.,9.6,0.75,pragmatic,0.017095728189084704,3.587926621346308e-11
carrot,branching,plants,tomatos.,9.6,0.75,pragmatic,0.001086318417441951,3.587926621346308e-11
carrot,branching,plants,dead flower.,9.6,0.75,pragmatic,0.09563858043895596,3.587926621346308e-11
carrot,branching,plants,carrot.,9.6,0.75,pragmatic,0.8861793729545174,3.587926621346308e-11
thing,overlapping,artifact,wooden ruler.,9.6,0.75,pragmatic,0.9323489058601112,3.587926621346308e-11
thing,overlapping,artifact,wooden chair.,9.6,0.75,pragmatic,0.0018426036488897314,3.587926621346308e-11
thing,overlapping,artifact,metal chair.,9.6,0.75,pragmatic,0.06528145001642907,3.587926621346308e-11
thing,overlapping,artifact,iron skillet.,9.6,0.75,pragmatic,0.0005270404745702356,3.587926621346308e-11
skillet,overlapping,artifact,wooden ruler.,9.6,0.75,pragmatic,0.005479960201120472,3.587926621346308e-11
skillet,overlapping,artifact,wooden chair.,9.6,0.75,pragmatic,0.0010294877570131205,3.587926621346308e-11
skillet,overlapping,artifact,metal chair.,9.6,0.75,pragmatic,0.013436898799736986,3.587926621346308e-11
skillet,overlapping,artifact,iron skillet.,9.6,0.75,pragmatic,0.9800536532421292,3.587926621346308e-11
seat,overlapping,artifact,wooden ruler.,9.6,0.75,pragmatic,0.0036122094093907985,3.587926621346308e-11
seat,overlapping,artifact,wooden chair.,9.6,0.75,pragmatic,0.6627036869671113,3.587926621346308e-11
seat,overlapping,artifact,metal chair.,9.6,0.75,pragmatic,0.33364087122715064,3.587926621346308e-11
seat,overlapping,artifact,iron skillet.,9.6,0.75,pragmatic,0.0000432323963470556,3.587926621346308e-11
metal thing,overlapping,artifact,wooden ruler.,9.6,0.75,pragmatic,0.01190742572925691,3.587926621346308e-11
metal thing,overlapping,artifact,wooden chair.,9.6,0.75,pragmatic,0.0022118252873896613,3.587926621346308e-11
metal thing,overlapping,artifact,metal chair.,9.6,0.75,pragmatic,0.9178960644224958,3.587926621346308e-11
metal thing,overlapping,artifact,iron skillet.,9.6,0.75,pragmatic,0.06798468456085752,3.587926621346308e-11
pet,overlapping,animals,whale.,9.6,0.75,pragmatic,0.15538665230176402,3.587926621346308e-11
pet,overlapping,animals,lion.,9.6,0.75,pragmatic,0.0000503351575089645,3.587926621346308e-11
pet,overlapping,animals,house cat.,9.6,0.75,pragmatic,0.03899374696715483,3.587926621346308e-11
pet,overlapping,animals,golden retriever.,9.6,0.75,pragmatic,0.8055692655735722,3.587926621346308e-11
lion,overlapping,animals,whale.,9.6,0.75,pragmatic,0.14434132524661658,3.587926621346308e-11
lion,overlapping,animals,lion.,9.6,0.75,pragmatic,0.8493787921898109,3.587926621346308e-11
lion,overlapping,animals,house cat.,9.6,0.75,pragmatic,0.00014289491672473875,3.587926621346308e-11
lion,overlapping,animals,golden retriever.,9.6,0.75,pragmatic,0.006136987646847967,3.587926621346308e-11
cat,overlapping,animals,whale.,9.6,0.75,pragmatic,0.1494283337472357,3.587926621346308e-11
cat,overlapping,animals,lion.,9.6,0.75,pragmatic,0.00013062715734492325,3.587926621346308e-11
cat,overlapping,animals,house cat.,9.6,0.75,pragmatic,0.8427783816136933,3.587926621346308e-11
cat,overlapping,animals,golden retriever.,9.6,0.75,pragmatic,0.007662657481726135,3.587926621346308e-11
animal,overlapping,animals,whale.,9.6,0.75,pragmatic,0.8182569383067344,3.587926621346308e-11
animal,overlapping,animals,lion.,9.6,0.75,pragmatic,0.0040077870126099665,3.587926621346308e-11
animal,overlapping,animals,house cat.,9.6,0.75,pragmatic,0.0022578614732007606,3.587926621346308e-11
animal,overlapping,animals,golden retriever.,9.6,0.75,pragmatic,0.17547741320745475,3.587926621346308e-11
restaurant,overlapping,places,park.,9.6,0.75,pragmatic,0.2772435282578907,3.587926621346308e-11
restaurant,overlapping,places,hotel lobby.,9.6,0.75,pragmatic,0.07240163743524304,3.587926621346308e-11
restaurant,overlapping,places,dive bar.,9.6,0.75,pragmatic,0.34914294715760463,3.587926621346308e-11
restaurant,overlapping,places,diner.,9.6,0.75,pragmatic,0.3012118871492615,3.587926621346308e-11
place,overlapping,places,park.,9.6,0.75,pragmatic,0.7513535448541792,3.587926621346308e-11
place,overlapping,places,hotel lobby.,9.6,0.75,pragmatic,0.004164168718178473,3.587926621346308e-11
place,overlapping,places,dive bar.,9.6,0.75,pragmatic,0.24371758868895402,3.587926621346308e-11
place,overlapping,places,diner.,9.6,0.75,pragmatic,0.0007646977386882466,3.587926621346308e-11
diner,overlapping,places,park.,9.6,0.75,pragmatic,0.03967365133001542,3.587926621346308e-11
diner,overlapping,places,hotel lobby.,9.6,0.75,pragmatic,0.0005958093267474382,3.587926621346308e-11
diner,overlapping,places,dive bar.,9.6,0.75,pragmatic,0.0426514863939969,3.587926621346308e-11
diner,overlapping,places,diner.,9.6,0.75,pragmatic,0.9170790529492403,3.587926621346308e-11
bar,overlapping,places,park.,9.6,0.75,pragmatic,0.025109840355665342,3.587926621346308e-11
bar,overlapping,places,hotel lobby.,9.6,0.75,pragmatic,0.5981725758800113,3.587926621346308e-11
bar,overlapping,places,dive bar.,9.6,0.75,pragmatic,0.3766662805151281,3.587926621346308e-11
bar,overlapping,places,diner.,9.6,0.75,pragmatic,0.00005130324919514992,3.587926621346308e-11
plant,overlapping,plants,flower.,9.6,0.75,pragmatic,0.730613792711917,3.587926621346308e-11
plant,overlapping,plants,oak.,9.6,0.75,pragmatic,0.03060394634845979,3.587926621346308e-11
plant,overlapping,plants,lettuce.,9.6,0.75,pragmatic,0.2387026393117859,3.587926621346308e-11
plant,overlapping,plants,carrots.,9.6,0.75,pragmatic,0.0000796216278374199,3.587926621346308e-11
leaves,overlapping,plants,flower.,9.6,0.75,pragmatic,0.031632754263202535,3.587926621346308e-11
leaves,overlapping,plants,oak.,9.6,0.75,pragmatic,0.6211019369859737,3.587926621346308e-11
leaves,overlapping,plants,lettuce.,9.6,0.75,pragmatic,0.3472256536704369,3.587926621346308e-11
leaves,overlapping,plants,carrots.,9.6,0.75,pragmatic,0.00003965508038683421,3.587926621346308e-11
food,overlapping,plants,flower.,9.6,0.75,pragmatic,0.12120871299392338,3.587926621346308e-11
food,overlapping,plants,oak.,9.6,0.75,pragmatic,0.0009012838384724154,3.587926621346308e-11
food,overlapping,plants,lettuce.,9.6,0.75,pragmatic,0.3561842880181259,3.587926621346308e-11
food,overlapping,plants,carrots.,9.6,0.75,pragmatic,0.5217057151494786,3.587926621346308e-11
carrots,overlapping,plants,flower.,9.6,0.75,pragmatic,0.05594942667870415,3.587926621346308e-11
carrots,overlapping,plants,oak.,9.6,0.75,pragmatic,0.0004300751219168217,3.587926621346308e-11
carrots,overlapping,plants,lettuce.,9.6,0.75,pragmatic,0.04401175810544293,3.587926621346308e-11
carrots,overlapping,plants,carrots.,9.6,0.75,pragmatic,0.899608740093936,3.587926621346308e-11
seat,equivocal,artifact,wooden chair.,9.6,0.75,pragmatic,0.6357230607807929,3.587926621346308e-11
seat,equivocal,artifact,metal stool.,9.6,0.75,pragmatic,0.1776511366880608,3.587926621346308e-11
seat,equivocal,artifact,metal chair.,9.6,0.75,pragmatic,0.17897107770295725,3.587926621346308e-11
seat,equivocal,artifact,iron skillet.,9.6,0.75,pragmatic,0.007654724828188917,3.587926621346308e-11
metal thing,equivocal,artifact,wooden chair.,9.6,0.75,pragmatic,0.0007789114707429656,3.587926621346308e-11
metal thing,equivocal,artifact,metal stool.,9.6,0.75,pragmatic,0.29674561700292756,3.587926621346308e-11
metal thing,equivocal,artifact,metal chair.,9.6,0.75,pragmatic,0.29589278456957246,3.587926621346308e-11
metal thing,equivocal,artifact,iron skillet.,9.6,0.75,pragmatic,0.4065826869567569,3.587926621346308e-11
pet,equivocal,animals,dalmatian.,9.6,0.75,pragmatic,0.750125610729875,3.587926621346308e-11
pet,equivocal,animals,goldfish.,9.6,0.75,pragmatic,0.008300631302786177,3.587926621346308e-11
pet,equivocal,animals,betta fish.,9.6,0.75,pragmatic,0.11878795301808577,3.587926621346308e-11
pet,equivocal,animals,angler fish.,9.6,0.75,pragmatic,0.12278580494925286,3.587926621346308e-11
fish,equivocal,animals,dalmatian.,9.6,0.75,pragmatic,0.0001799036866940471,3.587926621346308e-11
fish,equivocal,animals,goldfish.,9.6,0.75,pragmatic,0.3707323885667114,3.587926621346308e-11
fish,equivocal,animals,betta fish.,9.6,0.75,pragmatic,0.31554234678494103,3.587926621346308e-11
fish,equivocal,animals,angler fish.,9.6,0.75,pragmatic,0.31354536096165353,3.587926621346308e-11
outdoor place,equivocal,places,sunny beach.,9.6,0.75,pragmatic,0.625028861679684,3.587926621346308e-11
outdoor place,equivocal,places,snowy mountain.,9.6,0.75,pragmatic,0.033396659506034015,3.587926621346308e-11
outdoor place,equivocal,places,snowy forest.,9.6,0.75,pragmatic,0.2315392299963615,3.587926621346308e-11
outdoor place,equivocal,places,ice hotel room.,9.6,0.75,pragmatic,0.11003524881792061,3.587926621346308e-11
