parameter,value,MCMCprob
alpha,16.5,-610.5621674199557
beta,0,-610.5621674199557
modelType,pragmatic,-610.5621674199557
alpha,16.5,-58.0650253595876
beta,0,-58.0650253595876
modelType,explicit,-58.0650253595876
alpha,16.5,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,16.4,-605.8136102465264
beta,1,-605.8136102465264
modelType,pragmatic,-605.8136102465264
alpha,16.4,-315.5091317801976
beta,1,-315.5091317801976
modelType,explicit,-315.5091317801976
alpha,16.4,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,16.4,-531.6901817800056
beta,0.9,-531.6901817800056
modelType,pragmatic,-531.6901817800056
alpha,16.4,-258.5268428581184
beta,0.9,-258.5268428581184
modelType,explicit,-258.5268428581184
alpha,16.4,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,16.4,-457.2400622329498
beta,0.8,-457.2400622329498
modelType,pragmatic,-457.2400622329498
alpha,16.4,-210.14027751510838
beta,0.8,-210.14027751510838
modelType,explicit,-210.14027751510838
alpha,16.4,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,16.4,-409.540954537383
beta,0.7,-409.540954537383
modelType,pragmatic,-409.540954537383
alpha,16.4,-168.78597475784096
beta,0.7,-168.78597475784096
modelType,explicit,-168.78597475784096
alpha,16.4,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,16.4,-427.3133453052407
beta,0.6,-427.3133453052407
modelType,pragmatic,-427.3133453052407
alpha,16.4,-133.155826928529
beta,0.6,-133.155826928529
modelType,explicit,-133.155826928529
alpha,16.4,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,16.4,-449.78993837487025
beta,0.5,-449.78993837487025
modelType,pragmatic,-449.78993837487025
alpha,16.4,-102.49107862395181
beta,0.5,-102.49107862395181
modelType,explicit,-102.49107862395181
alpha,16.4,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,16.4,-491.28719929565676
beta,0.4,-491.28719929565676
modelType,pragmatic,-491.28719929565676
alpha,16.4,-76.6282617380715
beta,0.4,-76.6282617380715
modelType,explicit,-76.6282617380715
alpha,16.4,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,16.4,-551.8446498720261
beta,0.3,-551.8446498720261
modelType,pragmatic,-551.8446498720261
alpha,16.4,-56.20028628743978
beta,0.3,-56.20028628743978
modelType,explicit,-56.20028628743978
alpha,16.4,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,16.4,-578.5685166967307
beta,0.2,-578.5685166967307
modelType,pragmatic,-578.5685166967307
alpha,16.4,-43.17394982282576
beta,0.2,-43.17394982282576
modelType,explicit,-43.17394982282576
alpha,16.4,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,16.4,-582.4889081578781
beta,0.1,-582.4889081578781
modelType,pragmatic,-582.4889081578781
alpha,16.4,-41.60526516192152
beta,0.1,-41.60526516192152
modelType,explicit,-41.60526516192152
alpha,16.4,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,16.4,-604.6769225192027
beta,0,-604.6769225192027
modelType,pragmatic,-604.6769225192027
alpha,16.4,-57.35176613212434
beta,0,-57.35176613212434
modelType,explicit,-57.35176613212434
alpha,16.4,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,16.3,-598.5280636197112
beta,1,-598.5280636197112
modelType,pragmatic,-598.5280636197112
alpha,16.3,-313.2336305154709
beta,1,-313.2336305154709
modelType,explicit,-313.2336305154709
alpha,16.3,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,16.3,-524.8408900015778
beta,0.9,-524.8408900015778
modelType,pragmatic,-524.8408900015778
alpha,16.3,-256.5477646826651
beta,0.9,-256.5477646826651
modelType,explicit,-256.5477646826651
alpha,16.3,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,16.3,-451.1786961940791
beta,0.8,-451.1786961940791
modelType,pragmatic,-451.1786961940791
alpha,16.3,-208.3901079025881
beta,0.8,-208.3901079025881
modelType,explicit,-208.3901079025881
alpha,16.3,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,16.3,-404.331058016691
beta,0.7,-404.331058016691
modelType,pragmatic,-404.331058016691
alpha,16.3,-167.22446853277614
beta,0.7,-167.22446853277614
modelType,explicit,-167.22446853277614
alpha,16.3,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,16.3,-421.90864234883173
beta,0.6,-421.90864234883173
modelType,pragmatic,-421.90864234883173
alpha,16.3,-131.7608921137575
beta,0.6,-131.7608921137575
modelType,explicit,-131.7608921137575
alpha,16.3,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,16.3,-444.21507655010504
beta,0.5,-444.21507655010504
modelType,pragmatic,-444.21507655010504
alpha,16.3,-101.25089451201029
beta,0.5,-101.25089451201029
modelType,explicit,-101.25089451201029
alpha,16.3,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,16.3,-485.1151305021488
beta,0.4,-485.1151305021488
modelType,pragmatic,-485.1151305021488
alpha,16.3,-75.5384800840373
beta,0.4,-75.5384800840373
modelType,explicit,-75.5384800840373
alpha,16.3,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,16.3,-545.251301617584
beta,0.3,-545.251301617584
modelType,pragmatic,-545.251301617584
alpha,16.3,-55.261721167183225
beta,0.3,-55.261721167183225
modelType,explicit,-55.261721167183225
alpha,16.3,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,16.3,-572.0737046424576
beta,0.2,-572.0737046424576
modelType,pragmatic,-572.0737046424576
alpha,16.3,-42.3825143368037
beta,0.2,-42.3825143368037
modelType,explicit,-42.3825143368037
alpha,16.3,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,16.3,-576.3819457431302
beta,0.1,-576.3819457431302
modelType,pragmatic,-576.3819457431302
alpha,16.3,-40.91989317858174
beta,0.1,-40.91989317858174
modelType,explicit,-40.91989317858174
alpha,16.3,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,16.3,-598.7852420470813
beta,0,-598.7852420470813
modelType,pragmatic,-598.7852420470813
alpha,16.3,-56.64652627599702
beta,0,-56.64652627599702
modelType,explicit,-56.64652627599702
alpha,16.3,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,16.2,-591.2646345472508
beta,1,-591.2646345472508
modelType,pragmatic,-591.2646345472508
alpha,16.2,-310.9659509128038
beta,1,-310.9659509128038
modelType,explicit,-310.9659509128038
alpha,16.2,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,16.2,-518.0162281226278
beta,0.9,-518.0162281226278
modelType,pragmatic,-518.0162281226278
alpha,16.2,-254.57667509305458
beta,0.9,-254.57667509305458
modelType,explicit,-254.57667509305458
alpha,16.2,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,16.2,-445.1446063168949
beta,0.8,-445.1446063168949
modelType,pragmatic,-445.1446063168949
alpha,16.2,-206.64817351523726
beta,0.8,-206.64817351523726
modelType,explicit,-206.64817351523726
alpha,16.2,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,16.2,-399.13870125289884
beta,0.7,-399.13870125289884
modelType,pragmatic,-399.13870125289884
alpha,16.2,-165.67133044445632
beta,0.7,-165.67133044445632
modelType,explicit,-165.67133044445632
alpha,16.2,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,16.2,-416.5138972292427
beta,0.6,-416.5138972292427
modelType,pragmatic,-416.5138972292427
alpha,16.2,-130.3743839135804
beta,0.6,-130.3743839135804
modelType,explicit,-130.3743839135804
alpha,16.2,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,16.2,-438.647012673795
beta,0.5,-438.647012673795
modelType,pragmatic,-438.647012673795
alpha,16.2,-100.01921482602972
beta,0.5,-100.01921482602972
modelType,explicit,-100.01921482602972
alpha,16.2,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,16.2,-478.9547020733906
beta,0.4,-478.9547020733906
modelType,pragmatic,-478.9547020733906
alpha,16.2,-74.45734356555221
beta,0.4,-74.45734356555221
modelType,explicit,-74.45734356555221
alpha,16.2,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,16.2,-538.6632487271575
beta,0.3,-538.6632487271575
modelType,pragmatic,-538.6632487271575
alpha,16.2,-54.331948770212314
beta,0.3,-54.331948770212314
modelType,explicit,-54.331948770212314
alpha,16.2,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,16.2,-565.5805241038759
beta,0.2,-565.5805241038759
modelType,pragmatic,-565.5805241038759
alpha,16.2,-41.59982131600958
beta,0.2,-41.59982131600958
modelType,explicit,-41.59982131600958
alpha,16.2,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,16.2,-570.2742377644358
beta,0.1,-570.2742377644358
modelType,pragmatic,-570.2742377644358
alpha,16.2,-40.24286826321304
beta,0.1,-40.24286826321304
modelType,explicit,-40.24286826321304
alpha,16.2,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,16.2,-592.8870828720046
beta,0,-592.8870828720046
modelType,pragmatic,-592.8870828720046
alpha,16.2,-55.949497767921684
beta,0,-55.949497767921684
modelType,explicit,-55.949497767921684
alpha,16.2,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,16.1,-584.0237527152076
beta,1,-584.0237527152076
modelType,pragmatic,-584.0237527152076
alpha,16.1,-308.70622431375716
beta,1,-308.70622431375716
modelType,explicit,-308.70622431375716
alpha,16.1,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,16.1,-511.21660076396216
beta,0.9,-511.21660076396216
modelType,pragmatic,-511.21660076396216
alpha,16.1,-252.61370972782703
beta,0.9,-252.61370972782703
modelType,explicit,-252.61370972782703
alpha,16.1,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,16.1,-439.1380201825696
beta,0.8,-439.1380201825696
modelType,pragmatic,-439.1380201825696
alpha,16.1,-204.91461757265068
beta,0.8,-204.91461757265068
modelType,explicit,-204.91461757265068
alpha,16.1,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,16.1,-393.963875056174
beta,0.7,-393.963875056174
modelType,pragmatic,-393.963875056174
alpha,16.1,-164.12671372095923
beta,0.7,-164.12671372095923
modelType,explicit,-164.12671372095923
alpha,16.1,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,16.1,-411.12926202029604
beta,0.6,-411.12926202029604
modelType,pragmatic,-411.12926202029604
alpha,16.1,-128.99646593666944
beta,0.6,-128.99646593666944
modelType,explicit,-128.99646593666944
alpha,16.1,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,16.1,-433.0858554078986
beta,0.5,-433.0858554078986
modelType,pragmatic,-433.0858554078986
alpha,16.1,-98.7962134281345
beta,0.5,-98.7962134281345
modelType,explicit,-98.7962134281345
alpha,16.1,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,16.1,-472.806062604818
beta,0.4,-472.806062604818
modelType,pragmatic,-472.806062604818
alpha,16.1,-73.38503547408999
beta,0.4,-73.38503547408999
modelType,explicit,-73.38503547408999
alpha,16.1,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,16.1,-532.0805946152359
beta,0.3,-532.0805946152359
modelType,pragmatic,-532.0805946152359
alpha,16.1,-53.411158818296144
beta,0.3,-53.411158818296144
modelType,explicit,-53.411158818296144
alpha,16.1,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,16.1,-559.0890325078703
beta,0.2,-559.0890325078703
modelType,pragmatic,-559.0890325078703
alpha,16.1,-40.82606221991057
beta,0.2,-40.82606221991057
modelType,explicit,-40.82606221991057
alpha,16.1,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,16.1,-564.1657689983889
beta,0.1,-564.1657689983889
modelType,pragmatic,-564.1657689983889
alpha,16.1,-39.57438324108671
beta,0.1,-39.57438324108671
modelType,explicit,-39.57438324108671
alpha,16.1,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,16.1,-586.9824039646803
beta,0,-586.9824039646803
modelType,pragmatic,-586.9824039646803
alpha,16.1,-55.260877576871906
beta,0,-55.260877576871906
modelType,explicit,-55.260877576871906
alpha,16.1,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,16,-576.8058546754844
beta,1,-576.8058546754844
modelType,pragmatic,-576.8058546754844
alpha,16,-306.45458496078976
beta,1,-306.45458496078976
modelType,explicit,-306.45458496078976
alpha,16,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,16,-504.4424198544336
beta,0.9,-504.4424198544336
modelType,pragmatic,-504.4424198544336
alpha,16,-250.65900730732534
beta,0.9,-250.65900730732534
modelType,explicit,-250.65900730732534
alpha,16,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,16,-433.1591629998126
beta,0.8,-433.1591629998126
modelType,pragmatic,-433.1591629998126
alpha,16,-203.18958660394702
beta,0.8,-203.18958660394702
modelType,explicit,-203.18958660394702
alpha,16,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,16,-388.80657353616385
beta,0.7,-388.80657353616385
modelType,pragmatic,-388.80657353616385
alpha,16,-162.5907752071829
beta,0.7,-162.5907752071829
modelType,explicit,-162.5907752071829
alpha,16,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,16,-405.7548931510945
beta,0.6,-405.7548931510945
modelType,pragmatic,-405.7548931510945
alpha,16,-127.62730576645902
beta,0.6,-127.62730576645902
modelType,explicit,-127.62730576645902
alpha,16,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,16,-427.5317185726099
beta,0.5,-427.5317185726099
modelType,pragmatic,-427.5317185726099
alpha,16,-97.58206851067763
beta,0.5,-97.58206851067763
modelType,explicit,-97.58206851067763
alpha,16,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,16,-466.6693610584026
beta,0.4,-466.6693610584026
modelType,pragmatic,-466.6693610584026
alpha,16,-72.32174373172109
beta,0.4,-72.32174373172109
modelType,explicit,-72.32174373172109
alpha,16,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,16,-525.5034463954989
beta,0.3,-525.5034463954989
modelType,pragmatic,-525.5034463954989
alpha,16,-52.499545866478456
beta,0.3,-52.499545866478456
modelType,explicit,-52.499545866478456
alpha,16,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,16,-552.5992908181234
beta,0.2,-552.5992908181234
modelType,pragmatic,-552.5992908181234
alpha,16,-40.061433477703424
beta,0.2,-40.061433477703424
modelType,explicit,-40.061433477703424
alpha,16,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,16,-558.0565257727787
beta,0.1,-558.0565257727787
modelType,pragmatic,-558.0565257727787
alpha,16,-38.914636043210464
beta,0.1,-38.914636043210464
modelType,explicit,-38.914636043210464
alpha,16,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,16,-581.0711665415747
beta,0,-581.0711665415747
modelType,pragmatic,-581.0711665415747
alpha,16,-54.58086779647971
beta,0,-54.58086779647971
modelType,explicit,-54.58086779647971
alpha,16,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,15.9,-569.6113839476674
beta,1,-569.6113839476674
modelType,pragmatic,-569.6113839476674
alpha,15.9,-304.211170074893
beta,1,-304.211170074893
modelType,explicit,-304.211170074893
alpha,15.9,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,15.9,-497.69410469601195
beta,0.9,-497.69410469601195
modelType,pragmatic,-497.69410469601195
alpha,15.9,-248.71270971866596
beta,0.9,-248.71270971866596
modelType,explicit,-248.71270971866596
alpha,15.9,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,15.9,-427.2082574840629
beta,0.8,-427.2082574840629
modelType,pragmatic,-427.2082574840629
alpha,15.9,-201.4732305410158
beta,0.8,-201.4732305410158
modelType,explicit,-201.4732305410158
alpha,15.9,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,15.9,-383.66679433893347
beta,0.7,-383.66679433893347
modelType,pragmatic,-383.66679433893347
alpha,15.9,-161.0636754677596
beta,0.7,-161.0636754677596
modelType,explicit,-161.0636754677596
alpha,15.9,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,15.9,-400.39095152372295
beta,0.6,-400.39095152372295
modelType,pragmatic,-400.39095152372295
alpha,15.9,-126.26707507478648
beta,0.6,-126.26707507478648
modelType,explicit,-126.26707507478648
alpha,15.9,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,15.9,-421.98472130362626
beta,0.5,-421.98472130362626
modelType,pragmatic,-421.98472130362626
alpha,15.9,-96.37696271971538
beta,0.5,-96.37696271971538
modelType,explicit,-96.37696271971538
alpha,15.9,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,15.9,-460.5447466765253
beta,0.4,-460.5447466765253
modelType,pragmatic,-460.5447466765253
alpha,15.9,-71.26766102183171
beta,0.4,-71.26766102183171
modelType,explicit,-71.26766102183171
alpha,15.9,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,15.9,-518.9319151018798
beta,0.3,-518.9319151018798
modelType,pragmatic,-518.9319151018798
alpha,15.9,-51.59730943837366
beta,0.3,-51.59730943837366
modelType,explicit,-51.59730943837366
alpha,15.9,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,15.9,-546.1113636796717
beta,0.2,-546.1113636796717
modelType,pragmatic,-546.1113636796717
alpha,15.9,-39.3061366270901
beta,0.2,-39.3061366270901
modelType,explicit,-39.3061366270901
alpha,15.9,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,15.9,-551.9464960746492
beta,0.1,-551.9464960746492
modelType,pragmatic,-551.9464960746492
alpha,15.9,-38.26382984616914
beta,0.1,-38.26382984616914
modelType,explicit,-38.26382984616914
alpha,15.9,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,15.9,-575.1533342145224
beta,0,-575.1533342145224
modelType,pragmatic,-575.1533342145224
alpha,15.9,-53.90967578092125
beta,0,-53.90967578092125
modelType,explicit,-53.90967578092125
alpha,15.9,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,15.8,-562.4407911140399
beta,1,-562.4407911140399
modelType,pragmatic,-562.4407911140399
alpha,15.8,-301.9761199356904
beta,1,-301.9761199356904
modelType,explicit,-301.9761199356904
alpha,15.8,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,15.8,-490.97208201473785
beta,0.9,-490.97208201473785
modelType,pragmatic,-490.97208201473785
alpha,15.8,-246.7749621034852
beta,0.9,-246.7749621034852
modelType,explicit,-246.7749621034852
alpha,15.8,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,15.8,-421.2855237491196
beta,0.8,-421.2855237491196
modelType,pragmatic,-421.2855237491196
alpha,15.8,-199.76570281486983
beta,0.8,-199.76570281486983
modelType,explicit,-199.76570281486983
alpha,15.8,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,15.8,-378.54453888588154
beta,0.7,-378.54453888588154
modelType,pragmatic,-378.54453888588154
alpha,15.8,-159.5455788934001
beta,0.7,-159.5455788934001
modelType,explicit,-159.5455788934001
alpha,15.8,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,15.8,-395.03760263537123
beta,0.6,-395.03760263537123
modelType,pragmatic,-395.03760263537123
alpha,15.8,-124.91594973927465
beta,0.6,-124.91594973927465
modelType,explicit,-124.91594973927465
alpha,15.8,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,15.8,-416.4449882142651
beta,0.5,-416.4449882142651
modelType,pragmatic,-416.4449882142651
alpha,15.8,-95.1810832824574
beta,0.5,-95.1810832824574
modelType,explicit,-95.1810832824574
alpha,15.8,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,15.8,-454.43236890563105
beta,0.4,-454.43236890563105
modelType,pragmatic,-454.43236890563105
alpha,15.8,-70.22298492393259
beta,0.4,-70.22298492393259
modelType,explicit,-70.22298492393259
alpha,15.8,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,15.8,-512.3661159213684
beta,0.3,-512.3661159213684
modelType,pragmatic,-512.3661159213684
alpha,15.8,-50.70465416556982
beta,0.3,-50.70465416556982
modelType,explicit,-50.70465416556982
alpha,15.8,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,15.8,-539.6253195690679
beta,0.2,-539.6253195690679
modelType,pragmatic,-539.6253195690679
alpha,15.8,-38.560378457108584
beta,0.2,-38.560378457108584
modelType,explicit,-38.560378457108584
alpha,15.8,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,15.8,-545.8356696645119
beta,0.1,-545.8356696645119
modelType,pragmatic,-545.8356696645119
alpha,15.8,-37.622173215813916
beta,0.1,-37.622173215813916
modelType,explicit,-37.622173215813916
alpha,15.8,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,15.8,-569.2288731467638
beta,0,-569.2288731467638
modelType,pragmatic,-569.2288731467638
alpha,15.8,-53.24751428437713
beta,0,-53.24751428437713
modelType,explicit,-53.24751428437713
alpha,15.8,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,15.7,-555.2945339066741
beta,1,-555.2945339066741
modelType,pragmatic,-555.2945339066741
alpha,15.7,-299.74957796408586
beta,1,-299.74957796408586
modelType,explicit,-299.74957796408586
alpha,15.7,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,15.7,-484.2767859962943
beta,0.9,-484.2767859962943
modelType,pragmatic,-484.2767859962943
alpha,15.7,-244.845912948562
beta,0.9,-244.845912948562
modelType,explicit,-244.845912948562
alpha,15.7,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,15.7,-415.3911792128591
beta,0.8,-415.3911792128591
modelType,pragmatic,-415.3911792128591
alpha,15.7,-198.0671604552228
beta,0.8,-198.0671604552228
modelType,explicit,-198.0671604552228
alpha,15.7,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,15.7,-373.4398126150108
beta,0.7,-373.4398126150108
modelType,pragmatic,-373.4398126150108
alpha,15.7,-158.03665381080395
beta,0.7,-158.03665381080395
modelType,explicit,-158.03665381080395
alpha,15.7,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,15.7,-389.69501670531827
beta,0.6,-389.69501670531827
modelType,pragmatic,-389.69501670531827
alpha,15.7,-123.57410996459357
beta,0.6,-123.57410996459357
modelType,explicit,-123.57410996459357
alpha,15.7,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,15.7,-410.912649562769
beta,0.5,-410.912649562769
modelType,pragmatic,-410.912649562769
alpha,15.7,-93.99462213883231
beta,0.5,-93.99462213883231
modelType,explicit,-93.99462213883231
alpha,15.7,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,15.7,-448.3323773314775
beta,0.4,-448.3323773314775
modelType,pragmatic,-448.3323773314775
alpha,15.7,-69.18791805269944
beta,0.4,-69.18791805269944
modelType,explicit,-69.18791805269944
alpha,15.7,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,15.7,-505.806168439009
beta,0.3,-505.806168439009
modelType,pragmatic,-505.806168439009
alpha,15.7,-49.82178993126468
beta,0.3,-49.82178993126468
modelType,explicit,-49.82178993126468
alpha,15.7,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,15.7,-533.141230950509
beta,0.2,-533.141230950509
modelType,pragmatic,-533.141230950509
alpha,15.7,-37.824371155129434
beta,0.2,-37.824371155129434
modelType,explicit,-37.824371155129434
alpha,15.7,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,15.7,-539.7240381971446
beta,0.1,-539.7240381971446
modelType,pragmatic,-539.7240381971446
alpha,15.7,-36.98988025491184
beta,0.1,-36.98988025491184
modelType,explicit,-36.98988025491184
alpha,15.7,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,15.7,-563.2977522157141
beta,0,-563.2977522157141
modelType,pragmatic,-563.2977522157141
alpha,15.7,-52.594601604163586
beta,0,-52.594601604163586
modelType,explicit,-52.594601604163586
alpha,15.7,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,15.6,-548.1730772854157
beta,1,-548.1730772854157
modelType,pragmatic,-548.1730772854157
alpha,15.6,-297.5316908075618
beta,1,-297.5316908075618
modelType,explicit,-297.5316908075618
alpha,15.6,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,15.6,-477.6086583048146
beta,0.9,-477.6086583048146
modelType,pragmatic,-477.6086583048146
alpha,15.6,-242.92571417944336
beta,0.9,-242.92571417944336
modelType,explicit,-242.92571417944336
alpha,15.6,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,15.6,-409.52543851861896
beta,0.8,-409.52543851861896
modelType,pragmatic,-409.52543851861896
alpha,15.6,-196.3777641934276
beta,0.8,-196.3777641934276
modelType,explicit,-196.3777641934276
alpha,15.6,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,15.6,-368.352625224884
beta,0.7,-368.352625224884
modelType,pragmatic,-368.352625224884
alpha,15.6,-156.53707259627708
beta,0.7,-156.53707259627708
modelType,explicit,-156.53707259627708
alpha,15.6,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,15.6,-384.3633688072105
beta,0.6,-384.3633688072105
modelType,pragmatic,-384.3633688072105
alpha,15.6,-122.24174040775074
beta,0.6,-122.24174040775074
modelType,explicit,-122.24174040775074
alpha,15.6,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,15.6,-405.3878414251063
beta,0.5,-405.3878414251063
modelType,pragmatic,-405.3878414251063
alpha,15.6,-92.81777607733005
beta,0.5,-92.81777607733005
modelType,explicit,-92.81777607733005
alpha,15.6,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,15.6,-442.2449216278108
beta,0.4,-442.2449216278108
modelType,pragmatic,-442.2449216278108
alpha,15.6,-68.1626682013943
beta,0.4,-68.1626682013943
modelType,explicit,-68.1626682013943
alpha,15.6,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,15.6,-499.2521968954405
beta,0.3,-499.2521968954405
modelType,pragmatic,-499.2521968954405
alpha,15.6,-48.94893201829143
beta,0.3,-48.94893201829143
modelType,explicit,-48.94893201829143
alpha,15.6,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,15.6,-526.6591744383454
beta,0.2,-526.6591744383454
modelType,pragmatic,-526.6591744383454
alpha,15.6,-37.09833245814809
beta,0.2,-37.09833245814809
modelType,explicit,-37.09833245814809
alpha,15.6,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,15.6,-533.6115953493836
beta,0.1,-533.6115953493836
modelType,pragmatic,-533.6115953493836
alpha,15.6,-36.36717075486218
beta,0.1,-36.36717075486218
modelType,explicit,-36.36717075486218
alpha,15.6,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,15.6,-557.3599431827737
beta,0,-557.3599431827737
modelType,pragmatic,-557.3599431827737
alpha,15.6,-51.9511617276408
beta,0,-51.9511617276408
modelType,explicit,-51.9511617276408
alpha,15.6,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
