parameter,value,MCMCprob
beta,0.6,-570.9215184798586
modelType,pragmatic,-570.9215184798586
alpha,19,-171.926449017167
beta,0.6,-171.926449017167
modelType,explicit,-171.926449017167
alpha,19,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,19,-596.8693995637636
beta,0.5,-596.8693995637636
modelType,pragmatic,-596.8693995637636
alpha,19,-137.2391059513775
beta,0.5,-137.2391059513775
modelType,explicit,-137.2391059513775
alpha,19,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,19,-655.3834732684898
beta,0.4,-655.3834732684898
modelType,pragmatic,-655.3834732684898
alpha,19,-107.49051207713097
beta,0.4,-107.49051207713097
modelType,explicit,-107.49051207713097
alpha,19,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,19,-Infinity
beta,0.3,-Infinity
modelType,pragmatic,-Infinity
alpha,19,-83.16583381969116
beta,0.3,-83.16583381969116
modelType,explicit,-83.16583381969116
alpha,19,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,19,-Infinity
beta,0.2,-Infinity
modelType,pragmatic,-Infinity
alpha,19,-66.29352674671583
beta,0.2,-66.29352674671583
modelType,explicit,-66.29352674671583
alpha,19,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,19,-Infinity
beta,0.1,-Infinity
modelType,pragmatic,-Infinity
alpha,19,-61.82691124576485
beta,0.1,-61.82691124576485
modelType,explicit,-61.82691124576485
alpha,19,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,19,-Infinity
beta,0,-Infinity
modelType,pragmatic,-Infinity
alpha,19,-78.02961322574163
beta,0,-78.02961322574163
modelType,explicit,-78.02961322574163
alpha,19,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,18.9,-Infinity
beta,1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.9,-374.60595391676446
beta,1,-374.60595391676446
modelType,explicit,-374.60595391676446
alpha,18.9,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,18.9,-Infinity
beta,0.9,-Infinity
modelType,pragmatic,-Infinity
alpha,18.9,-310.2577584218681
beta,0.9,-310.2577584218681
modelType,explicit,-310.2577584218681
alpha,18.9,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,18.9,-616.9427574213883
beta,0.8,-616.9427574213883
modelType,pragmatic,-616.9427574213883
alpha,18.9,-256.2103078505384
beta,0.8,-256.2103078505384
modelType,explicit,-256.2103078505384
alpha,18.9,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,18.9,-545.5559031124153
beta,0.7,-545.5559031124153
modelType,pragmatic,-545.5559031124153
alpha,18.9,-210.15865338148257
beta,0.7,-210.15865338148257
modelType,explicit,-210.15865338148257
alpha,18.9,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,18.9,-565.2994066393342
beta,0.6,-565.2994066393342
modelType,pragmatic,-565.2994066393342
alpha,18.9,-170.35908107961666
beta,0.6,-170.35908107961666
modelType,explicit,-170.35908107961666
alpha,18.9,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,18.9,-591.1422306727945
beta,0.5,-591.1422306727945
modelType,pragmatic,-591.1422306727945
alpha,18.9,-135.82710286360813
beta,0.5,-135.82710286360813
modelType,explicit,-135.82710286360813
alpha,18.9,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,18.9,-648.9572600653971
beta,0.4,-648.9572600653971
modelType,pragmatic,-648.9572600653971
alpha,18.9,-106.2277339558031
beta,0.4,-106.2277339558031
modelType,explicit,-106.2277339558031
alpha,18.9,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,18.9,-Infinity
beta,0.3,-Infinity
modelType,pragmatic,-Infinity
alpha,18.9,-82.05213103890657
beta,0.3,-82.05213103890657
modelType,explicit,-82.05213103890657
alpha,18.9,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,18.9,-Infinity
beta,0.2,-Infinity
modelType,pragmatic,-Infinity
alpha,18.9,-65.328507566846
beta,0.2,-65.328507566846
modelType,explicit,-65.328507566846
alpha,18.9,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,18.9,-Infinity
beta,0.1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.9,-60.97831339683007
beta,0.1,-60.97831339683007
modelType,explicit,-60.97831339683007
alpha,18.9,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,18.9,-Infinity
beta,0,-Infinity
modelType,pragmatic,-Infinity
alpha,18.9,-77.16600573166994
beta,0,-77.16600573166994
modelType,explicit,-77.16600573166994
alpha,18.9,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,18.8,-Infinity
beta,1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.8,-372.17045651692723
beta,1,-372.17045651692723
modelType,explicit,-372.17045651692723
alpha,18.8,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,18.8,-702.5276953002144
beta,0.9,-702.5276953002144
modelType,pragmatic,-702.5276953002144
alpha,18.8,-308.1154980550534
beta,0.9,-308.1154980550534
modelType,explicit,-308.1154980550534
alpha,18.8,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,18.8,-610.2772561485057
beta,0.8,-610.2772561485057
modelType,pragmatic,-610.2772561485057
alpha,18.8,-254.29272479772084
beta,0.8,-254.29272479772084
modelType,explicit,-254.29272479772084
alpha,18.8,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,18.8,-539.8995620593996
beta,0.7,-539.8995620593996
modelType,pragmatic,-539.8995620593996
alpha,18.8,-208.42892984962276
beta,0.7,-208.42892984962276
modelType,explicit,-208.42892984962276
alpha,18.8,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,18.8,-559.6845061411293
beta,0.6,-559.6845061411293
modelType,pragmatic,-559.6845061411293
alpha,18.8,-168.79698107189108
beta,0.6,-168.79698107189108
modelType,explicit,-168.79698107189108
alpha,18.8,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,18.8,-585.4204164359192
beta,0.5,-585.4204164359192
modelType,pragmatic,-585.4204164359192
alpha,18.8,-134.42027653125774
beta,0.5,-134.42027653125774
modelType,explicit,-134.42027653125774
alpha,18.8,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,18.8,-642.5392837763908
beta,0.4,-642.5392837763908
modelType,pragmatic,-642.5392837763908
alpha,18.8,-104.97011263264746
beta,0.4,-104.97011263264746
modelType,explicit,-104.97011263264746
alpha,18.8,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,18.8,-Infinity
beta,0.3,-Infinity
modelType,pragmatic,-Infinity
alpha,18.8,-80.9436226106771
beta,0.3,-80.9436226106771
modelType,explicit,-80.9436226106771
alpha,18.8,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,18.8,-Infinity
beta,0.2,-Infinity
modelType,pragmatic,-Infinity
alpha,18.8,-64.36862364370779
beta,0.2,-64.36862364370779
modelType,explicit,-64.36862364370779
alpha,18.8,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,18.8,-Infinity
beta,0.1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.8,-60.13446128457475
beta,0.1,-60.13446128457475
modelType,explicit,-60.13446128457475
alpha,18.8,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,18.8,-Infinity
beta,0,-Infinity
modelType,pragmatic,-Infinity
alpha,18.8,-76.3069151314723
beta,0,-76.3069151314723
modelType,explicit,-76.3069151314723
alpha,18.8,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,18.7,-Infinity
beta,1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.7,-369.74025412902387
beta,1,-369.74025412902387
modelType,explicit,-369.74025412902387
alpha,18.7,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,18.7,-695.1916504606571
beta,0.9,-695.1916504606571
modelType,pragmatic,-695.1916504606571
alpha,18.7,-305.97863463551045
beta,0.9,-305.97863463551045
modelType,explicit,-305.97863463551045
alpha,18.7,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,18.7,-603.6330199363443
beta,0.8,-603.6330199363443
modelType,pragmatic,-603.6330199363443
alpha,18.7,-252.38065104305798
beta,0.8,-252.38065104305798
modelType,explicit,-252.38065104305798
alpha,18.7,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,18.7,-534.2613989490512
beta,0.7,-534.2613989490512
modelType,pragmatic,-534.2613989490512
alpha,18.7,-206.70467544563013
beta,0.7,-206.70467544563013
modelType,explicit,-206.70467544563013
alpha,18.7,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,18.7,-554.076889036317
beta,0.6,-554.076889036317
modelType,pragmatic,-554.076889036317
alpha,18.7,-167.2402395668783
beta,0.6,-167.2402395668783
modelType,explicit,-167.2402395668783
alpha,18.7,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,18.7,-579.7039752385292
beta,0.5,-579.7039752385292
modelType,pragmatic,-579.7039752385292
alpha,18.7,-133.0187213097323
beta,0.5,-133.0187213097323
modelType,explicit,-133.0187213097323
alpha,18.7,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,18.7,-636.129649830057
beta,0.4,-636.129649830057
modelType,pragmatic,-636.129649830057
alpha,18.7,-103.71774624033793
beta,0.4,-103.71774624033793
modelType,explicit,-103.71774624033793
alpha,18.7,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,18.7,-704.756634575593
beta,0.3,-704.756634575593
modelType,pragmatic,-704.756634575593
alpha,18.7,-79.84040928434177
beta,0.3,-79.84040928434177
modelType,explicit,-79.84040928434177
alpha,18.7,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,18.7,-Infinity
beta,0.2,-Infinity
modelType,pragmatic,-Infinity
alpha,18.7,-63.413975134491864
beta,0.2,-63.413975134491864
modelType,explicit,-63.413975134491864
alpha,18.7,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,18.7,-Infinity
beta,0.1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.7,-59.29545362522589
beta,0.1,-59.29545362522589
modelType,explicit,-59.29545362522589
alpha,18.7,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,18.7,-Infinity
beta,0,-Infinity
modelType,pragmatic,-Infinity
alpha,18.7,-75.4524430564465
beta,0,-75.4524430564465
modelType,explicit,-75.4524430564465
alpha,18.7,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,18.6,-Infinity
beta,1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.6,-367.31542514020146
beta,1,-367.31542514020146
modelType,explicit,-367.31542514020146
alpha,18.6,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,18.6,-687.8724111910077
beta,0.9,-687.8724111910077
modelType,pragmatic,-687.8724111910077
alpha,18.6,-303.8472480140943
beta,0.9,-303.8472480140943
modelType,explicit,-303.8472480140943
alpha,18.6,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,18.6,-597.0102862092713
beta,0.8,-597.0102862092713
modelType,pragmatic,-597.0102862092713
alpha,18.6,-250.47417027207615
beta,0.8,-250.47417027207615
modelType,explicit,-250.47417027207615
alpha,18.6,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,18.6,-528.641394619104
beta,0.7,-528.641394619104
modelType,pragmatic,-528.641394619104
alpha,18.6,-204.98597856146313
beta,0.7,-204.98597856146313
modelType,explicit,-204.98597856146313
alpha,18.6,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,18.6,-548.4766294203885
beta,0.6,-548.4766294203885
modelType,pragmatic,-548.4766294203885
alpha,18.6,-165.68894911831626
beta,0.6,-165.68894911831626
modelType,explicit,-165.68894911831626
alpha,18.6,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,18.6,-573.9929276595244
beta,0.5,-573.9929276595244
modelType,pragmatic,-573.9929276595244
alpha,18.6,-131.62253370509558
beta,0.5,-131.62253370509558
modelType,explicit,-131.62253370509558
alpha,18.6,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,18.6,-629.7284661203762
beta,0.4,-629.7284661203762
modelType,pragmatic,-629.7284661203762
alpha,18.6,-102.47073521517297
beta,0.4,-102.47073521517297
modelType,explicit,-102.47073521517297
alpha,18.6,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,18.6,-698.0640216190246
beta,0.3,-698.0640216190246
modelType,pragmatic,-698.0640216190246
alpha,18.6,-78.74259421438694
beta,0.3,-78.74259421438694
modelType,explicit,-78.74259421438694
alpha,18.6,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,18.6,-Infinity
beta,0.2,-Infinity
modelType,pragmatic,-Infinity
alpha,18.6,-62.46466465173592
beta,0.2,-62.46466465173592
modelType,explicit,-62.46466465173592
alpha,18.6,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,18.6,-Infinity
beta,0.1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.6,-58.46139166700186
beta,0.1,-58.46139166700186
modelType,explicit,-58.46139166700186
alpha,18.6,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,18.6,-Infinity
beta,0,-Infinity
modelType,pragmatic,-Infinity
alpha,18.6,-74.60269372791146
beta,0,-74.60269372791146
modelType,explicit,-74.60269372791146
alpha,18.6,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,18.5,-Infinity
beta,1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.5,-364.8960494886265
beta,1,-364.8960494886265
modelType,explicit,-364.8960494886265
alpha,18.5,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,18.5,-680.5702438036285
beta,0.9,-680.5702438036285
modelType,pragmatic,-680.5702438036285
alpha,18.5,-301.7214196615665
beta,0.9,-301.7214196615665
modelType,explicit,-301.7214196615665
alpha,18.5,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,18.5,-590.4092935978626
beta,0.8,-590.4092935978626
modelType,pragmatic,-590.4092935978626
alpha,18.5,-248.57336788775837
beta,0.8,-248.57336788775837
modelType,explicit,-248.57336788775837
alpha,18.5,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,18.5,-523.0395278780784
beta,0.7,-523.0395278780784
modelType,pragmatic,-523.0395278780784
alpha,18.5,-203.272929451607
beta,0.7,-203.272929451607
modelType,explicit,-203.272929451607
alpha,18.5,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,18.5,-542.8838035090107
beta,0.6,-542.8838035090107
modelType,pragmatic,-542.8838035090107
alpha,18.5,-164.1432043121472
beta,0.6,-164.1432043121472
modelType,explicit,-164.1432043121472
alpha,18.5,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,18.5,-568.2872965571887
beta,0.5,-568.2872965571887
modelType,pragmatic,-568.2872965571887
alpha,18.5,-130.23181243049993
beta,0.5,-130.23181243049993
modelType,explicit,-130.23181243049993
alpha,18.5,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,18.5,-623.3358429856771
beta,0.4,-623.3358429856771
modelType,pragmatic,-623.3358429856771
alpha,18.5,-101.22918235779315
beta,0.4,-101.22918235779315
modelType,explicit,-101.22918235779315
alpha,18.5,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,18.5,-691.37498433257
beta,0.3,-691.37498433257
modelType,pragmatic,-691.37498433257
alpha,18.5,-77.65028302423025
beta,0.3,-77.65028302423025
modelType,explicit,-77.65028302423025
alpha,18.5,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,18.5,-Infinity
beta,0.2,-Infinity
modelType,pragmatic,-Infinity
alpha,18.5,-61.520797329813774
beta,0.2,-61.520797329813774
modelType,explicit,-61.520797329813774
alpha,18.5,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,18.5,-Infinity
beta,0.1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.5,-57.63237925917849
beta,0.1,-57.63237925917849
modelType,explicit,-57.63237925917849
alpha,18.5,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,18.5,-Infinity
beta,0,-Infinity
modelType,pragmatic,-Infinity
alpha,18.5,-73.75777402620766
beta,0,-73.75777402620766
modelType,explicit,-73.75777402620766
alpha,18.5,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,18.4,-Infinity
beta,1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.4,-362.4822087010387
beta,1,-362.4822087010387
modelType,explicit,-362.4822087010387
alpha,18.4,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,18.4,-673.2854188006727
beta,0.9,-673.2854188006727
modelType,pragmatic,-673.2854188006727
alpha,18.4,-299.60123270880223
beta,0.9,-299.60123270880223
modelType,explicit,-299.60123270880223
alpha,18.4,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,18.4,-583.8302818462328
beta,0.8,-583.8302818462328
modelType,pragmatic,-583.8302818462328
alpha,18.4,-246.6783310539392
beta,0.8,-246.6783310539392
modelType,explicit,-246.6783310539392
alpha,18.4,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,18.4,-517.4557756743965
beta,0.7,-517.4557756743965
modelType,pragmatic,-517.4557756743965
alpha,18.4,-201.56562028075868
beta,0.7,-201.56562028075868
modelType,explicit,-201.56562028075868
alpha,18.4,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,18.4,-537.2984897145119
beta,0.6,-537.2984897145119
modelType,pragmatic,-537.2984897145119
alpha,18.4,-162.60310181939673
beta,0.6,-162.60310181939673
modelType,explicit,-162.60310181939673
alpha,18.4,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,18.4,-562.5871071567449
beta,0.5,-562.5871071567449
modelType,pragmatic,-562.5871071567449
alpha,18.4,-128.84665846426657
beta,0.5,-128.84665846426657
modelType,explicit,-128.84665846426657
alpha,18.4,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,18.4,-616.9518931821924
beta,0.4,-616.9518931821924
modelType,pragmatic,-616.9518931821924
alpha,18.4,-99.99319289565824
beta,0.4,-99.99319289565824
modelType,explicit,-99.99319289565824
alpha,18.4,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,18.4,-684.6895804114683
beta,0.3,-684.6895804114683
modelType,pragmatic,-684.6895804114683
alpha,18.4,-76.56358387182725
beta,0.3,-76.56358387182725
modelType,explicit,-76.56358387182725
alpha,18.4,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,18.4,-Infinity
beta,0.2,-Infinity
modelType,pragmatic,-Infinity
alpha,18.4,-60.58248089331039
beta,0.2,-60.58248089331039
modelType,explicit,-60.58248089331039
alpha,18.4,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,18.4,-704.505058097292
beta,0.1,-704.505058097292
modelType,pragmatic,-704.505058097292
alpha,18.4,-56.808522923055655
beta,0.1,-56.808522923055655
modelType,explicit,-56.808522923055655
alpha,18.4,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,18.4,-Infinity
beta,0,-Infinity
modelType,pragmatic,-Infinity
alpha,18.4,-72.91779356153876
beta,0,-72.91779356153876
modelType,explicit,-72.91779356153876
alpha,18.4,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,18.3,-Infinity
beta,1,-Infinity
modelType,pragmatic,-Infinity
alpha,18.3,-360.0739859313475
beta,1,-360.0739859313475
modelType,explicit,-360.0739859313475
alpha,18.3,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,18.3,-666.0182109992631
beta,0.9,-666.0182109992631
modelType,pragmatic,-666.0182109992631
alpha,18.3,-297.4867719881485
beta,0.9,-297.4867719881485
modelType,explicit,-297.4867719881485
alpha,18.3,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,18.3,-577.2734917129831
beta,0.8,-577.2734917129831
modelType,pragmatic,-577.2734917129831
alpha,18.3,-244.7891487399782
beta,0.8,-244.7891487399782
modelType,explicit,-244.7891487399782
alpha,18.3,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,18.3,-511.89011327201314
beta,0.7,-511.89011327201314
modelType,pragmatic,-511.89011327201314
alpha,18.3,-199.86414517292775
beta,0.7,-199.86414517292775
modelType,explicit,-199.86414517292775
alpha,18.3,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,18.3,-531.7207687230584
beta,0.6,-531.7207687230584
modelType,pragmatic,-531.7207687230584
alpha,18.3,-161.0687404506151
beta,0.6,-161.0687404506151
modelType,explicit,-161.0687404506151
alpha,18.3,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,18.3,-556.8923871396205
beta,0.5,-556.8923871396205
modelType,pragmatic,-556.8923871396205
alpha,18.3,-127.46717510967227
beta,0.5,-127.46717510967227
modelType,explicit,-127.46717510967227
alpha,18.3,-Infinity
beta,0.5,-Infinity
