type,modelLevel,utterance,rationality,response,modelProb
branching,explicit,Q4,7.2,A4,0.25
branching,literal,Q3,7.2,A4,0.25
branching,literal,Q3,7.2,A3,0.25
branching,literal,Q3,7.2,A2,0.25
branching,literal,Q3,7.2,A1,0.25
branching,pragmatic,Q3,7.2,A1,0.01
branching,pragmatic,Q3,7.2,A2,0.21
branching,pragmatic,Q3,7.2,A3,0.67
branching,pragmatic,Q3,7.2,A4,0.11
branching,explicit,Q3,7.2,A1,0.33
branching,explicit,Q3,7.2,A2,0.33
branching,explicit,Q3,7.2,A3,0.33
branching,explicit,Q3,7.2,A4,0.00
branching,literal,Q2,7.2,A4,0.25
branching,literal,Q2,7.2,A3,0.25
branching,literal,Q2,7.2,A2,0.25
branching,literal,Q2,7.2,A1,0.25
branching,pragmatic,Q2,7.2,A1,0.02
branching,pragmatic,Q2,7.2,A2,0.81
branching,pragmatic,Q2,7.2,A3,0.05
branching,pragmatic,Q2,7.2,A4,0.11
branching,explicit,Q2,7.2,A1,0.50
branching,explicit,Q2,7.2,A2,0.50
branching,explicit,Q2,7.2,A3,0.00
branching,explicit,Q2,7.2,A4,0.00
branching,literal,Q1,7.2,A4,0.25
branching,literal,Q1,7.2,A3,0.25
branching,literal,Q1,7.2,A2,0.25
branching,literal,Q1,7.2,A1,0.25
branching,pragmatic,Q1,7.2,A1,0.86
branching,pragmatic,Q1,7.2,A2,0.01
branching,pragmatic,Q1,7.2,A3,0.04
branching,pragmatic,Q1,7.2,A4,0.09
branching,explicit,Q1,7.2,A1,1.00
branching,explicit,Q1,7.2,A2,0.00
branching,explicit,Q1,7.2,A3,0.00
branching,explicit,Q1,7.2,A4,0.00
branching,literal,Q4,7.3,A4,0.25
branching,literal,Q4,7.3,A3,0.25
branching,literal,Q4,7.3,A2,0.25
branching,literal,Q4,7.3,A1,0.25
branching,pragmatic,Q4,7.3,A1,0.00
branching,pragmatic,Q4,7.3,A2,0.09
branching,pragmatic,Q4,7.3,A3,0.28
branching,pragmatic,Q4,7.3,A4,0.63
branching,explicit,Q4,7.3,A1,0.25
branching,explicit,Q4,7.3,A2,0.25
branching,explicit,Q4,7.3,A3,0.25
branching,explicit,Q4,7.3,A4,0.25
branching,literal,Q3,7.3,A4,0.25
branching,literal,Q3,7.3,A3,0.25
branching,literal,Q3,7.3,A2,0.25
branching,literal,Q3,7.3,A1,0.25
branching,pragmatic,Q3,7.3,A1,0.01
branching,pragmatic,Q3,7.3,A2,0.21
branching,pragmatic,Q3,7.3,A3,0.68
branching,pragmatic,Q3,7.3,A4,0.11
branching,explicit,Q3,7.3,A1,0.33
branching,explicit,Q3,7.3,A2,0.33
branching,explicit,Q3,7.3,A3,0.33
branching,explicit,Q3,7.3,A4,0.00
branching,literal,Q2,7.3,A4,0.25
branching,literal,Q2,7.3,A3,0.25
branching,literal,Q2,7.3,A2,0.25
branching,literal,Q2,7.3,A1,0.25
branching,pragmatic,Q2,7.3,A1,0.02
branching,pragmatic,Q2,7.3,A2,0.82
branching,pragmatic,Q2,7.3,A3,0.05
branching,pragmatic,Q2,7.3,A4,0.11
branching,explicit,Q2,7.3,A1,0.50
branching,explicit,Q2,7.3,A2,0.50
branching,explicit,Q2,7.3,A3,0.00
branching,explicit,Q2,7.3,A4,0.00
branching,literal,Q1,7.3,A4,0.25
branching,literal,Q1,7.3,A3,0.25
branching,literal,Q1,7.3,A2,0.25
branching,literal,Q1,7.3,A1,0.25
branching,pragmatic,Q1,7.3,A1,0.87
branching,pragmatic,Q1,7.3,A2,0.01
branching,pragmatic,Q1,7.3,A3,0.04
branching,pragmatic,Q1,7.3,A4,0.09
branching,explicit,Q1,7.3,A1,1.00
branching,explicit,Q1,7.3,A2,0.00
branching,explicit,Q1,7.3,A3,0.00
branching,explicit,Q1,7.3,A4,0.00
branching,literal,Q4,7.4,A4,0.25
branching,literal,Q4,7.4,A3,0.25
branching,literal,Q4,7.4,A2,0.25
branching,literal,Q4,7.4,A1,0.25
branching,pragmatic,Q4,7.4,A1,0.00
branching,pragmatic,Q4,7.4,A2,0.08
branching,pragmatic,Q4,7.4,A3,0.28
branching,pragmatic,Q4,7.4,A4,0.64
branching,explicit,Q4,7.4,A1,0.25
branching,explicit,Q4,7.4,A2,0.25
branching,explicit,Q4,7.4,A3,0.25
branching,explicit,Q4,7.4,A4,0.25
branching,literal,Q3,7.4,A4,0.25
branching,literal,Q3,7.4,A3,0.25
branching,literal,Q3,7.4,A2,0.25
branching,literal,Q3,7.4,A1,0.25
branching,pragmatic,Q3,7.4,A1,0.01
branching,pragmatic,Q3,7.4,A2,0.21
branching,pragmatic,Q3,7.4,A3,0.68
branching,pragmatic,Q3,7.4,A4,0.11
branching,explicit,Q3,7.4,A1,0.33
branching,explicit,Q3,7.4,A2,0.33
branching,explicit,Q3,7.4,A3,0.33
branching,explicit,Q3,7.4,A4,0.00
branching,literal,Q2,7.4,A4,0.25
branching,literal,Q2,7.4,A3,0.25
branching,literal,Q2,7.4,A2,0.25
branching,literal,Q2,7.4,A1,0.25
branching,pragmatic,Q2,7.4,A1,0.02
branching,pragmatic,Q2,7.4,A2,0.82
branching,pragmatic,Q2,7.4,A3,0.05
branching,pragmatic,Q2,7.4,A4,0.11
branching,explicit,Q2,7.4,A1,0.50
branching,explicit,Q2,7.4,A2,0.50
branching,explicit,Q2,7.4,A3,0.00
branching,explicit,Q2,7.4,A4,0.00
branching,literal,Q1,7.4,A4,0.25
branching,literal,Q1,7.4,A3,0.25
branching,literal,Q1,7.4,A2,0.25
branching,literal,Q1,7.4,A1,0.25
branching,pragmatic,Q1,7.4,A1,0.87
branching,pragmatic,Q1,7.4,A2,0.01
branching,pragmatic,Q1,7.4,A3,0.04
branching,pragmatic,Q1,7.4,A4,0.08
branching,explicit,Q1,7.4,A1,1.00
branching,explicit,Q1,7.4,A2,0.00
branching,explicit,Q1,7.4,A3,0.00
branching,explicit,Q1,7.4,A4,0.00
branching,literal,Q4,7.5,A4,0.25
branching,literal,Q4,7.5,A3,0.25
branching,literal,Q4,7.5,A2,0.25
branching,literal,Q4,7.5,A1,0.25
branching,pragmatic,Q4,7.5,A1,0.00
branching,pragmatic,Q4,7.5,A2,0.08
branching,pragmatic,Q4,7.5,A3,0.27
branching,pragmatic,Q4,7.5,A4,0.64
branching,explicit,Q4,7.5,A1,0.25
branching,explicit,Q4,7.5,A2,0.25
branching,explicit,Q4,7.5,A3,0.25
branching,explicit,Q4,7.5,A4,0.25
branching,literal,Q3,7.5,A4,0.25
branching,literal,Q3,7.5,A3,0.25
branching,literal,Q3,7.5,A2,0.25
branching,literal,Q3,7.5,A1,0.25
branching,pragmatic,Q3,7.5,A1,0.00
branching,pragmatic,Q3,7.5,A2,0.20
branching,pragmatic,Q3,7.5,A3,0.69
branching,pragmatic,Q3,7.5,A4,0.10
branching,explicit,Q3,7.5,A1,0.33
branching,explicit,Q3,7.5,A2,0.33
branching,explicit,Q3,7.5,A3,0.33
branching,explicit,Q3,7.5,A4,0.00
branching,literal,Q2,7.5,A4,0.25
branching,literal,Q2,7.5,A3,0.25
branching,literal,Q2,7.5,A2,0.25
branching,literal,Q2,7.5,A1,0.25
branching,pragmatic,Q2,7.5,A1,0.02
branching,pragmatic,Q2,7.5,A2,0.83
branching,pragmatic,Q2,7.5,A3,0.05
branching,pragmatic,Q2,7.5,A4,0.11
branching,explicit,Q2,7.5,A1,0.50
branching,explicit,Q2,7.5,A2,0.50
branching,explicit,Q2,7.5,A3,0.00
branching,explicit,Q2,7.5,A4,0.00
branching,literal,Q1,7.5,A4,0.25
branching,literal,Q1,7.5,A3,0.25
branching,literal,Q1,7.5,A2,0.25
branching,literal,Q1,7.5,A1,0.25
branching,pragmatic,Q1,7.5,A1,0.87
branching,pragmatic,Q1,7.5,A2,0.01
branching,pragmatic,Q1,7.5,A3,0.04
branching,pragmatic,Q1,7.5,A4,0.08
branching,explicit,Q1,7.5,A1,1.00
branching,explicit,Q1,7.5,A2,0.00
branching,explicit,Q1,7.5,A3,0.00
branching,explicit,Q1,7.5,A4,0.00
branching,literal,Q4,7.6,A4,0.25
branching,literal,Q4,7.6,A3,0.25
branching,literal,Q4,7.6,A2,0.25
branching,literal,Q4,7.6,A1,0.25
branching,pragmatic,Q4,7.6,A1,0.00
branching,pragmatic,Q4,7.6,A2,0.08
branching,pragmatic,Q4,7.6,A3,0.27
branching,pragmatic,Q4,7.6,A4,0.65
branching,explicit,Q4,7.6,A1,0.25
branching,explicit,Q4,7.6,A2,0.25
branching,explicit,Q4,7.6,A3,0.25
branching,explicit,Q4,7.6,A4,0.25
branching,literal,Q3,7.6,A4,0.25
branching,literal,Q3,7.6,A3,0.25
branching,literal,Q3,7.6,A2,0.25
branching,literal,Q3,7.6,A1,0.25
branching,pragmatic,Q3,7.6,A1,0.00
branching,pragmatic,Q3,7.6,A2,0.20
branching,pragmatic,Q3,7.6,A3,0.69
branching,pragmatic,Q3,7.6,A4,0.10
branching,explicit,Q3,7.6,A1,0.33
branching,explicit,Q3,7.6,A2,0.33
branching,explicit,Q3,7.6,A3,0.33
branching,explicit,Q3,7.6,A4,0.00
branching,literal,Q2,7.6,A4,0.25
branching,literal,Q2,7.6,A3,0.25
branching,literal,Q2,7.6,A2,0.25
branching,literal,Q2,7.6,A1,0.25
branching,pragmatic,Q2,7.6,A1,0.02
branching,pragmatic,Q2,7.6,A2,0.83
branching,pragmatic,Q2,7.6,A3,0.04
branching,pragmatic,Q2,7.6,A4,0.10
branching,explicit,Q2,7.6,A1,0.50
branching,explicit,Q2,7.6,A2,0.50
branching,explicit,Q2,7.6,A3,0.00
branching,explicit,Q2,7.6,A4,0.00
branching,literal,Q1,7.6,A4,0.25
branching,literal,Q1,7.6,A3,0.25
branching,literal,Q1,7.6,A2,0.25
branching,literal,Q1,7.6,A1,0.25
branching,pragmatic,Q1,7.6,A1,0.87
branching,pragmatic,Q1,7.6,A2,0.01
branching,pragmatic,Q1,7.6,A3,0.03
branching,pragmatic,Q1,7.6,A4,0.08
branching,explicit,Q1,7.6,A1,1.00
branching,explicit,Q1,7.6,A2,0.00
branching,explicit,Q1,7.6,A3,0.00
branching,explicit,Q1,7.6,A4,0.00
branching,literal,Q4,7.7,A4,0.25
branching,literal,Q4,7.7,A3,0.25
branching,literal,Q4,7.7,A2,0.25
branching,literal,Q4,7.7,A1,0.25
branching,pragmatic,Q4,7.7,A1,0.00
branching,pragmatic,Q4,7.7,A2,0.08
branching,pragmatic,Q4,7.7,A3,0.27
branching,pragmatic,Q4,7.7,A4,0.65
branching,explicit,Q4,7.7,A1,0.25
branching,explicit,Q4,7.7,A2,0.25
branching,explicit,Q4,7.7,A3,0.25
branching,explicit,Q4,7.7,A4,0.25
branching,literal,Q3,7.7,A4,0.25
branching,literal,Q3,7.7,A3,0.25
branching,literal,Q3,7.7,A2,0.25
branching,literal,Q3,7.7,A1,0.25
branching,pragmatic,Q3,7.7,A1,0.00
branching,pragmatic,Q3,7.7,A2,0.20
branching,pragmatic,Q3,7.7,A3,0.70
branching,pragmatic,Q3,7.7,A4,0.10
branching,explicit,Q3,7.7,A1,0.33
branching,explicit,Q3,7.7,A2,0.33
branching,explicit,Q3,7.7,A3,0.33
branching,explicit,Q3,7.7,A4,0.00
branching,literal,Q2,7.7,A4,0.25
branching,literal,Q2,7.7,A3,0.25
branching,literal,Q2,7.7,A2,0.25
branching,literal,Q2,7.7,A1,0.25
branching,pragmatic,Q2,7.7,A1,0.02
branching,pragmatic,Q2,7.7,A2,0.84
branching,pragmatic,Q2,7.7,A3,0.04
branching,pragmatic,Q2,7.7,A4,0.10
branching,explicit,Q2,7.7,A1,0.50
branching,explicit,Q2,7.7,A2,0.50
branching,explicit,Q2,7.7,A3,0.00
branching,explicit,Q2,7.7,A4,0.00
branching,literal,Q1,7.7,A4,0.25
branching,literal,Q1,7.7,A3,0.25
branching,literal,Q1,7.7,A2,0.25
branching,literal,Q1,7.7,A1,0.25
branching,pragmatic,Q1,7.7,A1,0.88
branching,pragmatic,Q1,7.7,A2,0.01
branching,pragmatic,Q1,7.7,A3,0.03
branching,pragmatic,Q1,7.7,A4,0.08
branching,explicit,Q1,7.7,A1,1.00
branching,explicit,Q1,7.7,A2,0.00
branching,explicit,Q1,7.7,A3,0.00
branching,explicit,Q1,7.7,A4,0.00
branching,literal,Q4,7.8,A4,0.25
branching,literal,Q4,7.8,A3,0.25
branching,literal,Q4,7.8,A2,0.25
branching,literal,Q4,7.8,A1,0.25
branching,pragmatic,Q4,7.8,A1,0.00
branching,pragmatic,Q4,7.8,A2,0.08
branching,pragmatic,Q4,7.8,A3,0.27
branching,pragmatic,Q4,7.8,A4,0.65
branching,explicit,Q4,7.8,A1,0.25
branching,explicit,Q4,7.8,A2,0.25
branching,explicit,Q4,7.8,A3,0.25
branching,explicit,Q4,7.8,A4,0.25
branching,literal,Q3,7.8,A4,0.25
branching,literal,Q3,7.8,A3,0.25
branching,literal,Q3,7.8,A2,0.25
branching,literal,Q3,7.8,A1,0.25
branching,pragmatic,Q3,7.8,A1,0.00
branching,pragmatic,Q3,7.8,A2,0.20
branching,pragmatic,Q3,7.8,A3,0.70
branching,pragmatic,Q3,7.8,A4,0.10
branching,explicit,Q3,7.8,A1,0.33
branching,explicit,Q3,7.8,A2,0.33
branching,explicit,Q3,7.8,A3,0.33
branching,explicit,Q3,7.8,A4,0.00
branching,literal,Q2,7.8,A4,0.25
branching,literal,Q2,7.8,A3,0.25
branching,literal,Q2,7.8,A2,0.25
branching,literal,Q2,7.8,A1,0.25
branching,pragmatic,Q2,7.8,A1,0.02
branching,pragmatic,Q2,7.8,A2,0.84
branching,pragmatic,Q2,7.8,A3,0.04
branching,pragmatic,Q2,7.8,A4,0.10
branching,explicit,Q2,7.8,A1,0.50
branching,explicit,Q2,7.8,A2,0.50
branching,explicit,Q2,7.8,A3,0.00
branching,explicit,Q2,7.8,A4,0.00
branching,literal,Q1,7.8,A4,0.25
branching,literal,Q1,7.8,A3,0.25
branching,literal,Q1,7.8,A2,0.25
branching,literal,Q1,7.8,A1,0.25
branching,pragmatic,Q1,7.8,A1,0.88
branching,pragmatic,Q1,7.8,A2,0.01
branching,pragmatic,Q1,7.8,A3,0.03
branching,pragmatic,Q1,7.8,A4,0.08
branching,explicit,Q1,7.8,A1,1.00
branching,explicit,Q1,7.8,A2,0.00
branching,explicit,Q1,7.8,A3,0.00
branching,explicit,Q1,7.8,A4,0.00
branching,literal,Q4,7.9,A4,0.25
branching,literal,Q4,7.9,A3,0.25
branching,literal,Q4,7.9,A2,0.25
branching,literal,Q4,7.9,A1,0.25
branching,pragmatic,Q4,7.9,A1,0.00
branching,pragmatic,Q4,7.9,A2,0.07
branching,pragmatic,Q4,7.9,A3,0.27
branching,pragmatic,Q4,7.9,A4,0.66
branching,explicit,Q4,7.9,A1,0.25
branching,explicit,Q4,7.9,A2,0.25
branching,explicit,Q4,7.9,A3,0.25
branching,explicit,Q4,7.9,A4,0.25
branching,literal,Q3,7.9,A4,0.25
branching,literal,Q3,7.9,A3,0.25
branching,literal,Q3,7.9,A2,0.25
branching,literal,Q3,7.9,A1,0.25
branching,pragmatic,Q3,7.9,A1,0.00
branching,pragmatic,Q3,7.9,A2,0.19
branching,pragmatic,Q3,7.9,A3,0.71
branching,pragmatic,Q3,7.9,A4,0.10
branching,explicit,Q3,7.9,A1,0.33
branching,explicit,Q3,7.9,A2,0.33
branching,explicit,Q3,7.9,A3,0.33
branching,explicit,Q3,7.9,A4,0.00
branching,literal,Q2,7.9,A4,0.25
branching,literal,Q2,7.9,A3,0.25
branching,literal,Q2,7.9,A2,0.25
branching,literal,Q2,7.9,A1,0.25
branching,pragmatic,Q2,7.9,A1,0.01
branching,pragmatic,Q2,7.9,A2,0.85
branching,pragmatic,Q2,7.9,A3,0.04
branching,pragmatic,Q2,7.9,A4,0.10
branching,explicit,Q2,7.9,A1,0.50
branching,explicit,Q2,7.9,A2,0.50
branching,explicit,Q2,7.9,A3,0.00
branching,explicit,Q2,7.9,A4,0.00
branching,literal,Q1,7.9,A4,0.25
branching,literal,Q1,7.9,A3,0.25
branching,literal,Q1,7.9,A2,0.25
branching,literal,Q1,7.9,A1,0.25
branching,pragmatic,Q1,7.9,A1,0.88
branching,pragmatic,Q1,7.9,A2,0.01
branching,pragmatic,Q1,7.9,A3,0.03
branching,pragmatic,Q1,7.9,A4,0.08
branching,explicit,Q1,7.9,A1,1.00
branching,explicit,Q1,7.9,A2,0.00
branching,explicit,Q1,7.9,A3,0.00
branching,explicit,Q1,7.9,A4,0.00
branching,literal,Q4,8.0,A4,0.25
branching,literal,Q4,8.0,A3,0.25
branching,literal,Q4,8.0,A2,0.25
branching,literal,Q4,8.0,A1,0.25
branching,pragmatic,Q4,8.0,A1,0.00
branching,pragmatic,Q4,8.0,A2,0.07
branching,pragmatic,Q4,8.0,A3,0.27
branching,pragmatic,Q4,8.0,A4,0.66
branching,explicit,Q4,8.0,A1,0.25
branching,explicit,Q4,8.0,A2,0.25
branching,explicit,Q4,8.0,A3,0.25
branching,explicit,Q4,8.0,A4,0.25
branching,literal,Q3,8.0,A4,0.25
branching,literal,Q3,8.0,A3,0.25
branching,literal,Q3,8.0,A2,0.25
branching,literal,Q3,8.0,A1,0.25
branching,pragmatic,Q3,8.0,A1,0.00
branching,pragmatic,Q3,8.0,A2,0.19
branching,pragmatic,Q3,8.0,A3,0.71
branching,pragmatic,Q3,8.0,A4,0.09
branching,explicit,Q3,8.0,A1,0.33
branching,explicit,Q3,8.0,A2,0.33
branching,explicit,Q3,8.0,A3,0.33
branching,explicit,Q3,8.0,A4,0.00
branching,literal,Q2,8.0,A4,0.25
branching,literal,Q2,8.0,A3,0.25
branching,literal,Q2,8.0,A2,0.25
branching,literal,Q2,8.0,A1,0.25
branching,pragmatic,Q2,8.0,A1,0.01
branching,pragmatic,Q2,8.0,A2,0.85
branching,pragmatic,Q2,8.0,A3,0.04
branching,pragmatic,Q2,8.0,A4,0.10
branching,explicit,Q2,8.0,A1,0.50
branching,explicit,Q2,8.0,A2,0.50
branching,explicit,Q2,8.0,A3,0.00
branching,explicit,Q2,8.0,A4,0.00
branching,literal,Q1,8.0,A4,0.25
branching,literal,Q1,8.0,A3,0.25
branching,literal,Q1,8.0,A2,0.25
branching,literal,Q1,8.0,A1,0.25
branching,pragmatic,Q1,8.0,A1,0.89
branching,pragmatic,Q1,8.0,A2,0.01
branching,pragmatic,Q1,8.0,A3,0.03
branching,pragmatic,Q1,8.0,A4,0.08
branching,explicit,Q1,8.0,A1,1.00
branching,explicit,Q1,8.0,A2,0.00
branching,explicit,Q1,8.0,A3,0.00
branching,explicit,Q1,8.0,A4,0.00
branching,literal,Q4,8.1,A4,0.25
branching,literal,Q4,8.1,A3,0.25
branching,literal,Q4,8.1,A2,0.25
branching,literal,Q4,8.1,A1,0.25
branching,pragmatic,Q4,8.1,A1,0.00
branching,pragmatic,Q4,8.1,A2,0.07
branching,pragmatic,Q4,8.1,A3,0.27
branching,pragmatic,Q4,8.1,A4,0.66
branching,explicit,Q4,8.1,A1,0.25
branching,explicit,Q4,8.1,A2,0.25
branching,explicit,Q4,8.1,A3,0.25
branching,explicit,Q4,8.1,A4,0.25
branching,literal,Q3,8.1,A4,0.25
branching,literal,Q3,8.1,A3,0.25
branching,literal,Q3,8.1,A2,0.25
branching,literal,Q3,8.1,A1,0.25
branching,pragmatic,Q3,8.1,A1,0.00
branching,pragmatic,Q3,8.1,A2,0.19
branching,pragmatic,Q3,8.1,A3,0.71
branching,pragmatic,Q3,8.1,A4,0.09
branching,explicit,Q3,8.1,A1,0.33
branching,explicit,Q3,8.1,A2,0.33
branching,explicit,Q3,8.1,A3,0.33
branching,explicit,Q3,8.1,A4,0.00
branching,literal,Q2,8.1,A4,0.25
branching,literal,Q2,8.1,A3,0.25
branching,literal,Q2,8.1,A2,0.25
branching,literal,Q2,8.1,A1,0.25
branching,pragmatic,Q2,8.1,A1,0.01
branching,pragmatic,Q2,8.1,A2,0.85
branching,pragmatic,Q2,8.1,A3,0.04
branching,pragmatic,Q2,8.1,A4,0.09
branching,explicit,Q2,8.1,A1,0.50
branching,explicit,Q2,8.1,A2,0.50
branching,explicit,Q2,8.1,A3,0.00
branching,explicit,Q2,8.1,A4,0.00
branching,literal,Q1,8.1,A4,0.25
branching,literal,Q1,8.1,A3,0.25
branching,literal,Q1,8.1,A2,0.25
branching,literal,Q1,8.1,A1,0.25
branching,pragmatic,Q1,8.1,A1,0.89
branching,pragmatic,Q1,8.1,A2,0.01
branching,pragmatic,Q1,8.1,A3,0.03
branching,pragmatic,Q1,8.1,A4,0.07
branching,explicit,Q1,8.1,A1,1.00
branching,explicit,Q1,8.1,A2,0.00
branching,explicit,Q1,8.1,A3,0.00
branching,explicit,Q1,8.1,A4,0.00
branching,literal,Q4,8.2,A4,0.25
branching,literal,Q4,8.2,A3,0.25
branching,literal,Q4,8.2,A2,0.25
branching,literal,Q4,8.2,A1,0.25
branching,pragmatic,Q4,8.2,A1,0.00
branching,pragmatic,Q4,8.2,A2,0.07
branching,pragmatic,Q4,8.2,A3,0.26
branching,pragmatic,Q4,8.2,A4,0.67
branching,explicit,Q4,8.2,A1,0.25
branching,explicit,Q4,8.2,A2,0.25
branching,explicit,Q4,8.2,A3,0.25
branching,explicit,Q4,8.2,A4,0.25
branching,literal,Q3,8.2,A4,0.25
branching,literal,Q3,8.2,A3,0.25
branching,literal,Q3,8.2,A2,0.25
branching,literal,Q3,8.2,A1,0.25
branching,pragmatic,Q3,8.2,A1,0.00
branching,pragmatic,Q3,8.2,A2,0.19
branching,pragmatic,Q3,8.2,A3,0.72
branching,pragmatic,Q3,8.2,A4,0.09
branching,explicit,Q3,8.2,A1,0.33
branching,explicit,Q3,8.2,A2,0.33
branching,explicit,Q3,8.2,A3,0.33
branching,explicit,Q3,8.2,A4,0.00
branching,literal,Q2,8.2,A4,0.25
branching,literal,Q2,8.2,A3,0.25
branching,literal,Q2,8.2,A2,0.25
branching,literal,Q2,8.2,A1,0.25
branching,pragmatic,Q2,8.2,A1,0.01
branching,pragmatic,Q2,8.2,A2,0.86
branching,pragmatic,Q2,8.2,A3,0.04
branching,pragmatic,Q2,8.2,A4,0.09
branching,explicit,Q2,8.2,A1,0.50
branching,explicit,Q2,8.2,A2,0.50
branching,explicit,Q2,8.2,A3,0.00
branching,explicit,Q2,8.2,A4,0.00
branching,literal,Q1,8.2,A4,0.25
branching,literal,Q1,8.2,A3,0.25
branching,literal,Q1,8.2,A2,0.25
branching,literal,Q1,8.2,A1,0.25
branching,pragmatic,Q1,8.2,A1,0.89
branching,pragmatic,Q1,8.2,A2,0.01
branching,pragmatic,Q1,8.2,A3,0.03
branching,pragmatic,Q1,8.2,A4,0.07
branching,explicit,Q1,8.2,A1,1.00
branching,explicit,Q1,8.2,A2,0.00
branching,explicit,Q1,8.2,A3,0.00
branching,explicit,Q1,8.2,A4,0.00
branching,literal,Q4,8.3,A4,0.25
branching,literal,Q4,8.3,A3,0.25
branching,literal,Q4,8.3,A2,0.25
branching,literal,Q4,8.3,A1,0.25
branching,pragmatic,Q4,8.3,A1,0.00
branching,pragmatic,Q4,8.3,A2,0.07
branching,pragmatic,Q4,8.3,A3,0.26
branching,pragmatic,Q4,8.3,A4,0.67
branching,explicit,Q4,8.3,A1,0.25
branching,explicit,Q4,8.3,A2,0.25
branching,explicit,Q4,8.3,A3,0.25
branching,explicit,Q4,8.3,A4,0.25
branching,literal,Q3,8.3,A4,0.25
branching,literal,Q3,8.3,A3,0.25
branching,literal,Q3,8.3,A2,0.25
branching,literal,Q3,8.3,A1,0.25
branching,pragmatic,Q3,8.3,A1,0.00
branching,pragmatic,Q3,8.3,A2,0.19
branching,pragmatic,Q3,8.3,A3,0.72
branching,pragmatic,Q3,8.3,A4,0.09
branching,explicit,Q3,8.3,A1,0.33
branching,explicit,Q3,8.3,A2,0.33
branching,explicit,Q3,8.3,A3,0.33
branching,explicit,Q3,8.3,A4,0.00
branching,literal,Q2,8.3,A4,0.25
branching,literal,Q2,8.3,A3,0.25
branching,literal,Q2,8.3,A2,0.25
branching,literal,Q2,8.3,A1,0.25
branching,pragmatic,Q2,8.3,A1,0.01
branching,pragmatic,Q2,8.3,A2,0.86
branching,pragmatic,Q2,8.3,A3,0.04
branching,pragmatic,Q2,8.3,A4,0.09
branching,explicit,Q2,8.3,A1,0.50
branching,explicit,Q2,8.3,A2,0.50
branching,explicit,Q2,8.3,A3,0.00
branching,explicit,Q2,8.3,A4,0.00
branching,literal,Q1,8.3,A4,0.25
branching,literal,Q1,8.3,A3,0.25
branching,literal,Q1,8.3,A2,0.25
branching,literal,Q1,8.3,A1,0.25
branching,pragmatic,Q1,8.3,A1,0.89
branching,pragmatic,Q1,8.3,A2,0.01
branching,pragmatic,Q1,8.3,A3,0.03
branching,pragmatic,Q1,8.3,A4,0.07
branching,explicit,Q1,8.3,A1,1.00
branching,explicit,Q1,8.3,A2,0.00
branching,explicit,Q1,8.3,A3,0.00
branching,explicit,Q1,8.3,A4,0.00
branching,literal,Q4,8.4,A4,0.25
branching,literal,Q4,8.4,A3,0.25
branching,literal,Q4,8.4,A2,0.25
branching,literal,Q4,8.4,A1,0.25
branching,pragmatic,Q4,8.4,A1,0.00
branching,pragmatic,Q4,8.4,A2,0.07
branching,pragmatic,Q4,8.4,A3,0.26
branching,pragmatic,Q4,8.4,A4,0.67
branching,explicit,Q4,8.4,A1,0.25
branching,explicit,Q4,8.4,A2,0.25
branching,explicit,Q4,8.4,A3,0.25
branching,explicit,Q4,8.4,A4,0.25
branching,literal,Q3,8.4,A4,0.25
branching,literal,Q3,8.4,A3,0.25
branching,literal,Q3,8.4,A2,0.25
branching,literal,Q3,8.4,A1,0.25
branching,pragmatic,Q3,8.4,A1,0.00
branching,pragmatic,Q3,8.4,A2,0.18
branching,pragmatic,Q3,8.4,A3,0.73
branching,pragmatic,Q3,8.4,A4,0.09
branching,explicit,Q3,8.4,A1,0.33
branching,explicit,Q3,8.4,A2,0.33
branching,explicit,Q3,8.4,A3,0.33
branching,explicit,Q3,8.4,A4,0.00
branching,literal,Q2,8.4,A4,0.25
branching,literal,Q2,8.4,A3,0.25
branching,literal,Q2,8.4,A2,0.25
branching,literal,Q2,8.4,A1,0.25
branching,pragmatic,Q2,8.4,A1,0.01
branching,pragmatic,Q2,8.4,A2,0.87
branching,pragmatic,Q2,8.4,A3,0.03
branching,pragmatic,Q2,8.4,A4,0.09
branching,explicit,Q2,8.4,A1,0.50
branching,explicit,Q2,8.4,A2,0.50
branching,explicit,Q2,8.4,A3,0.00
branching,explicit,Q2,8.4,A4,0.00
branching,literal,Q1,8.4,A4,0.25
branching,literal,Q1,8.4,A3,0.25
branching,literal,Q1,8.4,A2,0.25
branching,literal,Q1,8.4,A1,0.25
branching,pragmatic,Q1,8.4,A1,0.90
branching,pragmatic,Q1,8.4,A2,0.01
branching,pragmatic,Q1,8.4,A3,0.03
branching,pragmatic,Q1,8.4,A4,0.07
branching,explicit,Q1,8.4,A1,1.00
branching,explicit,Q1,8.4,A2,0.00
branching,explicit,Q1,8.4,A3,0.00
branching,explicit,Q1,8.4,A4,0.00
branching,literal,Q4,8.5,A4,0.25
branching,literal,Q4,8.5,A3,0.25
branching,literal,Q4,8.5,A2,0.25
branching,literal,Q4,8.5,A1,0.25
branching,pragmatic,Q4,8.5,A1,0.00
branching,pragmatic,Q4,8.5,A2,0.06
branching,pragmatic,Q4,8.5,A3,0.26
branching,pragmatic,Q4,8.5,A4,0.68
branching,explicit,Q4,8.5,A1,0.25
branching,explicit,Q4,8.5,A2,0.25
branching,explicit,Q4,8.5,A3,0.25
branching,explicit,Q4,8.5,A4,0.25
