iterationName,gameid,time,trialNum,trialType,targetGoalSet,distractorGoalSet,firstRole,cardAskedAbout,sender,timeFromRoundStart
full_sample,7166-dfa6d44b-5024-4883-b3a4-4c851a2d039d,1.546217934871e+12,5,overlap,"[""JC"",""2C""]","[""5D"",""2C""]",,,,2949
full_sample,5141-4b3b6f3c-1d68-4011-80c5-cdd0f9ed87cb,1.546217947982e+12,5,baseline,"[""8D"",""JD""]","[""6C"",""JS""]",,,,6004
full_sample,8949-bc9824e1-4505-4ca5-abda-5b581ae45a31,1.546217972842e+12,2,baseline,"[""JH"",""4C""]","[""3H"",""JC""]",,,,6514
full_sample,7166-dfa6d44b-5024-4883-b3a4-4c851a2d039d,1.546217978835e+12,5,overlap,"[""JC"",""2C""]","[""5D"",""2C""]",,,,12762
full_sample,8949-bc9824e1-4505-4ca5-abda-5b581ae45a31,1.546218020105e+12,3,baseline,"[""9C"",""4D""]","[""5S"",""8D""]",,,,15886
full_sample,8949-bc9824e1-4505-4ca5-abda-5b581ae45a31,1.54621805213e+12,4,catch,"[""8H""]","[""3C""]",,,,8870
full_sample,8949-bc9824e1-4505-4ca5-abda-5b581ae45a31,1.54621811873e+12,5,overlap,"[""JC"",""2H""]","[""4C"",""2H""]",,,,21837
full_sample,9744-2afe8524-cb4a-4ee4-be71-1b1e550b727b,1.546218448148e+12,0,overlap,"[""JC"",""5H""]","[""7C"",""5H""]",,,,4917
full_sample,9744-2afe8524-cb4a-4ee4-be71-1b1e550b727b,1.546218474334e+12,0,overlap,"[""JC"",""5H""]","[""7C"",""5H""]",,,,3708
full_sample,9744-2afe8524-cb4a-4ee4-be71-1b1e550b727b,1.546218493258e+12,1,overlap,"[""3D"",""5C""]","[""8S"",""5C""]",,,,4267
full_sample,9744-2afe8524-cb4a-4ee4-be71-1b1e550b727b,1.546218527755e+12,1,overlap,"[""3D"",""5C""]","[""8S"",""5C""]",,,,4610
full_sample,2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e,1.546220639876e+12,0,overlap,"[""10H"",""5S""]","[""7H"",""5S""]",,,,5547
full_sample,2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e,1.546220691634e+12,0,overlap,"[""10H"",""5S""]","[""7H"",""5S""]",,,,5126
full_sample,2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e,1.54622071041e+12,1,catch,"[""9D""]","[""10S""]",,,,2032
full_sample,6484-7dcef059-2565-48cd-b22d-17f2a03e942e,1.546220723997e+12,0,catch,"[""2C""]","[""AS""]",,,,7426
full_sample,2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e,1.54622072745e+12,2,catch,"[""8C""]","[""JC""]",,,,5054
full_sample,2517-3580ccc9-155a-4544-863b-6e9c934de820,1.546220736754e+12,0,catch,"[""5S""]","[""4D""]",,,,19168
full_sample,2035-844d20ce-001f-490f-8a39-b40f745265e7,1.5462207376e+12,0,catch,"[""10C""]","[""8S""]",,,,5481
full_sample,6484-7dcef059-2565-48cd-b22d-17f2a03e942e,1.546220743827e+12,1,overlap,"[""2S"",""AD""]","[""KS"",""AD""]",,,,5839
full_sample,2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e,1.546220744783e+12,3,overlap,"[""QH"",""6S""]","[""10D"",""6S""]",,,,1849
full_sample,2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e,1.546220754812e+12,3,overlap,"[""QH"",""6S""]","[""10D"",""6S""]",,,,2003
full_sample,2035-844d20ce-001f-490f-8a39-b40f745265e7,1.54622075943e+12,1,catch,"[""AC""]","[""7D""]",,,,4732
full_sample,6484-7dcef059-2565-48cd-b22d-17f2a03e942e,1.546220764375e+12,1,overlap,"[""2S"",""AD""]","[""KS"",""AD""]",,,,5654
full_sample,2696-613404f0-4409-43e0-bf31-3655eb4c1a40,1.546220768708e+12,0,baseline,"[""5S"",""AC""]","[""4D"",""JC""]",,,,8281
full_sample,2517-3580ccc9-155a-4544-863b-6e9c934de820,1.546220770952e+12,1,baseline,"[""3S"",""6H""]","[""6S"",""AH""]",,,,16017
full_sample,2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e,1.546220773306e+12,4,baseline,"[""6C"",""AH""]","[""5D"",""8S""]",,,,4757
full_sample,2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e,1.546220790418e+12,5,baseline,"[""JS"",""5H""]","[""2D"",""5S""]",,,,3657
full_sample,6484-7dcef059-2565-48cd-b22d-17f2a03e942e,1.546220792112e+12,1,overlap,"[""2S"",""AD""]","[""KS"",""AD""]",,,,7146
full_sample,2035-844d20ce-001f-490f-8a39-b40f745265e7,1.546220794504e+12,2,baseline,"[""5H"",""2C""]","[""6H"",""QH""]",,,,12788
full_sample,9519-1487205d-b2e3-4d23-9784-0fb7c1ad347f,1.546220800381e+12,0,baseline,"[""3C"",""10C""]","[""2D"",""6D""]",,,,6096
full_sample,6484-7dcef059-2565-48cd-b22d-17f2a03e942e,1.546220805529e+12,1,overlap,"[""2S"",""AD""]","[""KS"",""AD""]",,,,2353
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220805961e+12,0,catch,"[""KS""]","[""7C""]",,,,5208
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220810947e+12,0,overlap,"[""JH"",""9H""]","[""JC"",""9H""]",,,,5558
full_sample,2517-3580ccc9-155a-4544-863b-6e9c934de820,1.546220818686e+12,2,baseline,"[""4S"",""JH""]","[""9D"",""10S""]",,,,13931
full_sample,2035-844d20ce-001f-490f-8a39-b40f745265e7,1.546220826106e+12,3,overlap,"[""5H"",""2C""]","[""QD"",""2C""]",,,,6270
full_sample,9519-1487205d-b2e3-4d23-9784-0fb7c1ad347f,1.546220828929e+12,0,baseline,"[""3C"",""10C""]","[""2D"",""6D""]",,,,4233
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220834975e+12,1,baseline,"[""QD"",""2H""]","[""8C"",""QC""]",,,,4468
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220835267e+12,1,baseline,"[""5S"",""QC""]","[""8C"",""AS""]",,,,7094
full_sample,5574-766e19e3-50be-43bc-ae94-5ca8ce11c4d8,1.546220838834e+12,0,baseline,"[""8D"",""QS""]","[""4C"",""4H""]",,,,5964
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.54622083925e+12,0,overlap,"[""3D"",""KD""]","[""AH"",""KD""]",,,,4707
full_sample,2517-3580ccc9-155a-4544-863b-6e9c934de820,1.546220846851e+12,3,overlap,"[""7D"",""8C""]","[""3D"",""8C""]",,,,11594
full_sample,2035-844d20ce-001f-490f-8a39-b40f745265e7,1.546220849808e+12,4,overlap,"[""4H"",""7H""]","[""QH"",""7H""]",,,,3864
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220852075e+12,1,baseline,"[""QD"",""2H""]","[""8C"",""QC""]",,,,4586
full_sample,2696-613404f0-4409-43e0-bf31-3655eb4c1a40,1.546220854763e+12,0,baseline,"[""5S"",""AC""]","[""4D"",""JC""]",,,,6168
full_sample,9519-1487205d-b2e3-4d23-9784-0fb7c1ad347f,1.546220859497e+12,1,baseline,"[""2H"",""KS""]","[""9C"",""10C""]",,,,10879
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220866233e+12,2,catch,"[""AC""]","[""6D""]",,,,3848
full_sample,5574-766e19e3-50be-43bc-ae94-5ca8ce11c4d8,1.546220868693e+12,0,baseline,"[""8D"",""QS""]","[""4C"",""4H""]",,,,6203
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220869976e+12,1,baseline,"[""5S"",""QC""]","[""8C"",""AS""]",,,,7342
full_sample,2035-844d20ce-001f-490f-8a39-b40f745265e7,1.546220870108e+12,5,baseline,"[""KC"",""6D""]","[""5D"",""KD""]",,,,3997
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220871805e+12,0,overlap,"[""3C"",""9D""]","[""7H"",""9D""]",,,,5080
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220880638e+12,3,catch,"[""10C""]","[""JC""]",,,,3615
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546220883113e+12,0,overlap,"[""3D"",""KD""]","[""AH"",""KD""]",,,,12484
full_sample,2517-3580ccc9-155a-4544-863b-6e9c934de820,1.546220887046e+12,4,overlap,"[""4D"",""KC""]","[""3S"",""KC""]",,,,19385
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220890253e+12,0,overlap,"[""3C"",""9D""]","[""7H"",""9D""]",,,,4021
full_sample,5574-766e19e3-50be-43bc-ae94-5ca8ce11c4d8,1.546220896454e+12,1,overlap,"[""QC"",""3C""]","[""8S"",""3C""]",,,,6295
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220897728e+12,4,baseline,"[""6S"",""5D""]","[""AH"",""6C""]",,,,4890
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220905365e+12,2,baseline,"[""10C"",""7D""]","[""AD"",""JD""]",,,,4142
full_sample,2517-3580ccc9-155a-4544-863b-6e9c934de820,1.546220906572e+12,5,catch,"[""9H""]","[""7D""]",,,,4002
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220914365e+12,5,overlap,"[""8H"",""QH""]","[""4C"",""QH""]",,,,5519
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.54622091498e+12,0,catch,"[""10H""]","[""8D""]",,,,13144
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220920234e+12,1,baseline,"[""9C"",""2C""]","[""2H"",""10C""]",,,,5650
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546220926556e+12,0,overlap,"[""6D"",""5S""]","[""JH"",""5S""]",,,,20015
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546220929763e+12,1,catch,"[""7H""]","[""8S""]",,,,13755
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220930288e+12,2,baseline,"[""10C"",""7D""]","[""AD"",""JD""]",,,,6930
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.54622093889e+12,1,baseline,"[""9C"",""2C""]","[""2H"",""10C""]",,,,2886
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546220941538e+12,0,overlap,"[""4D"",""3D""]","[""9C"",""3D""]",,,,3093
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546220951686e+12,2,catch,"[""9S""]","[""10S""]",,,,3768
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220953367e+12,3,overlap,"[""6S"",""9S""]","[""QH"",""9S""]",,,,6776
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546220953859e+12,0,catch,"[""KD""]","[""2H""]",,,,9436
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546220954145e+12,0,overlap,"[""6D"",""5S""]","[""JH"",""5S""]",,,,13660
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546220954985e+12,0,overlap,"[""JH"",""QD""]","[""8H"",""QD""]",,,,7996
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220957786e+12,2,catch,"[""10S""]","[""KH""]",,,,5538
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546220969093e+12,0,overlap,"[""4D"",""3D""]","[""9C"",""3D""]",,,,6565
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546220978001e+12,1,baseline,"[""QH"",""2C""]","[""9H"",""5D""]",,,,33170
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220981556e+12,3,catch,"[""JC""]","[""9H""]",,,,1825
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.54622098181e+12,1,baseline,"[""AS"",""3C""]","[""10H"",""KS""]",,,,11639
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220982743e+12,3,overlap,"[""6S"",""9S""]","[""QH"",""9S""]",,,,4352
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.54622098523e+12,1,catch,"[""AC""]","[""7C""]",,,,6597
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546220987847e+12,0,overlap,"[""JH"",""QD""]","[""8H"",""QD""]",,,,7782
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546220991692e+12,0,overlap,"[""4D"",""9D""]","[""8H"",""9D""]",,,,4947
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546220992877e+12,3,baseline,"[""10H"",""5D""]","[""KD"",""6S""]",,,,10141
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220998228e+12,3,catch,"[""JC""]","[""9H""]",,,,1882
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546221000294e+12,3,overlap,"[""6S"",""9S""]","[""QH"",""9S""]",,,,5255
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546221012749e+12,1,overlap,"[""KH"",""4S""]","[""QD"",""4S""]",,,,14372
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546221013147e+12,1,overlap,"[""7D"",""10H""]","[""7S"",""10H""]",,,,5348
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221013199e+12,1,baseline,"[""AS"",""3C""]","[""10H"",""KS""]",,,,11191
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221013647e+12,0,baseline,"[""JC"",""QH""]","[""4S"",""4H""]",,,,5278
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221014572e+12,0,overlap,"[""4D"",""9D""]","[""8H"",""9D""]",,,,5421
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221016578e+12,3,baseline,"[""10H"",""5D""]","[""KD"",""6S""]",,,,10248
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221017921e+12,2,baseline,"[""8D"",""3C""]","[""6S"",""4S""]",,,,7949
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546221021908e+12,4,baseline,"[""6C"",""9H""]","[""3D"",""5C""]",,,,5064
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546221023067e+12,4,overlap,"[""6D"",""9D""]","[""5C"",""9D""]",,,,5288
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.546221036965e+12,0,catch,"[""5D""]","[""3D""]",,,,2493
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221039085e+12,3,baseline,"[""10H"",""5D""]","[""KD"",""6S""]",,,,6574
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221039598e+12,1,baseline,"[""9H"",""8C""]","[""JH"",""KH""]",,,,4697
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546221041041e+12,4,overlap,"[""6D"",""9D""]","[""5C"",""9D""]",,,,3755
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.54622104233e+12,4,baseline,"[""6C"",""9H""]","[""3D"",""5C""]",,,,4239
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221042408e+12,1,baseline,"[""AS"",""3C""]","[""10H"",""KS""]",,,,7360
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546221043239e+12,2,baseline,"[""6H"",""AD""]","[""QH"",""4C""]",,,,33625
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221051619e+12,2,baseline,"[""8D"",""3C""]","[""6S"",""4S""]",,,,5837
full_sample,2885-fbc1e68e-d95d-499f-813b-c09e31e77a65,1.546221053468e+12,0,overlap,"[""2H"",""6S""]","[""JD"",""6S""]",,,,9182
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546221055187e+12,5,catch,"[""QH""]","[""8H""]",,,,3585
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221057292e+12,3,baseline,"[""10H"",""5D""]","[""KD"",""6S""]",,,,7935
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546221060395e+12,1,overlap,"[""7D"",""10H""]","[""7S"",""10H""]",,,,3504
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.546221065711e+12,1,overlap,"[""9D"",""3D""]","[""4C"",""3D""]",,,,4709
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.54622107151e+12,5,overlap,"[""AH"",""AC""]","[""10S"",""AC""]",,,,11633
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221071693e+12,1,baseline,"[""9H"",""8C""]","[""JH"",""KH""]",,,,8209
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546221072669e+12,2,baseline,"[""KS"",""QS""]","[""KC"",""AH""]",,,,4758
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221075215e+12,0,baseline,"[""JC"",""QH""]","[""4S"",""4H""]",,,,3203
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221077261e+12,2,baseline,"[""8D"",""3C""]","[""6S"",""4S""]",,,,8432
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221078303e+12,4,baseline,"[""3D"",""2H""]","[""JS"",""6H""]",,,,10482
full_sample,2885-fbc1e68e-d95d-499f-813b-c09e31e77a65,1.546221088405e+12,0,overlap,"[""2H"",""6S""]","[""JD"",""6S""]",,,,3539
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221088624e+12,1,baseline,"[""AS"",""3C""]","[""10H"",""KS""]",,,,34376
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221090726e+12,2,baseline,"[""JS"",""JC""]","[""AD"",""6S""]",,,,5713
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.546221092385e+12,2,baseline,"[""JH"",""3H""]","[""AH"",""5C""]",,,,2226
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546221092468e+12,2,baseline,"[""6H"",""AD""]","[""QH"",""4C""]",,,,11009
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546221092816e+12,5,overlap,"[""AH"",""AC""]","[""10S"",""AC""]",,,,2445
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546221094209e+12,2,baseline,"[""KS"",""QS""]","[""KC"",""AH""]",,,,3868
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221096294e+12,1,baseline,"[""JC"",""7H""]","[""QC"",""10S""]",,,,3564
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221098317e+12,2,baseline,"[""8D"",""3C""]","[""6S"",""4S""]",,,,4395
full_sample,5092-e5856c11-15f4-48ce-843c-fabc46e2e186,1.546221109594e+12,0,baseline,"[""7C"",""QH""]","[""4S"",""10D""]",,,,4715
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546221109716e+12,2,catch,"[""9S""]","[""JC""]",,,,7075
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.546221111163e+12,3,catch,"[""JS""]","[""7H""]",,,,5056
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.54622111161e+12,2,baseline,"[""KS"",""QS""]","[""KC"",""AH""]",,,,3692
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.546221112091e+12,0,baseline,"[""JS"",""2H""]","[""6H"",""9S""]",,,,8132
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221112518e+12,4,baseline,"[""3D"",""2H""]","[""JS"",""6H""]",,,,7108
full_sample,2885-fbc1e68e-d95d-499f-813b-c09e31e77a65,1.546221115592e+12,1,baseline,"[""2D"",""KH""]","[""AH"",""AS""]",,,,4133
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221117008e+12,3,overlap,"[""4D"",""8C""]","[""9C"",""8C""]",,,,5334
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221118787e+12,1,baseline,"[""JC"",""7H""]","[""QC"",""10S""]",,,,10763
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.54622112249e+12,2,catch,"[""10H""]","[""JS""]",,,,9380
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221124029e+12,3,baseline,"[""KD"",""2C""]","[""10H"",""7D""]",,,,5387
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.546221128995e+12,4,overlap,"[""7H"",""8C""]","[""7D"",""8C""]",,,,2461
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.54622113063e+12,1,baseline,"[""AS"",""3H""]","[""7S"",""5D""]",,,,3561
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546221131672e+12,3,catch,"[""5S""]","[""2S""]",,,,5062
full_sample,5092-e5856c11-15f4-48ce-843c-fabc46e2e186,1.546221138542e+12,0,baseline,"[""7C"",""QH""]","[""4S"",""10D""]",,,,5318
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221138902e+12,3,overlap,"[""4D"",""8C""]","[""9C"",""8C""]",,,,4297
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546221140493e+12,3,baseline,"[""QD"",""10H""]","[""6H"",""AH""]",,,,4827
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221146418e+12,3,overlap,"[""QS"",""6S""]","[""9H"",""6S""]",,,,4608
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221146803e+12,5,overlap,"[""AD"",""4C""]","[""7C"",""4C""]",,,,12610
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.546221147741e+12,5,baseline,"[""QC"",""AH""]","[""QS"",""KC""]",,,,3974
full_sample,2885-fbc1e68e-d95d-499f-813b-c09e31e77a65,1.546221147808e+12,2,baseline,"[""KS"",""3H""]","[""AC"",""8S""]",,,,5099
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221149238e+12,3,baseline,"[""KD"",""2C""]","[""10H"",""7D""]",,,,2556
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546221150375e+12,4,catch,"[""8C""]","[""6H""]",,,,3244
full_sample,6407-0246614d-6c47-496c-b4c5-0c7845a7fb09,1.546221150486e+12,0,baseline,"[""2S"",""3C""]","[""JS"",""QS""]",,,,1877
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221154659e+12,2,overlap,"[""10S"",""KD""]","[""3C"",""KD""]",,,,11318
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.546221160174e+12,1,baseline,"[""AS"",""3H""]","[""7S"",""5D""]",,,,3421
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221161732e+12,4,catch,"[""3C""]","[""JH""]",,,,6444
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221162583e+12,3,overlap,"[""QS"",""6S""]","[""9H"",""6S""]",,,,4335
full_sample,5092-e5856c11-15f4-48ce-843c-fabc46e2e186,1.546221168654e+12,1,catch,"[""KS""]","[""6S""]",,,,7917
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546221170979e+12,4,baseline,"[""8C"",""10H""]","[""JD"",""6C""]",,,,9739
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546221173354e+12,5,baseline,"[""JC"",""3C""]","[""2D"",""6S""]",,,,7385
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221176872e+12,4,overlap,"[""2S"",""QH""]","[""9H"",""QH""]",,,,6120
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221178181e+12,5,catch,"[""5H""]","[""KS""]",,,,4304
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546221180424e+12,2,baseline,"[""6H"",""AD""]","[""QH"",""4C""]",,,,10008
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.54622118629e+12,4,baseline,"[""10S"",""5S""]","[""9H"",""2C""]",,,,6949
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221190098e+12,5,overlap,"[""AD"",""4C""]","[""7C"",""4C""]",,,,17465
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.54622119047e+12,5,catch,"[""4S""]","[""QD""]",,,,3034
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546221191003e+12,5,baseline,"[""JC"",""3C""]","[""2D"",""6S""]",,,,4334
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221192884e+12,2,overlap,"[""10S"",""KD""]","[""3C"",""KD""]",,,,4816
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.546221195399e+12,1,baseline,"[""AS"",""3H""]","[""7S"",""5D""]",,,,2356
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221199871e+12,4,overlap,"[""2S"",""QH""]","[""9H"",""QH""]",,,,5014
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221205664e+12,4,baseline,"[""10S"",""5S""]","[""9H"",""2C""]",,,,9919
full_sample,5092-e5856c11-15f4-48ce-843c-fabc46e2e186,1.546221206042e+12,2,overlap,"[""2D"",""AD""]","[""3C"",""AD""]",,,,20678
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546221208141e+12,2,baseline,"[""6H"",""AD""]","[""QH"",""4C""]",,,,12898
full_sample,4008-3f05f5c0-7b86-405f-a5b4-1457df0f5451,1.54622121014e+12,0,catch,"[""JC""]","[""9S""]",,,,21871
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221211017e+12,3,overlap,"[""2C"",""AC""]","[""9D"",""AC""]",,,,4147
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.546221216223e+12,2,catch,"[""JH""]","[""8D""]",,,,6068
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221219608e+12,5,overlap,"[""5H"",""JH""]","[""KC"",""JH""]",,,,2811
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221220289e+12,5,catch,"[""6D""]","[""6C""]",,,,3399
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221232906e+12,5,overlap,"[""5H"",""JH""]","[""KC"",""JH""]",,,,2941
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.54622123321e+12,3,catch,"[""3D""]","[""4D""]",,,,4807
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546221241049e+12,2,baseline,"[""6H"",""AD""]","[""QH"",""4C""]",,,,9921
full_sample,4008-3f05f5c0-7b86-405f-a5b4-1457df0f5451,1.546221243124e+12,0,catch,"[""JC""]","[""9S""]",,,,3324
full_sample,7029-500a3daa-6624-4f52-b7cc-456e61df8ab5,1.54622124553e+12,0,catch,"[""2C""]","[""QS""]",,,,3812
full_sample,7586-e6c4d451-7199-4207-bbad-58d2dce6f39c,1.546221245627e+12,0,catch,"[""KD""]","[""9C""]",,,,9515
