type,domain,modelLevel,goal,rationality,response,modelProb
branching,artifact,explicit,couch,7.1,couch,0.89
branching,artifact,pragmatic,couch,7.1,thing,0.00
branching,artifact,pragmatic,couch,7.1,seat,0.00
branching,artifact,pragmatic,couch,7.1,furniture,0.01
branching,artifact,pragmatic,couch,7.1,couch,0.99
branching,artifact,literal,chair,7.1,thing,0.25
branching,artifact,literal,chair,7.1,seat,0.25
branching,artifact,literal,chair,7.1,furniture,0.25
branching,artifact,literal,chair,7.1,couch,0.25
branching,artifact,explicit,chair,7.1,thing,0.01
branching,artifact,explicit,chair,7.1,seat,0.98
branching,artifact,explicit,chair,7.1,furniture,0.01
branching,artifact,explicit,chair,7.1,couch,0.00
branching,artifact,pragmatic,chair,7.1,thing,0.00
branching,artifact,pragmatic,chair,7.1,seat,1.00
branching,artifact,pragmatic,chair,7.1,furniture,0.00
branching,artifact,pragmatic,chair,7.1,couch,0.00
branching,artifact,literal,table,7.1,thing,0.25
branching,artifact,literal,table,7.1,seat,0.25
branching,artifact,literal,table,7.1,furniture,0.25
branching,artifact,literal,table,7.1,couch,0.25
branching,artifact,explicit,table,7.1,thing,0.47
branching,artifact,explicit,table,7.1,seat,0.10
branching,artifact,explicit,table,7.1,furniture,0.34
branching,artifact,explicit,table,7.1,couch,0.10
branching,artifact,pragmatic,table,7.1,thing,0.04
branching,artifact,pragmatic,table,7.1,seat,0.01
branching,artifact,pragmatic,table,7.1,furniture,0.95
branching,artifact,pragmatic,table,7.1,couch,0.01
branching,artifact,literal,lawnmower,7.1,thing,0.25
branching,artifact,literal,lawnmower,7.1,seat,0.25
branching,artifact,literal,lawnmower,7.1,furniture,0.25
branching,artifact,literal,lawnmower,7.1,couch,0.25
branching,artifact,explicit,lawnmower,7.1,thing,0.98
branching,artifact,explicit,lawnmower,7.1,seat,0.01
branching,artifact,explicit,lawnmower,7.1,furniture,0.01
branching,artifact,explicit,lawnmower,7.1,couch,0.01
branching,artifact,pragmatic,lawnmower,7.1,thing,0.98
branching,artifact,pragmatic,lawnmower,7.1,seat,0.01
branching,artifact,pragmatic,lawnmower,7.1,furniture,0.01
branching,artifact,pragmatic,lawnmower,7.1,couch,0.01
branching,artifact,literal,couch,7.2,thing,0.25
branching,artifact,literal,couch,7.2,seat,0.25
branching,artifact,literal,couch,7.2,furniture,0.25
branching,artifact,literal,couch,7.2,couch,0.25
branching,artifact,explicit,couch,7.2,thing,0.00
branching,artifact,explicit,couch,7.2,seat,0.00
branching,artifact,explicit,couch,7.2,furniture,0.10
branching,artifact,explicit,couch,7.2,couch,0.89
branching,artifact,pragmatic,couch,7.2,thing,0.00
branching,artifact,pragmatic,couch,7.2,seat,0.00
branching,artifact,pragmatic,couch,7.2,furniture,0.01
branching,artifact,pragmatic,couch,7.2,couch,0.99
branching,artifact,literal,chair,7.2,thing,0.25
branching,artifact,literal,chair,7.2,seat,0.25
branching,artifact,literal,chair,7.2,furniture,0.25
branching,artifact,literal,chair,7.2,couch,0.25
branching,artifact,explicit,chair,7.2,thing,0.01
branching,artifact,explicit,chair,7.2,seat,0.98
branching,artifact,explicit,chair,7.2,furniture,0.01
branching,artifact,explicit,chair,7.2,couch,0.00
branching,artifact,pragmatic,chair,7.2,thing,0.00
branching,artifact,pragmatic,chair,7.2,seat,1.00
branching,artifact,pragmatic,chair,7.2,furniture,0.00
branching,artifact,pragmatic,chair,7.2,couch,0.00
branching,artifact,literal,table,7.2,thing,0.25
branching,artifact,literal,table,7.2,seat,0.25
branching,artifact,literal,table,7.2,furniture,0.25
branching,artifact,literal,table,7.2,couch,0.25
branching,artifact,explicit,table,7.2,thing,0.47
branching,artifact,explicit,table,7.2,seat,0.10
branching,artifact,explicit,table,7.2,furniture,0.34
branching,artifact,explicit,table,7.2,couch,0.10
branching,artifact,pragmatic,table,7.2,thing,0.03
branching,artifact,pragmatic,table,7.2,seat,0.01
branching,artifact,pragmatic,table,7.2,furniture,0.95
branching,artifact,pragmatic,table,7.2,couch,0.01
branching,artifact,literal,lawnmower,7.2,thing,0.25
branching,artifact,literal,lawnmower,7.2,seat,0.25
branching,artifact,literal,lawnmower,7.2,furniture,0.25
branching,artifact,literal,lawnmower,7.2,couch,0.25
branching,artifact,explicit,lawnmower,7.2,thing,0.98
branching,artifact,explicit,lawnmower,7.2,seat,0.01
branching,artifact,explicit,lawnmower,7.2,furniture,0.01
branching,artifact,explicit,lawnmower,7.2,couch,0.01
branching,artifact,pragmatic,lawnmower,7.2,thing,0.98
branching,artifact,pragmatic,lawnmower,7.2,seat,0.01
branching,artifact,pragmatic,lawnmower,7.2,furniture,0.01
branching,artifact,pragmatic,lawnmower,7.2,couch,0.01
branching,artifact,literal,couch,7.3,thing,0.25
branching,artifact,literal,couch,7.3,seat,0.25
branching,artifact,literal,couch,7.3,furniture,0.25
branching,artifact,literal,couch,7.3,couch,0.25
branching,artifact,explicit,couch,7.3,thing,0.00
branching,artifact,explicit,couch,7.3,seat,0.00
branching,artifact,explicit,couch,7.3,furniture,0.10
branching,artifact,explicit,couch,7.3,couch,0.90
branching,artifact,pragmatic,couch,7.3,thing,0.00
branching,artifact,pragmatic,couch,7.3,seat,0.00
branching,artifact,pragmatic,couch,7.3,furniture,0.00
branching,artifact,pragmatic,couch,7.3,couch,0.99
branching,artifact,literal,chair,7.3,thing,0.25
branching,artifact,literal,chair,7.3,seat,0.25
branching,artifact,literal,chair,7.3,furniture,0.25
branching,artifact,literal,chair,7.3,couch,0.25
branching,artifact,explicit,chair,7.3,thing,0.01
branching,artifact,explicit,chair,7.3,seat,0.99
branching,artifact,explicit,chair,7.3,furniture,0.01
branching,artifact,explicit,chair,7.3,couch,0.00
branching,artifact,pragmatic,chair,7.3,thing,0.00
branching,artifact,pragmatic,chair,7.3,seat,1.00
branching,artifact,pragmatic,chair,7.3,furniture,0.00
branching,artifact,pragmatic,chair,7.3,couch,0.00
branching,artifact,literal,table,7.3,thing,0.25
branching,artifact,literal,table,7.3,seat,0.25
branching,artifact,literal,table,7.3,furniture,0.25
branching,artifact,literal,table,7.3,couch,0.25
branching,artifact,explicit,table,7.3,thing,0.47
branching,artifact,explicit,table,7.3,seat,0.09
branching,artifact,explicit,table,7.3,furniture,0.34
branching,artifact,explicit,table,7.3,couch,0.09
branching,artifact,pragmatic,table,7.3,thing,0.03
branching,artifact,pragmatic,table,7.3,seat,0.00
branching,artifact,pragmatic,table,7.3,furniture,0.96
branching,artifact,pragmatic,table,7.3,couch,0.01
branching,artifact,literal,lawnmower,7.3,thing,0.25
branching,artifact,literal,lawnmower,7.3,seat,0.25
branching,artifact,literal,lawnmower,7.3,furniture,0.25
branching,artifact,literal,lawnmower,7.3,couch,0.25
branching,artifact,explicit,lawnmower,7.3,thing,0.98
branching,artifact,explicit,lawnmower,7.3,seat,0.01
branching,artifact,explicit,lawnmower,7.3,furniture,0.01
branching,artifact,explicit,lawnmower,7.3,couch,0.01
branching,artifact,pragmatic,lawnmower,7.3,thing,0.99
branching,artifact,pragmatic,lawnmower,7.3,seat,0.00
branching,artifact,pragmatic,lawnmower,7.3,furniture,0.01
branching,artifact,pragmatic,lawnmower,7.3,couch,0.00
branching,artifact,literal,couch,7.4,thing,0.25
branching,artifact,literal,couch,7.4,seat,0.25
branching,artifact,literal,couch,7.4,furniture,0.25
branching,artifact,literal,couch,7.4,couch,0.25
branching,artifact,explicit,couch,7.4,thing,0.00
branching,artifact,explicit,couch,7.4,seat,0.00
branching,artifact,explicit,couch,7.4,furniture,0.10
branching,artifact,explicit,couch,7.4,couch,0.90
branching,artifact,pragmatic,couch,7.4,thing,0.00
branching,artifact,pragmatic,couch,7.4,seat,0.00
branching,artifact,pragmatic,couch,7.4,furniture,0.00
branching,artifact,pragmatic,couch,7.4,couch,0.99
branching,artifact,literal,chair,7.4,thing,0.25
branching,artifact,literal,chair,7.4,seat,0.25
branching,artifact,literal,chair,7.4,furniture,0.25
branching,artifact,literal,chair,7.4,couch,0.25
branching,artifact,explicit,chair,7.4,thing,0.01
branching,artifact,explicit,chair,7.4,seat,0.99
branching,artifact,explicit,chair,7.4,furniture,0.01
branching,artifact,explicit,chair,7.4,couch,0.00
branching,artifact,pragmatic,chair,7.4,thing,0.00
branching,artifact,pragmatic,chair,7.4,seat,1.00
branching,artifact,pragmatic,chair,7.4,furniture,0.00
branching,artifact,pragmatic,chair,7.4,couch,0.00
branching,artifact,literal,table,7.4,thing,0.25
branching,artifact,literal,table,7.4,seat,0.25
branching,artifact,literal,table,7.4,furniture,0.25
branching,artifact,literal,table,7.4,couch,0.25
branching,artifact,explicit,table,7.4,thing,0.47
branching,artifact,explicit,table,7.4,seat,0.09
branching,artifact,explicit,table,7.4,furniture,0.34
branching,artifact,explicit,table,7.4,couch,0.09
branching,artifact,pragmatic,table,7.4,thing,0.03
branching,artifact,pragmatic,table,7.4,seat,0.00
branching,artifact,pragmatic,table,7.4,furniture,0.96
branching,artifact,pragmatic,table,7.4,couch,0.00
branching,artifact,literal,lawnmower,7.4,thing,0.25
branching,artifact,literal,lawnmower,7.4,seat,0.25
branching,artifact,literal,lawnmower,7.4,furniture,0.25
branching,artifact,literal,lawnmower,7.4,couch,0.25
branching,artifact,explicit,lawnmower,7.4,thing,0.98
branching,artifact,explicit,lawnmower,7.4,seat,0.01
branching,artifact,explicit,lawnmower,7.4,furniture,0.01
branching,artifact,explicit,lawnmower,7.4,couch,0.01
branching,artifact,pragmatic,lawnmower,7.4,thing,0.99
branching,artifact,pragmatic,lawnmower,7.4,seat,0.00
branching,artifact,pragmatic,lawnmower,7.4,furniture,0.00
branching,artifact,pragmatic,lawnmower,7.4,couch,0.00
branching,artifact,literal,couch,7.5,thing,0.25
branching,artifact,literal,couch,7.5,seat,0.25
branching,artifact,literal,couch,7.5,furniture,0.25
branching,artifact,literal,couch,7.5,couch,0.25
branching,artifact,explicit,couch,7.5,thing,0.00
branching,artifact,explicit,couch,7.5,seat,0.00
branching,artifact,explicit,couch,7.5,furniture,0.10
branching,artifact,explicit,couch,7.5,couch,0.90
branching,artifact,pragmatic,couch,7.5,thing,0.00
branching,artifact,pragmatic,couch,7.5,seat,0.00
branching,artifact,pragmatic,couch,7.5,furniture,0.00
branching,artifact,pragmatic,couch,7.5,couch,1.00
branching,artifact,literal,chair,7.5,thing,0.25
branching,artifact,literal,chair,7.5,seat,0.25
branching,artifact,literal,chair,7.5,furniture,0.25
branching,artifact,literal,chair,7.5,couch,0.25
branching,artifact,explicit,chair,7.5,thing,0.01
branching,artifact,explicit,chair,7.5,seat,0.99
branching,artifact,explicit,chair,7.5,furniture,0.00
branching,artifact,explicit,chair,7.5,couch,0.00
branching,artifact,pragmatic,chair,7.5,thing,0.00
branching,artifact,pragmatic,chair,7.5,seat,1.00
branching,artifact,pragmatic,chair,7.5,furniture,0.00
branching,artifact,pragmatic,chair,7.5,couch,0.00
branching,artifact,literal,table,7.5,thing,0.25
branching,artifact,literal,table,7.5,seat,0.25
branching,artifact,literal,table,7.5,furniture,0.25
branching,artifact,literal,table,7.5,couch,0.25
branching,artifact,explicit,table,7.5,thing,0.48
branching,artifact,explicit,table,7.5,seat,0.09
branching,artifact,explicit,table,7.5,furniture,0.34
branching,artifact,explicit,table,7.5,couch,0.09
branching,artifact,pragmatic,table,7.5,thing,0.03
branching,artifact,pragmatic,table,7.5,seat,0.00
branching,artifact,pragmatic,table,7.5,furniture,0.97
branching,artifact,pragmatic,table,7.5,couch,0.00
branching,artifact,literal,lawnmower,7.5,thing,0.25
branching,artifact,literal,lawnmower,7.5,seat,0.25
branching,artifact,literal,lawnmower,7.5,furniture,0.25
branching,artifact,literal,lawnmower,7.5,couch,0.25
branching,artifact,explicit,lawnmower,7.5,thing,0.98
branching,artifact,explicit,lawnmower,7.5,seat,0.01
branching,artifact,explicit,lawnmower,7.5,furniture,0.01
branching,artifact,explicit,lawnmower,7.5,couch,0.01
branching,artifact,pragmatic,lawnmower,7.5,thing,0.99
branching,artifact,pragmatic,lawnmower,7.5,seat,0.00
branching,artifact,pragmatic,lawnmower,7.5,furniture,0.00
branching,artifact,pragmatic,lawnmower,7.5,couch,0.00
branching,artifact,literal,couch,7.6,thing,0.25
branching,artifact,literal,couch,7.6,seat,0.25
branching,artifact,literal,couch,7.6,furniture,0.25
branching,artifact,literal,couch,7.6,couch,0.25
branching,artifact,explicit,couch,7.6,thing,0.00
branching,artifact,explicit,couch,7.6,seat,0.00
branching,artifact,explicit,couch,7.6,furniture,0.09
branching,artifact,explicit,couch,7.6,couch,0.91
branching,artifact,pragmatic,couch,7.6,thing,0.00
branching,artifact,pragmatic,couch,7.6,seat,0.00
branching,artifact,pragmatic,couch,7.6,furniture,0.00
branching,artifact,pragmatic,couch,7.6,couch,1.00
branching,artifact,literal,chair,7.6,thing,0.25
branching,artifact,literal,chair,7.6,seat,0.25
branching,artifact,literal,chair,7.6,furniture,0.25
branching,artifact,literal,chair,7.6,couch,0.25
branching,artifact,explicit,chair,7.6,thing,0.01
branching,artifact,explicit,chair,7.6,seat,0.99
branching,artifact,explicit,chair,7.6,furniture,0.00
branching,artifact,explicit,chair,7.6,couch,0.00
branching,artifact,pragmatic,chair,7.6,thing,0.00
branching,artifact,pragmatic,chair,7.6,seat,1.00
branching,artifact,pragmatic,chair,7.6,furniture,0.00
branching,artifact,pragmatic,chair,7.6,couch,0.00
branching,artifact,literal,table,7.6,thing,0.25
branching,artifact,literal,table,7.6,seat,0.25
branching,artifact,literal,table,7.6,furniture,0.25
branching,artifact,literal,table,7.6,couch,0.25
branching,artifact,explicit,table,7.6,thing,0.48
branching,artifact,explicit,table,7.6,seat,0.09
branching,artifact,explicit,table,7.6,furniture,0.34
branching,artifact,explicit,table,7.6,couch,0.09
branching,artifact,pragmatic,table,7.6,thing,0.02
branching,artifact,pragmatic,table,7.6,seat,0.00
branching,artifact,pragmatic,table,7.6,furniture,0.97
branching,artifact,pragmatic,table,7.6,couch,0.00
branching,artifact,literal,lawnmower,7.6,thing,0.25
branching,artifact,literal,lawnmower,7.6,seat,0.25
branching,artifact,literal,lawnmower,7.6,furniture,0.25
branching,artifact,literal,lawnmower,7.6,couch,0.25
branching,artifact,explicit,lawnmower,7.6,thing,0.98
branching,artifact,explicit,lawnmower,7.6,seat,0.01
branching,artifact,explicit,lawnmower,7.6,furniture,0.01
branching,artifact,explicit,lawnmower,7.6,couch,0.01
branching,artifact,pragmatic,lawnmower,7.6,thing,0.99
branching,artifact,pragmatic,lawnmower,7.6,seat,0.00
branching,artifact,pragmatic,lawnmower,7.6,furniture,0.00
branching,artifact,pragmatic,lawnmower,7.6,couch,0.00
branching,artifact,literal,couch,7.7,thing,0.25
branching,artifact,literal,couch,7.7,seat,0.25
branching,artifact,literal,couch,7.7,furniture,0.25
branching,artifact,literal,couch,7.7,couch,0.25
branching,artifact,explicit,couch,7.7,thing,0.00
branching,artifact,explicit,couch,7.7,seat,0.00
branching,artifact,explicit,couch,7.7,furniture,0.09
branching,artifact,explicit,couch,7.7,couch,0.91
branching,artifact,pragmatic,couch,7.7,thing,0.00
branching,artifact,pragmatic,couch,7.7,seat,0.00
branching,artifact,pragmatic,couch,7.7,furniture,0.00
branching,artifact,pragmatic,couch,7.7,couch,1.00
branching,artifact,literal,chair,7.7,thing,0.25
branching,artifact,literal,chair,7.7,seat,0.25
branching,artifact,literal,chair,7.7,furniture,0.25
branching,artifact,literal,chair,7.7,couch,0.25
branching,artifact,explicit,chair,7.7,thing,0.01
branching,artifact,explicit,chair,7.7,seat,0.99
branching,artifact,explicit,chair,7.7,furniture,0.00
branching,artifact,explicit,chair,7.7,couch,0.00
branching,artifact,pragmatic,chair,7.7,thing,0.00
branching,artifact,pragmatic,chair,7.7,seat,1.00
branching,artifact,pragmatic,chair,7.7,furniture,0.00
branching,artifact,pragmatic,chair,7.7,couch,0.00
branching,artifact,literal,table,7.7,thing,0.25
branching,artifact,literal,table,7.7,seat,0.25
branching,artifact,literal,table,7.7,furniture,0.25
branching,artifact,literal,table,7.7,couch,0.25
branching,artifact,explicit,table,7.7,thing,0.48
branching,artifact,explicit,table,7.7,seat,0.09
branching,artifact,explicit,table,7.7,furniture,0.34
branching,artifact,explicit,table,7.7,couch,0.09
branching,artifact,pragmatic,table,7.7,thing,0.02
branching,artifact,pragmatic,table,7.7,seat,0.00
branching,artifact,pragmatic,table,7.7,furniture,0.97
branching,artifact,pragmatic,table,7.7,couch,0.00
branching,artifact,literal,lawnmower,7.7,thing,0.25
branching,artifact,literal,lawnmower,7.7,seat,0.25
branching,artifact,literal,lawnmower,7.7,furniture,0.25
branching,artifact,literal,lawnmower,7.7,couch,0.25
branching,artifact,explicit,lawnmower,7.7,thing,0.98
branching,artifact,explicit,lawnmower,7.7,seat,0.01
branching,artifact,explicit,lawnmower,7.7,furniture,0.01
branching,artifact,explicit,lawnmower,7.7,couch,0.01
branching,artifact,pragmatic,lawnmower,7.7,thing,0.99
branching,artifact,pragmatic,lawnmower,7.7,seat,0.00
branching,artifact,pragmatic,lawnmower,7.7,furniture,0.00
branching,artifact,pragmatic,lawnmower,7.7,couch,0.00
branching,artifact,literal,couch,7.8,thing,0.25
branching,artifact,literal,couch,7.8,seat,0.25
branching,artifact,literal,couch,7.8,furniture,0.25
branching,artifact,literal,couch,7.8,couch,0.25
branching,artifact,explicit,couch,7.8,thing,0.00
branching,artifact,explicit,couch,7.8,seat,0.00
branching,artifact,explicit,couch,7.8,furniture,0.09
branching,artifact,explicit,couch,7.8,couch,0.91
branching,artifact,pragmatic,couch,7.8,thing,0.00
branching,artifact,pragmatic,couch,7.8,seat,0.00
branching,artifact,pragmatic,couch,7.8,furniture,0.00
branching,artifact,pragmatic,couch,7.8,couch,1.00
branching,artifact,literal,chair,7.8,thing,0.25
branching,artifact,literal,chair,7.8,seat,0.25
branching,artifact,literal,chair,7.8,furniture,0.25
branching,artifact,literal,chair,7.8,couch,0.25
branching,artifact,explicit,chair,7.8,thing,0.01
branching,artifact,explicit,chair,7.8,seat,0.99
branching,artifact,explicit,chair,7.8,furniture,0.00
branching,artifact,explicit,chair,7.8,couch,0.00
branching,artifact,pragmatic,chair,7.8,thing,0.00
branching,artifact,pragmatic,chair,7.8,seat,1.00
branching,artifact,pragmatic,chair,7.8,furniture,0.00
branching,artifact,pragmatic,chair,7.8,couch,0.00
branching,artifact,literal,table,7.8,thing,0.25
branching,artifact,literal,table,7.8,seat,0.25
branching,artifact,literal,table,7.8,furniture,0.25
branching,artifact,literal,table,7.8,couch,0.25
branching,artifact,explicit,table,7.8,thing,0.48
branching,artifact,explicit,table,7.8,seat,0.09
branching,artifact,explicit,table,7.8,furniture,0.34
branching,artifact,explicit,table,7.8,couch,0.09
branching,artifact,pragmatic,table,7.8,thing,0.02
branching,artifact,pragmatic,table,7.8,seat,0.00
branching,artifact,pragmatic,table,7.8,furniture,0.97
branching,artifact,pragmatic,table,7.8,couch,0.00
branching,artifact,literal,lawnmower,7.8,thing,0.25
branching,artifact,literal,lawnmower,7.8,seat,0.25
branching,artifact,literal,lawnmower,7.8,furniture,0.25
branching,artifact,literal,lawnmower,7.8,couch,0.25
branching,artifact,explicit,lawnmower,7.8,thing,0.99
branching,artifact,explicit,lawnmower,7.8,seat,0.00
branching,artifact,explicit,lawnmower,7.8,furniture,0.00
branching,artifact,explicit,lawnmower,7.8,couch,0.00
branching,artifact,pragmatic,lawnmower,7.8,thing,0.99
branching,artifact,pragmatic,lawnmower,7.8,seat,0.00
branching,artifact,pragmatic,lawnmower,7.8,furniture,0.00
branching,artifact,pragmatic,lawnmower,7.8,couch,0.00
branching,artifact,literal,couch,7.9,thing,0.25
branching,artifact,literal,couch,7.9,seat,0.25
branching,artifact,literal,couch,7.9,furniture,0.25
branching,artifact,literal,couch,7.9,couch,0.25
branching,artifact,explicit,couch,7.9,thing,0.00
branching,artifact,explicit,couch,7.9,seat,0.00
branching,artifact,explicit,couch,7.9,furniture,0.09
branching,artifact,explicit,couch,7.9,couch,0.91
branching,artifact,pragmatic,couch,7.9,thing,0.00
branching,artifact,pragmatic,couch,7.9,seat,0.00
branching,artifact,pragmatic,couch,7.9,furniture,0.00
branching,artifact,pragmatic,couch,7.9,couch,1.00
branching,artifact,literal,chair,7.9,thing,0.25
branching,artifact,literal,chair,7.9,seat,0.25
branching,artifact,literal,chair,7.9,furniture,0.25
branching,artifact,literal,chair,7.9,couch,0.25
branching,artifact,explicit,chair,7.9,thing,0.00
branching,artifact,explicit,chair,7.9,seat,0.99
branching,artifact,explicit,chair,7.9,furniture,0.00
branching,artifact,explicit,chair,7.9,couch,0.00
branching,artifact,pragmatic,chair,7.9,thing,0.00
branching,artifact,pragmatic,chair,7.9,seat,1.00
branching,artifact,pragmatic,chair,7.9,furniture,0.00
branching,artifact,pragmatic,chair,7.9,couch,0.00
branching,artifact,literal,table,7.9,thing,0.25
branching,artifact,literal,table,7.9,seat,0.25
branching,artifact,literal,table,7.9,furniture,0.25
branching,artifact,literal,table,7.9,couch,0.25
branching,artifact,explicit,table,7.9,thing,0.49
branching,artifact,explicit,table,7.9,seat,0.09
branching,artifact,explicit,table,7.9,furniture,0.34
branching,artifact,explicit,table,7.9,couch,0.09
branching,artifact,pragmatic,table,7.9,thing,0.02
branching,artifact,pragmatic,table,7.9,seat,0.00
branching,artifact,pragmatic,table,7.9,furniture,0.98
branching,artifact,pragmatic,table,7.9,couch,0.00
branching,artifact,literal,lawnmower,7.9,thing,0.25
branching,artifact,literal,lawnmower,7.9,seat,0.25
branching,artifact,literal,lawnmower,7.9,furniture,0.25
branching,artifact,literal,lawnmower,7.9,couch,0.25
branching,artifact,explicit,lawnmower,7.9,thing,0.99
branching,artifact,explicit,lawnmower,7.9,seat,0.00
branching,artifact,explicit,lawnmower,7.9,furniture,0.00
branching,artifact,explicit,lawnmower,7.9,couch,0.00
branching,artifact,pragmatic,lawnmower,7.9,thing,0.99
branching,artifact,pragmatic,lawnmower,7.9,seat,0.00
branching,artifact,pragmatic,lawnmower,7.9,furniture,0.00
branching,artifact,pragmatic,lawnmower,7.9,couch,0.00
branching,artifact,literal,couch,8.0,thing,0.25
branching,artifact,literal,couch,8.0,seat,0.25
branching,artifact,literal,couch,8.0,furniture,0.25
branching,artifact,literal,couch,8.0,couch,0.25
branching,artifact,explicit,couch,8.0,thing,0.00
branching,artifact,explicit,couch,8.0,seat,0.00
branching,artifact,explicit,couch,8.0,furniture,0.08
branching,artifact,explicit,couch,8.0,couch,0.92
branching,artifact,pragmatic,couch,8.0,thing,0.00
branching,artifact,pragmatic,couch,8.0,seat,0.00
branching,artifact,pragmatic,couch,8.0,furniture,0.00
branching,artifact,pragmatic,couch,8.0,couch,1.00
branching,artifact,literal,chair,8.0,thing,0.25
branching,artifact,literal,chair,8.0,seat,0.25
branching,artifact,literal,chair,8.0,furniture,0.25
branching,artifact,literal,chair,8.0,couch,0.25
branching,artifact,explicit,chair,8.0,thing,0.00
branching,artifact,explicit,chair,8.0,seat,0.99
branching,artifact,explicit,chair,8.0,furniture,0.00
branching,artifact,explicit,chair,8.0,couch,0.00
branching,artifact,pragmatic,chair,8.0,thing,0.00
branching,artifact,pragmatic,chair,8.0,seat,1.00
branching,artifact,pragmatic,chair,8.0,furniture,0.00
branching,artifact,pragmatic,chair,8.0,couch,0.00
branching,artifact,literal,table,8.0,thing,0.25
branching,artifact,literal,table,8.0,seat,0.25
branching,artifact,literal,table,8.0,furniture,0.25
branching,artifact,literal,table,8.0,couch,0.25
branching,artifact,explicit,table,8.0,thing,0.49
branching,artifact,explicit,table,8.0,seat,0.08
branching,artifact,explicit,table,8.0,furniture,0.34
branching,artifact,explicit,table,8.0,couch,0.08
branching,artifact,pragmatic,table,8.0,thing,0.02
branching,artifact,pragmatic,table,8.0,seat,0.00
branching,artifact,pragmatic,table,8.0,furniture,0.98
branching,artifact,pragmatic,table,8.0,couch,0.00
branching,artifact,literal,lawnmower,8.0,thing,0.25
branching,artifact,literal,lawnmower,8.0,seat,0.25
branching,artifact,literal,lawnmower,8.0,furniture,0.25
branching,artifact,literal,lawnmower,8.0,couch,0.25
branching,artifact,explicit,lawnmower,8.0,thing,0.99
branching,artifact,explicit,lawnmower,8.0,seat,0.00
branching,artifact,explicit,lawnmower,8.0,furniture,0.00
branching,artifact,explicit,lawnmower,8.0,couch,0.00
branching,artifact,pragmatic,lawnmower,8.0,thing,0.99
branching,artifact,pragmatic,lawnmower,8.0,seat,0.00
branching,artifact,pragmatic,lawnmower,8.0,furniture,0.00
branching,artifact,pragmatic,lawnmower,8.0,couch,0.00
branching,artifact,literal,couch,8.1,thing,0.25
branching,artifact,literal,couch,8.1,seat,0.25
branching,artifact,literal,couch,8.1,furniture,0.25
branching,artifact,literal,couch,8.1,couch,0.25
branching,artifact,explicit,couch,8.1,thing,0.00
branching,artifact,explicit,couch,8.1,seat,0.00
branching,artifact,explicit,couch,8.1,furniture,0.08
branching,artifact,explicit,couch,8.1,couch,0.92
branching,artifact,pragmatic,couch,8.1,thing,0.00
branching,artifact,pragmatic,couch,8.1,seat,0.00
branching,artifact,pragmatic,couch,8.1,furniture,0.00
branching,artifact,pragmatic,couch,8.1,couch,1.00
branching,artifact,literal,chair,8.1,thing,0.25
branching,artifact,literal,chair,8.1,seat,0.25
branching,artifact,literal,chair,8.1,furniture,0.25
branching,artifact,literal,chair,8.1,couch,0.25
branching,artifact,explicit,chair,8.1,thing,0.00
branching,artifact,explicit,chair,8.1,seat,0.99
branching,artifact,explicit,chair,8.1,furniture,0.00
branching,artifact,explicit,chair,8.1,couch,0.00
branching,artifact,pragmatic,chair,8.1,thing,0.00
branching,artifact,pragmatic,chair,8.1,seat,1.00
branching,artifact,pragmatic,chair,8.1,furniture,0.00
branching,artifact,pragmatic,chair,8.1,couch,0.00
branching,artifact,literal,table,8.1,thing,0.25
branching,artifact,literal,table,8.1,seat,0.25
branching,artifact,literal,table,8.1,furniture,0.25
branching,artifact,literal,table,8.1,couch,0.25
branching,artifact,explicit,table,8.1,thing,0.49
branching,artifact,explicit,table,8.1,seat,0.08
branching,artifact,explicit,table,8.1,furniture,0.34
branching,artifact,explicit,table,8.1,couch,0.08
branching,artifact,pragmatic,table,8.1,thing,0.02
branching,artifact,pragmatic,table,8.1,seat,0.00
branching,artifact,pragmatic,table,8.1,furniture,0.98
branching,artifact,pragmatic,table,8.1,couch,0.00
branching,artifact,literal,lawnmower,8.1,thing,0.25
branching,artifact,literal,lawnmower,8.1,seat,0.25
branching,artifact,literal,lawnmower,8.1,furniture,0.25
branching,artifact,literal,lawnmower,8.1,couch,0.25
branching,artifact,explicit,lawnmower,8.1,thing,0.99
branching,artifact,explicit,lawnmower,8.1,seat,0.00
branching,artifact,explicit,lawnmower,8.1,furniture,0.00
branching,artifact,explicit,lawnmower,8.1,couch,0.00
branching,artifact,pragmatic,lawnmower,8.1,thing,0.99
branching,artifact,pragmatic,lawnmower,8.1,seat,0.00
branching,artifact,pragmatic,lawnmower,8.1,furniture,0.00
branching,artifact,pragmatic,lawnmower,8.1,couch,0.00
branching,artifact,literal,couch,8.2,thing,0.25
branching,artifact,literal,couch,8.2,seat,0.25
branching,artifact,literal,couch,8.2,furniture,0.25
branching,artifact,literal,couch,8.2,couch,0.25
branching,artifact,explicit,couch,8.2,thing,0.00
branching,artifact,explicit,couch,8.2,seat,0.00
branching,artifact,explicit,couch,8.2,furniture,0.08
branching,artifact,explicit,couch,8.2,couch,0.92
branching,artifact,pragmatic,couch,8.2,thing,0.00
branching,artifact,pragmatic,couch,8.2,seat,0.00
branching,artifact,pragmatic,couch,8.2,furniture,0.00
branching,artifact,pragmatic,couch,8.2,couch,1.00
branching,artifact,literal,chair,8.2,thing,0.25
branching,artifact,literal,chair,8.2,seat,0.25
