alpha,beta,modelType,logLikelihood,posteriorProb
2.7,0.1,Q2_emp,-761.9100025792433,-457.83131205839237
2.7,0,Q2_emp,-767.1670562358822,-463.0883657150313
2.6,1,Q2_emp,-768.2865672140783,-464.2078766932273
2.6,0.9,Q2_emp,-768.304829155963,-464.2261386351121
2.6,0.8,Q2_emp,-768.8212419783732,-464.7425514575223
2.6,0.7,Q2_emp,-769.8523412387963,-465.7736507179453
2.6,0.6,Q2_emp,-771.4112469695364,-467.3325564486855
2.6,0.5,Q2_emp,-773.5070680334729,-469.4283775126219
2.6,0.4,Q2_emp,-776.1443005149301,-472.0656099940791
2.6,0.3,Q2_emp,-779.3222502347783,-475.24355971392725
2.6,0.2,Q2_emp,-783.0345170308194,-478.95582650996846
2.6,0.1,Q2_emp,-787.2685843167236,-483.1898937958727
2.6,0,Q2_emp,-792.0055603860194,-487.9268698651684
2.5,1,Q2_emp,-792.9155943161437,-488.83690379529287
2.5,0.9,Q2_emp,-793.3575106101684,-489.27882008931743
2.5,0.8,Q2_emp,-794.2097108253777,-490.13102030452666
2.5,0.7,Q2_emp,-795.4827341783661,-491.40404365751516
2.5,0.6,Q2_emp,-797.1842840280779,-493.10559350722684
2.5,0.5,Q2_emp,-799.3188259915966,-495.2401354707457
2.5,0.4,Q2_emp,-801.8871997443173,-497.8085092234663
2.5,0.3,Q2_emp,-804.8862650625382,-500.8075745416873
2.5,0.2,Q2_emp,-808.3086060768521,-504.2299155560011
2.5,0.1,Q2_emp,-812.142319836465,-508.06362931561404
2.5,0,Q2_emp,-816.370915519215,-512.292224998364
2.4,1,Q2_emp,-817.3331187348398,-513.2544282139888
2.4,0.9,Q2_emp,-818.0977437445922,-514.0190532237411
2.4,0.8,Q2_emp,-819.192704795789,-515.114014274938
2.4,0.7,Q2_emp,-820.624016518103,-516.5453259972519
2.4,0.6,Q2_emp,-822.3954485438791,-518.3167580230282
2.4,0.5,Q2_emp,-824.5082709630155,-520.4295804421645
2.4,0.4,Q2_emp,-826.9610198302314,-522.8823293093803
2.4,0.3,Q2_emp,-829.7492958069018,-525.6706052860509
2.4,0.2,Q2_emp,-832.865610268952,-528.7869197481009
2.4,0.1,Q2_emp,-836.2992936006684,-532.2206030798175
2.4,0,Q2_emp,-840.0364796461347,-535.9577891252836
2.3,1,Q2_emp,-841.2552847608622,-537.1765942400111
2.3,0.9,Q2_emp,-842.2453275916305,-538.1666370707794
2.3,0.8,Q2_emp,-843.4947727849276,-539.4160822640766
2.3,0.7,Q2_emp,-845.0064311785866,-540.9277406577355
2.3,0.6,Q2_emp,-846.7814188829655,-542.7027283621144
2.3,0.5,Q2_emp,-848.8190074653622,-544.7403169445113
2.3,0.4,Q2_emp,-851.1164933482708,-547.0378028274198
2.3,0.3,Q2_emp,-853.6690941470863,-549.5904036262352
2.3,0.2,Q2_emp,-856.4698799296076,-552.3911894087568
2.3,0.1,Q2_emp,-859.5097471169527,-555.4310565961016
2.3,0,Q2_emp,-862.7774418597193,-558.6987513388683
2.2,1,Q2_emp,-864.3935464446474,-560.3148559237965
2.2,0.9,Q2_emp,-865.5189130153364,-561.4402224944855
2.2,0.8,Q2_emp,-866.842448161145,-562.763757640294
2.2,0.7,Q2_emp,-868.3648721574446,-564.2861816365935
2.2,0.6,Q2_emp,-870.0856867565187,-566.0069962356677
2.2,0.5,Q2_emp,-872.0030946389995,-567.9244041181485
2.2,0.4,Q2_emp,-874.113934131575,-570.0352436107239
2.2,0.3,Q2_emp,-876.4136333934338,-572.3349428725829
2.2,0.2,Q2_emp,-878.8961881670236,-574.8174976461726
2.2,0.1,Q2_emp,-881.5541668008798,-577.4754762800287
2.2,0,Q2_emp,-884.3787455547131,-580.300055033862
2.1,1,Q2_emp,-886.466889277642,-582.3881987567911
2.1,0.9,Q2_emp,-887.6477973648159,-583.569106843965
2.1,0.8,Q2_emp,-888.9755653184669,-584.896874797616
2.1,0.7,Q2_emp,-890.4497006273173,-586.3710101064662
2.1,0.6,Q2_emp,-892.0688781270641,-587.9901876062131
2.1,0.5,Q2_emp,-893.8309016655642,-589.7522111447131
2.1,0.4,Q2_emp,-895.7326764541172,-591.6539859332662
2.1,0.3,Q2_emp,-897.7701941869161,-593.691503666065
2.1,0.2,Q2_emp,-899.9385328345054,-595.8598423136543
2.1,0.1,Q2_emp,-902.2318727053754,-598.1531821845244
2.1,0,Q2_emp,-904.6435299200433,-600.5648393991924
2,1,Q2_emp,-907.2149162988953,-603.1362257780443
2,0.9,Q2_emp,-908.3843241482829,-604.3056336274319
2,0.8,Q2_emp,-909.6589697448211,-605.5802792239703
2,0.7,Q2_emp,-911.0377891360467,-606.9590986151957
2,0.6,Q2_emp,-912.519179301432,-608.4404887805811
2,0.5,Q2_emp,-914.1009831145077,-610.0222925936566
2,0.4,Q2_emp,-915.7804810387846,-611.7017905179337
2,0.3,Q2_emp,-917.5543904816243,-613.4756999607732
2,0.2,Q2_emp,-919.4188735915612,-615.3401830707104
2,0.1,Q2_emp,-921.3695540882024,-617.2908635673515
2,0,Q2_emp,-923.4015434630445,-619.3228529421935
1.9,1,Q2_emp,-926.4108031163489,-622.3321125954978
1.9,0.9,Q2_emp,-927.515949076437,-623.4372585555859
1.9,0.8,Q2_emp,-928.6937393645017,-624.6150488436506
1.9,0.7,Q2_emp,-929.9429647404556,-625.8642742196046
1.9,0.6,Q2_emp,-931.2620866177805,-627.1833960969295
1.9,0.5,Q2_emp,-932.6492332952746,-628.5705427744235
1.9,0.4,Q2_emp,-934.1022000383521,-630.023509517501
1.9,0.3,Q2_emp,-935.6184533678812,-631.5397628470304
1.9,0.2,Q2_emp,-937.1951398312602,-633.1164493104093
1.9,0.1,Q2_emp,-938.8290994257034,-634.7504089048523
1.9,0,Q2_emp,-940.5168837203904,-636.4381931995395
1.8,1,Q2_emp,-943.872983772673,-639.794293251822
1.8,0.9,Q2_emp,-944.8759201729026,-640.7972296520516
1.8,0.8,Q2_emp,-945.9269440470061,-641.8482535261551
1.8,0.7,Q2_emp,-947.0249485199635,-642.9462579991125
1.8,0.6,Q2_emp,-948.1686377522215,-644.0899472313704
1.8,0.5,Q2_emp,-949.3565276060409,-645.27783708519
1.8,0.4,Q2_emp,-950.5869483110623,-646.5082577902112
1.8,0.3,Q2_emp,-951.8580492441914,-647.7793587233405
1.8,0.2,Q2_emp,-953.1678058971813,-649.0891153763303
1.8,0.1,Q2_emp,-954.5140290567757,-650.4353385359248
1.8,0,Q2_emp,-955.8943761684387,-651.8156856475878
1.7,1,Q2_emp,-959.4744138989987,-655.3957233781477
1.7,0.9,Q2_emp,-960.3515250981018,-656.2728345772507
1.7,0.8,Q2_emp,-961.2589908210489,-657.1803003001978
1.7,0.7,Q2_emp,-962.1959200908722,-658.1172295700212
1.7,0.6,Q2_emp,-963.161320716368,-659.0826301955169
1.7,0.5,Q2_emp,-964.1541010361794,-660.0754105153285
1.7,0.4,Q2_emp,-965.17307260402,-661.094382083169
1.7,0.3,Q2_emp,-966.216953841872,-662.138263321021
1.7,0.2,Q2_emp,-967.2843746700636,-663.2056841492126
1.7,0.1,Q2_emp,-968.3738821034262,-664.2951915825753
1.7,0,Q2_emp,-969.4839467818514,-665.4052562610004
1.6,1,Q2_emp,-973.1484063777698,-669.0697158569187
1.6,0.9,Q2_emp,-973.8890144401405,-669.8103239192894
1.6,0.8,Q2_emp,-974.6477604830372,-670.5690699621862
1.6,0.7,Q2_emp,-975.4239934241095,-671.3453029032585
1.6,0.6,Q2_emp,-976.217011945994,-672.138321425143
1.6,0.5,Q2_emp,-977.0260660023832,-672.9473754815322
1.6,0.4,Q2_emp,-977.8503587238046,-673.7716682029536
1.6,0.3,Q2_emp,-978.6890487248234,-674.6103582039724
1.6,0.2,Q2_emp,-979.5412528077026,-675.4625622868516
1.6,0.1,Q2_emp,-980.4060490505435,-676.3273585296924
1.6,0,Q2_emp,-981.28248026074,-677.2037897398891
1.5,1,Q2_emp,-984.890356201634,-680.811665680783
1.5,0.9,Q2_emp,-985.4946192473328,-681.4159287264819
1.5,0.8,Q2_emp,-986.1090373190948,-682.0303467982437
1.5,0.7,Q2_emp,-986.7331725103255,-682.6544819894746
1.5,0.6,Q2_emp,-987.3665640342557,-683.2878735134049
1.5,0.5,Q2_emp,-988.0087291907012,-683.9300386698501
1.5,0.4,Q2_emp,-988.6591644849052,-684.5804739640542
1.5,0.3,Q2_emp,-989.3173468959892,-685.2386563751382
1.5,0.2,Q2_emp,-989.9827352903937,-685.9040447695427
1.5,0.1,Q2_emp,-990.654771973505,-686.5760814526542
1.5,0,Q2_emp,-991.3328843704709,-687.2541938496199
1.4,1,Q2_emp,-994.755131625342,-690.676441104491
1.4,0.9,Q2_emp,-995.2315103632219,-691.152819842371
1.4,0.8,Q2_emp,-995.7131338720385,-691.6344433511874
1.4,0.7,Q2_emp,-996.1997294739153,-692.1210389530644
1.4,0.6,Q2_emp,-996.6910150561397,-692.6123245352888
1.4,0.5,Q2_emp,-997.1866995889964,-693.1080090681454
1.4,0.4,Q2_emp,-997.686483694934,-693.6077931740831
1.4,0.3,Q2_emp,-998.190060267312,-694.111369746461
1.4,0.2,Q2_emp,-998.697115136387,-694.618424615536
1.4,0.1,Q2_emp,-999.2073277796012,-695.1286372587501
1.4,0,Q2_emp,-999.7203720726608,-695.6416815518098
1.3,1,Q2_emp,-1002.8504321726018,-698.7717416517507
1.3,0.9,Q2_emp,-1003.213025700711,-699.13433517986
1.3,0.8,Q2_emp,-1003.5780518054011,-699.4993612845501
1.3,0.7,Q2_emp,-1003.9453530503223,-699.8666625294713
1.3,0.6,Q2_emp,-1004.3147685484719,-700.2360780276209
1.3,0.5,Q2_emp,-1004.6861342020835,-700.6074436812327
1.3,0.4,Q2_emp,-1005.059282957676,-700.9805924368251
1.3,0.3,Q2_emp,-1005.4340450755,-701.355354554649
1.3,0.2,Q2_emp,-1005.8102484124777,-701.7315578916266
1.3,0.1,Q2_emp,-1006.1877187176044,-702.1090281967533
1.3,0,Q2_emp,-1006.5662799386267,-702.4875894177758
1.2,1,Q2_emp,-1009.3268996590057,-705.2482091381547
1.2,0.9,Q2_emp,-1009.5929287952476,-705.5142382743966
1.2,0.8,Q2_emp,-1009.8599161139916,-705.7812255931406
1.2,0.7,Q2_emp,-1010.1277774548735,-706.0490869340225
1.2,0.6,Q2_emp,-1010.3964275774839,-706.317737056633
1.2,0.5,Q2_emp,-1010.6657802586109,-706.5870897377599
1.2,0.4,Q2_emp,-1010.9357483933219,-706.8570578724709
1.2,0.3,Q2_emp,-1011.2062440996285,-707.1275535787776
1.2,0.2,Q2_emp,-1011.477178826457,-707.398488305606
1.2,0.1,Q2_emp,-1011.7484634646078,-707.6697729437568
1.2,0,Q2_emp,-1012.0200084603787,-707.9413179395276
1.1,1,Q2_emp,-1014.3661194762064,-Infinity
1.1,0.9,Q2_emp,-1014.553772862125,-Infinity
1.1,0.8,Q2_emp,-1014.7416978285775,-Infinity
1.1,0.7,Q2_emp,-1014.9298528927342,-Infinity
1.1,0.6,Q2_emp,-1015.1181963039751,-Infinity
1.1,0.5,Q2_emp,-1015.3066860784014,-Infinity
1.1,0.4,Q2_emp,-1015.4952800341512,-Infinity
1.1,0.3,Q2_emp,-1015.6839358274574,-Infinity
1.1,0.2,Q2_emp,-1015.87261098937,-Infinity
1.1,0.1,Q2_emp,-1016.0612629630684,-Infinity
1.1,0,Q2_emp,-1016.2498491416803,-Infinity
1,1,Q2_emp,-1018.1678031480185,-Infinity
1,0.9,Q2_emp,-1018.2945752557067,-Infinity
1,0.8,Q2_emp,-1018.4213530300212,-Infinity
1,0.7,Q2_emp,-1018.5481177494914,-Infinity
1,0.6,Q2_emp,-1018.6748506523005,-Infinity
1,0.5,Q2_emp,-1018.8015329469353,-Infinity
1,0.4,Q2_emp,-1018.9281458229633,-Infinity
1,0.3,Q2_emp,-1019.0546704619339,-Infinity
1,0.2,Q2_emp,-1019.1810880483795,-Infinity
1,0.1,Q2_emp,-1019.3073797809034,-Infinity
1,0,Q2_emp,-1019.4335268833381,-Infinity
0.9,1,Q2_emp,-1020.9373878683739,-Infinity
0.9,0.9,Q2_emp,-1021.0189490923776,-Infinity
0.9,0.8,Q2_emp,-1021.100446979847,-Infinity
0.9,0.7,Q2_emp,-1021.1818738770716,-Infinity
0.9,0.6,Q2_emp,-1021.2632221345101,-Infinity
0.9,0.5,Q2_emp,-1021.3444841096085,-Infinity
0.9,0.4,Q2_emp,-1021.4256521696288,-Infinity
0.9,0.3,Q2_emp,-1021.5067186944948,-Infinity
0.9,0.2,Q2_emp,-1021.5876760796444,-Infinity
0.9,0.1,Q2_emp,-1021.6685167388893,-Infinity
0.9,0,Q2_emp,-1021.7492331072806,-Infinity
0.8,1,Q2_emp,-1022.8750621050007,-Infinity
0.8,0.9,Q2_emp,-1022.9246266157152,-Infinity
0.8,0.8,Q2_emp,-1022.9741334519946,-Infinity
0.8,0.7,Q2_emp,-1023.0235798241188,-Infinity
0.8,0.6,Q2_emp,-1023.0729629480244,-Infinity
0.8,0.5,Q2_emp,-1023.122280045927,-Infinity
0.8,0.4,Q2_emp,-1023.1715283469464,-Infinity
0.8,0.3,Q2_emp,-1023.2207050877313,-Infinity
0.8,0.2,Q2_emp,-1023.2698075130855,-Infinity
0.8,0.1,Q2_emp,-1023.3188328765904,-Infinity
0.8,0,Q2_emp,-1023.3677784412296,-Infinity
0.7,1,Q2_emp,-1024.166898018855,-Infinity
0.7,0.9,Q2_emp,-1024.1950052002414,-Infinity
0.7,0.8,Q2_emp,-1024.2230774380166,-Infinity
0.7,0.7,Q2_emp,-1024.2511138468567,-Infinity
0.7,0.6,Q2_emp,-1024.2791135437512,-Infinity
0.7,0.5,Q2_emp,-1024.3070756481154,-Infinity
0.7,0.4,Q2_emp,-1024.3349992819021,-Infinity
0.7,0.3,Q2_emp,-1024.362883569713,-Infinity
0.7,0.2,Q2_emp,-1024.3907276389093,-Infinity
0.7,0.1,Q2_emp,-1024.4185306197255,-Infinity
0.7,0,Q2_emp,-1024.4462916453767,-Infinity
0.6,1,Q2_emp,-1024.9784185171707,-Infinity
0.6,0.9,Q2_emp,-1024.993020779147,-Infinity
0.6,0.8,Q2_emp,-1025.0076066407964,-Infinity
0.6,0.7,Q2_emp,-1025.0221758662171,-Infinity
0.6,0.6,Q2_emp,-1025.0367282201144,-Infinity
0.6,0.5,Q2_emp,-1025.0512634678175,-Infinity
0.6,0.4,Q2_emp,-1025.0657813752955,-Infinity
0.6,0.3,Q2_emp,-1025.080281709171,-Infinity
0.6,0.2,Q2_emp,-1025.094764236737,-Infinity
0.6,0.1,Q2_emp,-1025.1092287259717,-Infinity
0.6,0,Q2_emp,-1025.123674945553,-Infinity
0.5,1,Q2_emp,-1025.45061280124,-Infinity
0.5,0.9,Q2_emp,-1025.45736217252,-Infinity
0.5,0.8,Q2_emp,-1025.4641055180205,-Infinity
0.5,0.7,Q2_emp,-1025.4708427879368,-Infinity
0.5,0.6,Q2_emp,-1025.4775739325726,-Infinity
0.5,0.5,Q2_emp,-1025.4842989023405,-Infinity
0.5,0.4,Q2_emp,-1025.4910176477645,-Infinity
0.5,0.3,Q2_emp,-1025.4977301194797,-Infinity
0.5,0.2,Q2_emp,-1025.5044362682358,-Infinity
0.5,0.1,Q2_emp,-1025.511136044897,-Infinity
0.5,0,Q2_emp,-1025.5178294004443,-Infinity
0.4,1,Q2_emp,-1025.6981778659506,-Infinity
0.4,0.9,Q2_emp,-1025.7008185273967,-Infinity
0.4,0.8,Q2_emp,-1025.7034575419777,-Infinity
0.4,0.7,Q2_emp,-1025.7060949021484,-Infinity
0.4,0.6,Q2_emp,-1025.7087306003755,-Infinity
0.4,0.5,Q2_emp,-1025.711364629138,-Infinity
0.4,0.4,Q2_emp,-1025.7139969809264,-Infinity
0.4,0.3,Q2_emp,-1025.7166276482435,-Infinity
0.4,0.2,Q2_emp,-1025.7192566236042,-Infinity
0.4,0.1,Q2_emp,-1025.7218838995357,-Infinity
0.4,0,Q2_emp,-1025.7245094685775,-Infinity
0.3,1,Q2_emp,-1025.8096170195668,-Infinity
0.3,0.9,Q2_emp,-1025.8104129070946,-Infinity
0.3,0.8,Q2_emp,-1025.8112085003581,-Infinity
0.3,0.7,Q2_emp,-1025.8120037986782,-Infinity
0.3,0.6,Q2_emp,-1025.8127988013753,-Infinity
0.3,0.5,Q2_emp,-1025.8135935077714,-Infinity
0.3,0.4,Q2_emp,-1025.814387917189,-Infinity
0.3,0.3,Q2_emp,-1025.8151820289506,-Infinity
0.3,0.2,Q2_emp,-1025.8159758423803,-Infinity
0.3,0.1,Q2_emp,-1025.816769356802,-Infinity
0.3,0,Q2_emp,-1025.8175625715407,-Infinity
0.2,1,Q2_emp,-1025.848762537027,-Infinity
0.2,0.9,Q2_emp,-1025.848911957545,-Infinity
0.2,0.8,Q2_emp,-1025.8490613528902,-Infinity
0.2,0.7,Q2_emp,-1025.849210723039,-Infinity
0.2,0.6,Q2_emp,-1025.8493600679676,-Infinity
0.2,0.5,Q2_emp,-1025.849509387652,-Infinity
0.2,0.4,Q2_emp,-1025.8496586820686,-Infinity
0.2,0.3,Q2_emp,-1025.8498079511935,-Infinity
0.2,0.2,Q2_emp,-1025.8499571950035,-Infinity
0.2,0.1,Q2_emp,-1025.8501064134741,-Infinity
0.2,0,Q2_emp,-1025.8502556065819,-Infinity
0.1,1,Q2_emp,-1025.8572892469674,-Infinity
0.1,0.9,Q2_emp,-1025.8572981065863,-Infinity
0.1,0.8,Q2_emp,-1025.8573069658319,-Infinity
0.1,0.7,Q2_emp,-1025.857315824703,-Infinity
0.1,0.6,Q2_emp,-1025.8573246832002,-Infinity
0.1,0.5,Q2_emp,-1025.8573335413234,-Infinity
0.1,0.4,Q2_emp,-1025.8573423990722,-Infinity
0.1,0.3,Q2_emp,-1025.857351256447,-Infinity
0.1,0.2,Q2_emp,-1025.8573601134472,-Infinity
0.1,0.1,Q2_emp,-1025.8573689700736,-Infinity
0.1,0,Q2_emp,-1025.8573778263249,-Infinity
0,1,Q2_emp,-1025.8578272287193,-Infinity
0,0.9,Q2_emp,-1025.8578272287193,-Infinity
0,0.8,Q2_emp,-1025.8578272287193,-Infinity
0,0.7,Q2_emp,-1025.8578272287193,-Infinity
0,0.6,Q2_emp,-1025.8578272287193,-Infinity
0,0.5,Q2_emp,-1025.8578272287193,-Infinity
0,0.4,Q2_emp,-1025.8578272287193,-Infinity
0,0.3,Q2_emp,-1025.8578272287193,-Infinity
0,0.2,Q2_emp,-1025.8578272287193,-Infinity
0,0.1,Q2_emp,-1025.8578272287193,-Infinity
0,0,Q2_emp,-1025.8578272287193,-Infinity
14.9,1,Q1_emp,-586.340544071711,-282.26185355086005
14.9,0.9,Q1_emp,-533.8243542449021,-229.74566372405124
14.9,0.8,Q1_emp,-488.90110130053773,-184.82241077968678
14.9,0.7,Q1_emp,-450.3957091282652,-146.31701860741424
14.9,0.6,Q1_emp,-417.27551819645487,-113.19682767560391
14.9,0.5,Q1_emp,-388.9453818849297,-84.86669136407876
14.9,0.4,Q1_emp,-365.35809904207866,-61.27940852122771
14.9,0.3,Q1_emp,-347.2170845212326,-43.13839400038165
14.9,0.2,Q1_emp,-336.3934024764729,-32.31471195562194
14.9,0.1,Q1_emp,-336.37496282845365,-32.2962723076027
14.9,0,Q1_emp,-351.8110930005343,-47.732402479683344
14.8,1,Q1_emp,-584.197592374252,-280.1189018534011
14.8,0.9,Q1_emp,-531.9808740219146,-227.9021835010636
14.8,0.8,Q1_emp,-487.2911412206098,-183.21245069975885
14.8,0.7,Q1_emp,-448.9776110545833,-144.89892053373234
14.8,0.6,Q1_emp,-416.0261371344184,-111.94744661356742
14.8,0.5,Q1_emp,-387.8531711886542,-83.77448066780325
14.8,0.4,Q1_emp,-364.4195384150159,-60.340847894164945
14.8,0.3,Q1_emp,-346.4327278970732,-42.354037376222266
14.8,0.2,Q1_emp,-335.75567067721164,-31.676980156360685
14.8,0.1,Q1_emp,-335.8375696381085,-31.758879117257553
14.8,0,Q1_emp,-351.25223355303564,-47.17354303218468
14.7,1,Q1_emp,-582.0647760478344,-277.98608552698335
14.7,0.9,Q1_emp,-530.147783357514,-226.06909283666306
14.7,0.8,Q1_emp,-485.6919592283913,-181.61326870754033
14.7,0.7,Q1_emp,-447.5706112534562,-143.49192073260525
14.7,0.6,Q1_emp,-414.7881114406573,-110.70942091980636
14.7,0.5,Q1_emp,-386.7725896011638,-82.69389908031286
14.7,0.4,Q1_emp,-363.49292402850654,-59.41423350765558
14.7,0.3,Q1_emp,-345.6605849155582,-41.58189439470726
14.7,0.2,Q1_emp,-335.13014412179024,-31.051453600939286
14.7,0.1,Q1_emp,-335.3120212243146,-31.23333070346365
14.7,0,Q1_emp,-350.7051450930443,-46.626454572193325
14.6,1,Q1_emp,-579.9422793635508,-275.8635888426998
14.6,0.9,Q1_emp,-528.3252744687082,-224.24658394785735
14.6,0.8,Q1_emp,-484.10375957855433,-180.02506905770338
14.6,0.7,Q1_emp,-446.17492977763237,-142.09623925678142
14.6,0.6,Q1_emp,-413.56167819484864,-109.48298767399768
14.6,0.5,Q1_emp,-385.70389093064045,-81.6252004097895
14.6,0.4,Q1_emp,-362.57852443375975,-58.4998339129088
14.6,0.3,Q1_emp,-344.90093407419505,-40.822243553344094
14.6,0.2,Q1_emp,-334.5171054127716,-30.438414891920672
14.6,0.1,Q1_emp,-334.79860359314273,-30.719913072291774
14.6,0,Q1_emp,-350.17011749665716,-46.09142697580621
14.5,1,Q1_emp,-577.8302909669017,-273.75160044605065
14.5,0.9,Q1_emp,-526.5135442785058,-222.43485375765482
14.5,0.8,Q1_emp,-482.52675162566027,-178.4480611048093
14.5,0.7,Q1_emp,-444.79079227199344,-140.71210175114248
14.5,0.6,Q1_emp,-412.3470806235366,-108.26839010268567
14.5,0.5,Q1_emp,-384.6473356608659,-80.56864514001497
14.5,0.4,Q1_emp,-361.6766152768996,-57.59792475604866
14.5,0.3,Q1_emp,-344.1540612341696,-40.07537071331865
14.5,0.2,Q1_emp,-333.9168446923485,-29.838154171497536
14.5,0.1,Q1_emp,-334.2976104131419,-30.218919892290955
14.5,0,Q1_emp,-349.6474482272689,-45.568757706417955
14.4,1,Q1_emp,-575.7290040049822,-271.6503134841313
14.4,0.9,Q1_emp,-524.7127945570253,-220.63410403617428
14.4,0.8,Q1_emp,-480.9611499802813,-176.88245945943032
14.4,0.7,Q1_emp,-443.4184301455966,-139.33973962474562
14.4,0.6,Q1_emp,-411.14456828833335,-107.06587776748239
14.4,0.5,Q1_emp,-383.6031911529776,-79.52450063212667
14.4,0.4,Q1_emp,-360.7874795091926,-56.70878898834167
14.4,0.3,Q1_emp,-343.4202598343033,-39.34156931345234
14.4,0.2,Q1_emp,-333.32965985722376,-29.25096933637281
14.4,0.1,Q1_emp,-333.8093432262613,-29.730652705410364
14.4,0,Q1_emp,-349.13744253698377,-45.058752016132814
14.3,1,Q1_emp,-573.6386162582372,-269.5599257373864
14.3,0.9,Q1_emp,-522.9232320677952,-218.84454154694419
14.3,0.8,Q1_emp,-479.40717467091105,-175.3284841500601
14.3,0.7,Q1_emp,-442.0580807500502,-137.97939022919923
14.3,0.6,Q1_emp,-409.95439728086865,-105.87570676001769
14.3,0.5,Q1_emp,-382.5717318542199,-78.49304133336894
14.3,0.4,Q1_emp,-359.91140760429016,-55.832717083439206
14.3,0.3,Q1_emp,-342.69983111184854,-38.621140590997584
14.3,0.2,Q1_emp,-332.75585677998464,-28.677166259133685
14.3,0.1,Q1_emp,-333.33411166474013,-29.255421143889183
14.3,0,Q1_emp,-348.640413673504,-44.56172315265303
14.2,1,Q1_emp,-571.5593302770033,-267.48063975615224
14.2,0.9,Q1_emp,-521.1450687194792,-217.06637819862823
14.2,0.8,Q1_emp,-477.86505131195105,-173.7863607911001
14.2,0.7,Q1_emp,-440.7099875645028,-136.63129704365184
14.2,0.6,Q1_emp,-408.7768304247853,-104.69813990393436
14.2,0.5,Q1_emp,-381.5532395139799,-77.47454899312896
14.2,0.4,Q1_emp,-359.0486977827555,-54.97000726190453
14.2,0.3,Q1_emp,-341.9930843303697,-37.91439380951874
14.2,0.2,Q1_emp,-332.1957495371927,-28.11705901634173
14.2,0.1,Q1_emp,-332.8722336741519,-28.79354315330096
14.2,0,Q1_emp,-348.15668309265703,-44.07799257180608
14.1,1,Q1_emp,-569.4913535230572,-265.41266300220633
14.1,0.9,Q1_emp,-519.3785217232913,-215.29983120244043
14.1,0.8,Q1_emp,-476.3350112780328,-172.25632075718187
14.1,0.7,Q1_emp,-439.3744003875524,-135.29570986670143
14.1,0.6,Q1_emp,-407.6121374850806,-103.53344696422965
14.1,0.5,Q1_emp,-380.54800340740474,-76.46931288655378
14.1,0.4,Q1_emp,-358.19965624416096,-54.12096572331001
14.1,0.3,Q1_emp,-341.3003370149778,-37.221646494126844
14.1,0.2,Q1_emp,-331.64966064441666,-27.5709701235657
14.1,0.1,Q1_emp,-332.4240357428047,-28.34534522195372
14.1,0,Q1_emp,-347.6865806767555,-43.607890155904556
14,1,Q1_emp,-567.434898516422,-263.35620799557097
14,0.9,Q1_emp,-517.6238137563645,-213.5451232355136
14,0.8,Q1_emp,-474.8172918849931,-170.73860136414214
14,0.7,Q1_emp,-438.0515755363856,-133.97288501553464
14,0.6,Q1_emp,-406.46059538511463,-102.38190486426369
14,0.5,Q1_emp,-379.55632056691394,-75.477630046063
14,0.4,Q1_emp,-357.3645974070505,-53.28590688619954
14,0.3,Q1_emp,-340.6219151951848,-36.54322467433383
14,0.2,Q1_emp,-331.1179212984565,-27.039230777605553
14,0.1,Q1_emp,-331.9898531377128,-27.911162616861873
14,0,Q1_emp,-347.2304449589719,-43.15175443812092
13.9,1,Q1_emp,-565.3901829876755,-261.31149246682463
13.9,0.9,Q1_emp,-515.8811731313621,-211.80248261051116
13.9,0.8,Q1_emp,-473.3121365778038,-169.23344605695286
13.9,0.7,Q1_emp,-436.74177605347575,-132.6630855326248
13.9,0.6,Q1_emp,-405.3224884316243,-101.24379791077337
13.9,0.5,Q1_emp,-378.5784960219365,-74.49980550108553
13.9,0.4,Q1_emp,-356.5438441570815,-52.46515363623053
13.9,0.3,Q1_emp,-339.9581536556672,-35.87946313481626
13.9,0.2,Q1_emp,-330.6008716270013,-26.522181106150356
13.9,0.1,Q1_emp,-331.5700301473475,-27.49133962649654
13.9,0,Q1_emp,-346.78862335393785,-42.709932833086896
13.8,1,Q1_emp,-563.3574300360431,-259.27873951519206
13.8,0.9,Q1_emp,-514.1508339726466,-210.07214345179574
13.8,0.8,Q1_emp,-471.8197951257978,-167.74110460494686
13.8,0.7,Q1_emp,-435.4452719212055,-131.36658140035456
13.8,0.6,Q1_emp,-404.19810854810044,-100.11941802724948
13.8,0.5,Q1_emp,-377.6148430472207,-73.53615252636973
13.8,0.4,Q1_emp,-355.7377281036711,-51.65903758282013
13.8,0.3,Q1_emp,-339.30939619523684,-35.230705674385895
13.8,0.2,Q1_emp,-330.0988609459929,-26.02017042514194
13.8,0.1,Q1_emp,-331.1649203314116,-27.086229810560667
13.8,0,Q1_emp,-346.3614723947726,-42.282781873921635
13.7,1,Q1_emp,-561.3368682935572,-257.25817777270623
13.7,0.9,Q1_emp,-512.433036399315,-208.35434587846416
13.7,0.8,Q1_emp,-470.34052382554364,-166.2618333046927
13.7,0.7,Q1_emp,-434.1623402847711,-130.08364976392016
13.7,0.6,Q1_emp,-403.08775551689405,-99.00906499604311
13.7,0.5,Q1_emp,-376.6656834200818,-72.58699289923084
13.7,0.4,Q1_emp,-354.9465898454922,-50.86789932464126
13.7,0.3,Q1_emp,-338.6759958943326,-34.59730537348162
13.7,0.2,Q1_emp,-329.6122480249712,-25.533557504120267
