iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	text	timeFromRoundStart	eventType	cardAskedAbout
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546221232906	5	overlap	5H,JH	KC,JH	Where is the 5 of hearts?	2941	chatMessage	5H
full_sample	1290-87e07ac8-7fac-4e41-a103-17e6741b1988	1546220954985	0	overlap	JH,QD	8H,QD	Where is the jack of hearts?	7996	chatMessage	JH
full_sample	1290-87e07ac8-7fac-4e41-a103-17e6741b1988	1546220987847	0	overlap	JH,QD	8H,QD	Where is the where is the queen of diamonds?	7782	chatMessage	QD
full_sample	1290-87e07ac8-7fac-4e41-a103-17e6741b1988	1546221013147	1	overlap	7D,10H	7S,10H	Where is the 7 of spades?	5348	chatMessage	7S
full_sample	1290-87e07ac8-7fac-4e41-a103-17e6741b1988	1546221060395	1	overlap	7D,10H	7S,10H	Where is the 7 of diamonds?	3504	chatMessage	7D
full_sample	1290-87e07ac8-7fac-4e41-a103-17e6741b1988	1546221109716	2	catch	9S	JC	Where is the where is the 9 of spades?	7075	chatMessage	9S
full_sample	1290-87e07ac8-7fac-4e41-a103-17e6741b1988	1546221140493	3	baseline	QD,10H	6H,AH	Where is the Queen of diamonds?	4827	chatMessage	QD
full_sample	1290-87e07ac8-7fac-4e41-a103-17e6741b1988	1546221170979	4	baseline	8C,10H	JD,6C	Where is the where is the 8 of clubs?	9739	chatMessage	8C
full_sample	1290-87e07ac8-7fac-4e41-a103-17e6741b1988	1546221190470	5	catch	4S	QD	Where is the 4 of spades?	3034	chatMessage	4S
full_sample	3185-309ce3a4-537d-4b81-9b1d-e045d36034f7	1546220941538	0	overlap	4D,3D	9C,3D	Where is the 4 of diamonds?	3093	chatMessage	4D
full_sample	3185-309ce3a4-537d-4b81-9b1d-e045d36034f7	1546220969093	0	overlap	4D,3D	9C,3D	Where is the where is the 3 of diamonds?	6565	chatMessage	3D
full_sample	3185-309ce3a4-537d-4b81-9b1d-e045d36034f7	1546221012749	1	overlap	KH,4S	QD,4S	Where is the Where is the king of hearts?	14372	chatMessage	KH
full_sample	3185-309ce3a4-537d-4b81-9b1d-e045d36034f7	1546221072669	2	baseline	KS,QS	KC,AH	Where is the the ace of hearts?	4758	chatMessage	AH
full_sample	3185-309ce3a4-537d-4b81-9b1d-e045d36034f7	1546221094209	2	baseline	KS,QS	KC,AH	Where is the king of spades?	3868	chatMessage	KS
full_sample	3185-309ce3a4-537d-4b81-9b1d-e045d36034f7	1546221111610	2	baseline	KS,QS	KC,AH	Where is the queen of spades?	3692	chatMessage	QS
full_sample	3185-309ce3a4-537d-4b81-9b1d-e045d36034f7	1546221131672	3	catch	5S	2S	Where is the Where is the five of spades??	5062	chatMessage	5S
full_sample	3185-309ce3a4-537d-4b81-9b1d-e045d36034f7	1546221150375	4	catch	8C	6H	Where is the 8 of clubs?	3244	chatMessage	8C
full_sample	3185-309ce3a4-537d-4b81-9b1d-e045d36034f7	1546221173354	5	baseline	JC,3C	2D,6S	Where is the Where is the jack of clubs??	7385	chatMessage	JC
full_sample	3185-309ce3a4-537d-4b81-9b1d-e045d36034f7	1546221191003	5	baseline	JC,3C	2D,6S	Where is the where is the three of clubs??	4334	chatMessage	3C
full_sample	5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45	1546220991692	0	overlap	4D,9D	8H,9D	Where is the 4 of diamonds?	4947	chatMessage	4D
full_sample	5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45	1546221014572	0	overlap	4D,9D	8H,9D	Where is the 9 of diamonds?	5421	chatMessage	9D
full_sample	5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45	1546221039598	1	baseline	9H,8C	JH,KH	Where is the nine of hearts?	4697	chatMessage	9H
full_sample	5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45	1546221071693	1	baseline	9H,8C	JH,KH	Where is the eight of clubs?	8209	chatMessage	8C
full_sample	5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45	1546221090726	2	baseline	JS,JC	AD,6S	Where is the jack of spades?	5713	chatMessage	JS
full_sample	5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45	1546221117008	3	overlap	4D,8C	9C,8C	Where is the four of diamonds?	5334	chatMessage	4D
full_sample	5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45	1546221138902	3	overlap	4D,8C	9C,8C	Where is the eight of clubs?	4297	chatMessage	8C
full_sample	5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45	1546221161732	4	catch	3C	JH	Where is the 3 of clubs?	6444	chatMessage	3C
full_sample	5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45	1546221178181	5	catch	5H	KS	Where is the five of hearts?	4304	chatMessage	5H
full_sample	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1546221013647	0	baseline	JC,QH	4S,4H	Where is the Jack Clubs?	5278	chatMessage	JC
full_sample	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1546221075215	0	baseline	JC,QH	4S,4H	Where is the Queen Hearts?	3203	chatMessage	QH
full_sample	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1546221096294	1	baseline	JC,7H	QC,10S	Where is the 7 of hearts?	3564	chatMessage	7H
full_sample	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1546221118787	1	baseline	JC,7H	QC,10S	Where is the where is the jack of clubs?	10763	chatMessage	JC
full_sample	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1546221154659	2	overlap	10S,KD	3C,KD	Where is the 10 Spades and King Diamonds?	11318	chatMessage	BOTH
full_sample	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1546221192884	2	overlap	10S,KD	3C,KD	Where is the 10 Spades?	4816	chatMessage	10S
full_sample	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1546221211017	3	overlap	2C,AC	9D,AC	Where is the 2 of aces?	4147	chatMessage	2A
full_sample	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1546221249491	4	catch	KS	2H	Where is the King Spades 2 hearts?	8003	chatMessage	BOTH
full_sample	3377-a5e642f8-c188-4460-839c-40af1504b1f2	1546221272799	5	catch	8D	JS	Where is the 8 of diamonds?	3289	chatMessage	8D
full_sample	2278-86591ce2-1395-42a0-a882-f146bae81089	1546221065711	1	overlap	9D,3D	4C,3D	Where is the Where is the 9 of diamonds?	4709	chatMessage	9D
full_sample	2278-86591ce2-1395-42a0-a882-f146bae81089	1546221092385	2	baseline	JH,3H	AH,5C	Where is the jack of hearts?	2226	chatMessage	JH
full_sample	2278-86591ce2-1395-42a0-a882-f146bae81089	1546221111163	3	catch	JS	7H	Where is the jack of spades?	5056	chatMessage	JS
full_sample	2278-86591ce2-1395-42a0-a882-f146bae81089	1546221128995	4	overlap	7H,8C	7D,8C	Where is the 7 of hearts?	2461	chatMessage	7H
full_sample	2278-86591ce2-1395-42a0-a882-f146bae81089	1546221147741	5	baseline	QC,AH	QS,KC	Where is the ace of hearts?	3974	chatMessage	AH
full_sample	2885-fbc1e68e-d95d-499f-813b-c09e31e77a65	1546221053468	0	overlap	2H,6S	JD,6S	Where is the 6 of spades?	9182	chatMessage	6S
full_sample	2885-fbc1e68e-d95d-499f-813b-c09e31e77a65	1546221088405	0	overlap	2H,6S	JD,6S	Where is the 2 of hearts?	3539	chatMessage	2H
full_sample	2885-fbc1e68e-d95d-499f-813b-c09e31e77a65	1546221115592	1	baseline	2D,KH	AH,AS	Where is the two of diamonds?	4133	chatMessage	2D
full_sample	2885-fbc1e68e-d95d-499f-813b-c09e31e77a65	1546221147808	2	baseline	KS,3H	AC,8S	Where is the king of spades?	5099	chatMessage	KS
full_sample	5092-e5856c11-15f4-48ce-843c-fabc46e2e186	1546221109594	0	baseline	7C,QH	4S,10D	Where is the Queen of Hearts?	4715	chatMessage	QH
full_sample	5092-e5856c11-15f4-48ce-843c-fabc46e2e186	1546221138542	0	baseline	7C,QH	4S,10D	Where is the seven of clubs?	5318	chatMessage	7C
full_sample	5092-e5856c11-15f4-48ce-843c-fabc46e2e186	1546221168654	1	catch	KS	6S	Where is the where is the king of spades?	7917	chatMessage	KS
full_sample	5092-e5856c11-15f4-48ce-843c-fabc46e2e186	1546221206042	2	overlap	2D,AD	3C,AD	Where is the two of diamonds AND the other card in the combo?	20678	chatMessage	BOTH
full_sample	5092-e5856c11-15f4-48ce-843c-fabc46e2e186	1546221254309	3	baseline	10D,3S	7D,2C	Where is the where is the 10 of diamond?	9405	chatMessage	10D
full_sample	5092-e5856c11-15f4-48ce-843c-fabc46e2e186	1546221276941	4	catch	9D	7H	Where is the nine of diamonds?	5367	chatMessage	9D
full_sample	5092-e5856c11-15f4-48ce-843c-fabc46e2e186	1546221305420	5	overlap	KD,9S	JD,9S	Where is the where is the nine of spade?	7787	chatMessage	9S
full_sample	4792-2962ffed-8e0e-463e-a81f-de482caaba90	1546221112091	0	baseline	JS,2H	6H,9S	Where is the the jack of spade?	8132	chatMessage	JS
full_sample	4792-2962ffed-8e0e-463e-a81f-de482caaba90	1546221130630	1	baseline	AS,3H	7S,5D	Where is the ace of spades?	3561	chatMessage	AS
full_sample	4792-2962ffed-8e0e-463e-a81f-de482caaba90	1546221160174	1	baseline	AS,3H	7S,5D	Where is the where is the three of hearts?	3421	chatMessage	3H
full_sample	4792-2962ffed-8e0e-463e-a81f-de482caaba90	1546221195399	1	baseline	AS,3H	7S,5D	Where is the ace of spades?	2356	chatMessage	AS
full_sample	4792-2962ffed-8e0e-463e-a81f-de482caaba90	1546221216223	2	catch	JH	8D	Where is the the jack of heart?	6068	chatMessage	JH
full_sample	4792-2962ffed-8e0e-463e-a81f-de482caaba90	1546221233210	3	catch	3D	4D	Where is the 3 of diamonds?	4807	chatMessage	3D
full_sample	4792-2962ffed-8e0e-463e-a81f-de482caaba90	1546221266566	4	overlap	9D,4H	KS,4H	Where is the where is the four of heart?	9617	chatMessage	4H
full_sample	4792-2962ffed-8e0e-463e-a81f-de482caaba90	1546221299995	5	overlap	7H,3C	7C,3C	Where is the 7 of hearts?	3801	chatMessage	7H
full_sample	6407-0246614d-6c47-496c-b4c5-0c7845a7fb09	1546221150486	0	baseline	2S,3C	JS,QS	Where is the Jack of Spades?	1877	chatMessage	JS
full_sample	4008-3f05f5c0-7b86-405f-a5b4-1457df0f5451	1546221210140	0	catch	JC	9S	Where is the Where is the Jack of clubs?	21871	chatMessage	JC
full_sample	4008-3f05f5c0-7b86-405f-a5b4-1457df0f5451	1546221243124	0	catch	JC	9S	Where is the is the jack of clubs?	3324	chatMessage	JC
full_sample	7029-500a3daa-6624-4f52-b7cc-456e61df8ab5	1546221245530	0	catch	2C	QS	Where is the queen of spades??	3812	chatMessage	QS
full_sample	7029-500a3daa-6624-4f52-b7cc-456e61df8ab5	1546221280986	0	catch	2C	QS	Where is the two of clubs?	2115	chatMessage	2C
full_sample	7029-500a3daa-6624-4f52-b7cc-456e61df8ab5	1546221302853	1	overlap	6C,KD	10H,KD	Where is the king of diamonds?	4988	chatMessage	KD
full_sample	7029-500a3daa-6624-4f52-b7cc-456e61df8ab5	1546221324674	1	overlap	6C,KD	10H,KD	Where is the 6 of clubs?	3986	chatMessage	6C
full_sample	7029-500a3daa-6624-4f52-b7cc-456e61df8ab5	1546221347414	1	overlap	6C,KD	10H,KD	Where is the 6 of clubs?	3014	chatMessage	6C
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221245627	0	catch	KD	9C	Where is the 9 of clubs?	9515	chatMessage	9C
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221280355	0	catch	KD	9C	Where is the King of Diamond?	6431	chatMessage	KD
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221297921	1	baseline	4S,AS	6H,6D	Where is the where is the Ace of diamonds?	6784	chatMessage	AD
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221327012	1	baseline	4S,AS	6H,6D	Where is the Where is the 4 of clubs?	3479	chatMessage	4C
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221368299	2	baseline	4C,7D	5C,KS	Where is the Club?	4324	chatMessage	?
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221416455	2	baseline	4C,7D	5C,KS	Where is the Diamond?	1360	chatMessage	?
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221436289	2	baseline	4C,7D	5C,KS	Where is the Club?	1114	chatMessage	?
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221457480	3	overlap	9D,QC	5S,QC	Where is the Where is the 9 of Diamonds??	9880	chatMessage	9D
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221492436	4	overlap	6D,JH	JD,JH	Where is the 6 of diamond?	4321	chatMessage	6D
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221516368	4	overlap	6D,JH	JD,JH	Where is the jack of heart?	3552	chatMessage	JH
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221532009	5	catch	AD	4C	Where is the Where is the Ace of diamonds?	3468	chatMessage	AD
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221581889	5	catch	AD	4C	Where is the Where is the Ace of diamonds?	3407	chatMessage	AD
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221601925	5	catch	AD	4C	Where is the Where is the Ace of diamonds?	3807	chatMessage	AD
full_sample	7586-e6c4d451-7199-4207-bbad-58d2dce6f39c	1546221613657	5	catch	AD	4C	Where is the Where is the Ace of diamonds?	3120	chatMessage	AD
full_sample	0119-a207bc19-dc29-472c-bda0-a600efcd1482	1546221351700	0	catch	7C	9S	Where is the 7 of clubs?	7164	chatMessage	7C
full_sample	0119-a207bc19-dc29-472c-bda0-a600efcd1482	1546221401464	1	baseline	10C,AD	4D,8H	Where is the Where is the ten of clubs?	6861	chatMessage	10C
full_sample	0119-a207bc19-dc29-472c-bda0-a600efcd1482	1546221438584	1	baseline	10C,AD	4D,8H	Where is the ace of diamonds?	7036	chatMessage	AD
full_sample	0119-a207bc19-dc29-472c-bda0-a600efcd1482	1546221466811	2	overlap	5H,4H	4D,4H	Where is the 5 of hearts?	8251	chatMessage	5H
full_sample	0119-a207bc19-dc29-472c-bda0-a600efcd1482	1546221533224	2	overlap	5H,4H	4D,4H	Where is the 4 of hearts?	10335	chatMessage	4H
full_sample	0119-a207bc19-dc29-472c-bda0-a600efcd1482	1546221570447	3	overlap	JC,5H	QC,5H	Where is the jack of clubs?	3226	chatMessage	JC
full_sample	0119-a207bc19-dc29-472c-bda0-a600efcd1482	1546221607674	4	baseline	10H,AS	KS,9C	Where is the ace of spades?	8554	chatMessage	AS
full_sample	0119-a207bc19-dc29-472c-bda0-a600efcd1482	1546221630355	4	baseline	10H,AS	KS,9C	Where is the 10 of hearts?	3876	chatMessage	10H
full_sample	0119-a207bc19-dc29-472c-bda0-a600efcd1482	1546221649072	5	catch	4H	3C	Where is the four of hearts?	3923	chatMessage	4H
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221401509	0	catch	9H	10S	Where is the ten of spades?	1111	chatMessage	10S
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221418290	0	catch	9H	10S	Where is the nine of hearts?	6262	chatMessage	9H
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221442219	1	catch	KD	7H	Where is the king of diamonds?	7459	chatMessage	KD
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221461795	2	overlap	JD,JH	10D,JH	Where is the jack of hearts?	3062	chatMessage	JH
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221484545	3	overlap	4D,6C	5C,6C	Where is the 4 of diamonds?	6055	chatMessage	4D
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221502510	3	overlap	4D,6C	5C,6C	Where is the and the other?	4698	chatMessage	?
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221519270	4	baseline	AD,5H	6S,JH	Where is the ace of diamonds?	2722	chatMessage	AD
full_sample	6032-dd763fff-a7fd-4efa-8108-ec70a1094843	1546221537840	5	baseline	2S,3D	9H,8C	Where is the 2 of spades?	3950	chatMessage	2S
full_sample	1762-fbca142f-50d5-4039-942a-1adb3b05908f	1546221508061	0	baseline	9H,3C	9D,5H	Where is the 9 of hearts?	5257	chatMessage	9H
full_sample	1762-fbca142f-50d5-4039-942a-1adb3b05908f	1546221553956	1	baseline	JD,7D	2S,9C	Where is the Where is the seven of spades?	15698	chatMessage	7S
full_sample	1762-fbca142f-50d5-4039-942a-1adb3b05908f	1546221611586	2	overlap	5D,9H	10H,9H	Where is the 5 of diamonds ?	9725	chatMessage	5D
full_sample	1762-fbca142f-50d5-4039-942a-1adb3b05908f	1546221648078	3	catch	3H	AS	Where is the only the three of hearts?	11826	chatMessage	3H
full_sample	1762-fbca142f-50d5-4039-942a-1adb3b05908f	1546221717464	4	catch	JC	KS	Where is the the jack of clubs?	50811	chatMessage	JC
full_sample	1762-fbca142f-50d5-4039-942a-1adb3b05908f	1546221745393	5	overlap	AS,8H	3S,8H	Where is the ace of spades?	5888	chatMessage	AS
full_sample	1703-1f064c3a-4f52-4238-8c42-5d49cd89de43	1546221590004	0	baseline	AH,2H	JS,8H	Where is the 2 of hearts?	3069	chatMessage	2H
full_sample	1703-1f064c3a-4f52-4238-8c42-5d49cd89de43	1546221633195	0	baseline	AH,2H	JS,8H	Where is the where is teh ace of hearts?	5212	chatMessage	AH
full_sample	1703-1f064c3a-4f52-4238-8c42-5d49cd89de43	1546221659926	1	overlap	KD,9D	QH,9D	Where is the 9 of diamonds?	5890	chatMessage	9D
full_sample	1703-1f064c3a-4f52-4238-8c42-5d49cd89de43	1546221686528	1	overlap	KD,9D	QH,9D	Where is the King of hearts?	5911	chatMessage	KH
full_sample	1703-1f064c3a-4f52-4238-8c42-5d49cd89de43	1546221732170	2	overlap	8D,7S	9C,7S	Where is the 8 of diamonds?	4277	chatMessage	8D
full_sample	1703-1f064c3a-4f52-4238-8c42-5d49cd89de43	1546221754152	2	overlap	8D,7S	9C,7S	Where is the where is the 7 of spades?	6255	chatMessage	7S
full_sample	1703-1f064c3a-4f52-4238-8c42-5d49cd89de43	1546221785002	3	baseline	2D,3D	7S,6H	Where is the 2 of diamonds?	6208	chatMessage	2D
full_sample	1703-1f064c3a-4f52-4238-8c42-5d49cd89de43	1546221808931	4	catch	2H	6H	Where is the 2 of hearts?	1416	chatMessage	2H
full_sample	1703-1f064c3a-4f52-4238-8c42-5d49cd89de43	1546221838952	5	catch	5H	5D	Where is the 5 of hearts?	6060	chatMessage	5H
full_sample	9744-2afe8524-cb4a-4ee4-be71-1b1e550b727b	1546218448148	0	overlap	JC,5H	7C,5H	Where is the 7 clubs?	4917	chatMessage	7C
full_sample	9744-2afe8524-cb4a-4ee4-be71-1b1e550b727b	1546218474334	0	overlap	JC,5H	7C,5H	Where is the jack clubs?	3708	chatMessage	JC
full_sample	9744-2afe8524-cb4a-4ee4-be71-1b1e550b727b	1546218493258	1	overlap	3D,5C	8S,5C	Where is the three of diamonds?	4267	chatMessage	3D
full_sample	9744-2afe8524-cb4a-4ee4-be71-1b1e550b727b	1546218527755	1	overlap	3D,5C	8S,5C	Where is the five of clubs?	4610	chatMessage	5C
full_sample	3982-1e176564-3d30-4705-96be-fe7fb1299e98	1546221749865	0	overlap	9D,7H	5C,7H	Where is the 9 of diamonds?	5263	chatMessage	9D
full_sample	3982-1e176564-3d30-4705-96be-fe7fb1299e98	1546221816997	0	overlap	9D,7H	5C,7H	Where is the 7 of hearts?	4926	chatMessage	7H
full_sample	3982-1e176564-3d30-4705-96be-fe7fb1299e98	1546221852769	1	baseline	4C,10S	9S,KS	Where is the 4 of clubs?	1908	chatMessage	4C
full_sample	3982-1e176564-3d30-4705-96be-fe7fb1299e98	1546221930328	1	baseline	4C,10S	9S,KS	Where is the 4 of clubs?	7629	chatMessage	4C
full_sample	3982-1e176564-3d30-4705-96be-fe7fb1299e98	1546221990861	2	baseline	2H,7D	JC,7S	Where is the 7 of clubs ?	12999	chatMessage	7C
full_sample	3982-1e176564-3d30-4705-96be-fe7fb1299e98	1546222051191	2	baseline	2H,7D	JC,7S	Where is the Sorry seven of diamonds?	13889	chatMessage	7D
full_sample	3982-1e176564-3d30-4705-96be-fe7fb1299e98	1546222083911	3	catch	QC	3D	Where is the Queen of Clubs?	5209	chatMessage	QC
full_sample	3982-1e176564-3d30-4705-96be-fe7fb1299e98	1546222174072	4	catch	QC	QH	Where is the Quenn of clubs?	11194	chatMessage	QC
full_sample	3982-1e176564-3d30-4705-96be-fe7fb1299e98	1546222197956	5	overlap	4H,QC	4S,QC	Where is the Where is the 4 of hearts?	5076	chatMessage	4H
full_sample	9952-970d4fd1-bcd4-4d54-af9f-9f45e27e451a	1546229465061	0	overlap	6S,8D	QC,8D	Where is the 6 of spade?	5232	chatMessage	6S
full_sample	9952-970d4fd1-bcd4-4d54-af9f-9f45e27e451a	1546229484139	0	overlap	6S,8D	QC,8D	Where is the 8 of diamond?	1976	chatMessage	8D
full_sample	9952-970d4fd1-bcd4-4d54-af9f-9f45e27e451a	1546229509315	1	overlap	JH,3H	5H,3H	Where is the three of hearts?	5048	chatMessage	3H
full_sample	9952-970d4fd1-bcd4-4d54-af9f-9f45e27e451a	1546229530152	1	overlap	JH,3H	5H,3H	Where is the jack of hearts?	5503	chatMessage	JH
full_sample	9952-970d4fd1-bcd4-4d54-af9f-9f45e27e451a	1546229545964	2	baseline	AH,KH	7C,AC	Where is the ace of hearts?	2812	chatMessage	AH
full_sample	9952-970d4fd1-bcd4-4d54-af9f-9f45e27e451a	1546229561946	2	baseline	AH,KH	7C,AC	Where is the king of hearts?	1939	chatMessage	KH
full_sample	9952-970d4fd1-bcd4-4d54-af9f-9f45e27e451a	1546229590534	3	baseline	6H,3D	AC,6D	Where is the where is the 6 of hearts and 3 of diamonds?	11062	chatMessage	BOTH
full_sample	9952-970d4fd1-bcd4-4d54-af9f-9f45e27e451a	1546229611443	4	catch	2S	KH	Where is the 2 of spades?	2306	chatMessage	2S
full_sample	9952-970d4fd1-bcd4-4d54-af9f-9f45e27e451a	1546229627190	5	catch	7C	3S	Where is the 7 of clubs?	2939	chatMessage	7C
full_sample	6684-4dd14472-a001-46b9-9318-69e7859e8f0e	1546229673326	0	baseline	AC,10D	5D,KH	Where is the Ace of clubs??	8075	chatMessage	AC
full_sample	6684-4dd14472-a001-46b9-9318-69e7859e8f0e	1546229719432	1	overlap	2D,7H	2S,7H	Where is the where is the 2 of diamonds?	9949	chatMessage	2D
full_sample	6684-4dd14472-a001-46b9-9318-69e7859e8f0e	1546229746410	2	catch	JS	2S	Where is the Jack of spades??	4397	chatMessage	JS
full_sample	6684-4dd14472-a001-46b9-9318-69e7859e8f0e	1546229777705	3	catch	JS	2C	Where is the Where is the Jack of Spades?	10067	chatMessage	JS
full_sample	6684-4dd14472-a001-46b9-9318-69e7859e8f0e	1546229797335	4	overlap	2C,QH	7H,QH	Where is the two of clubs?	5026	chatMessage	2C
full_sample	6684-4dd14472-a001-46b9-9318-69e7859e8f0e	1546229876586	4	overlap	2C,QH	7H,QH	Where is the hello... queen of hearts?	8057	chatMessage	QH
full_sample	6684-4dd14472-a001-46b9-9318-69e7859e8f0e	1546229906257	5	baseline	2C,9H	JH,KC	Where is the two of clubs?	9407	chatMessage	2C
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229763326	0	baseline	7S,KC	AS,10S	Where is the 10 of spades?	10041	chatMessage	10S
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229788467	0	baseline	7S,KC	AS,10S	Where is the A spades?	7262	chatMessage	AS
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229824194	0	baseline	7S,KC	AS,10S	Where is the 7 spade?	12239	chatMessage	7S
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229837187	0	baseline	7S,KC	AS,10S	Where is the k?	2804	chatMessage	KC
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229855244	1	baseline	7S,2H	7H,8S	Where is the WHERE IS 2 HEART?	6396	chatMessage	2H
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229870680	1	baseline	7S,2H	7H,8S	Where is the where is 7 spade?	5214	chatMessage	7S
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229891357	2	catch	5H	8D	Where is the 5?	2781	chatMessage	5H
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229908959	3	catch	KS	AS	Where is the where is k spade?	4415	chatMessage	KS
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229930377	4	overlap	9D,6S	2S,6S	Where is the 6?	4543	chatMessage	6S
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229949698	4	overlap	9D,6S	2S,6S	Where is the 9 diamond?	6601	chatMessage	9D
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229964341	5	overlap	5H,8D	9D,8D	Where is the where is 8 diamond?	5759	chatMessage	8D
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229977860	5	overlap	5H,8D	9D,8D	Where is the where is 5 heart?	3993	chatMessage	5H
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546229999449	5	overlap	5H,8D	9D,8D	Where is the where is nine diamond?	4911	chatMessage	9D
full_sample	6547-5b997036-f70b-4b94-9aee-3785417bfc51	1546230022963	5	overlap	5H,8D	9D,8D	Where is the where is five HEART?	7771	chatMessage	5H
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231034499	0	catch	6C	6H	Where is the Six of clubs?	7225	chatMessage	6C
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231073249	1	catch	JH	AS	Where is the jack of hearts?	6486	chatMessage	JH
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231109060	2	overlap	9C,5D	AS,5D	Where is the Five of diamonds ?	9784	chatMessage	5D
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231156002	3	overlap	KD,9S	JS,9S	Where is the nine of spades?	4723	chatMessage	9S
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231206996	3	overlap	KD,9S	JS,9S	Where is the king of dimonds?	6099	chatMessage	KD
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231240499	4	baseline	7C,7D	4D,3H	Where is the Seven of clubs?	9834	chatMessage	7C
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231296893	4	baseline	7C,7D	4D,3H	Where is the 3 of hearts?	3748	chatMessage	3H
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231448385	4	baseline	7C,7D	4D,3H	Where is the 7 of diamonds ?	7713	chatMessage	7D
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231487267	4	baseline	7C,7D	4D,3H	Where is the 7 of clubs (sorry I think I messed us up earlier!) ?	22572	chatMessage	7C
full_sample	8383-cdec9266-355e-4e2f-84c3-a9bbb54e0f1d	1546231526051	5	baseline	3S,8C	3C,2S	Where is the (totally my fault) eight of clubs three of spades?	21232	chatMessage	BOTH
full_sample	6423-0ef57d8d-a1ee-4cc7-9499-b478f9896b98	1546231057146	0	catch	KH	4C	Where is the king of hearts?	4493	chatMessage	KH
