iterationName,gameid,time,trialNum,trialType,targetGoalSet,distractorGoalSet,firstRole,sender,timeFromMessage,revealedObjs
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220854025e+12,1,baseline,"[""QD"",""2H""]","[""8C"",""QC""]",,,,"[""QD""]"
full_sample,2035-844d20ce-001f-490f-8a39-b40f745265e7,1.546220855932e+12,4,overlap,"[""4H"",""7H""]","[""QH"",""7H""]",,,,"[""7H"",""4H""]"
full_sample,2517-3580ccc9-155a-4544-863b-6e9c934de820,1.546220859106e+12,3,overlap,"[""7D"",""8C""]","[""3D"",""8C""]",,,,"[""7D"",""8C""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546220859923e+12,0,overlap,"[""3D"",""KD""]","[""AH"",""KD""]",,,,"[""AH"",""3D""]"
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220871257e+12,2,catch,"[""AC""]","[""6D""]",,,,"[""AC""]"
full_sample,5574-766e19e3-50be-43bc-ae94-5ca8ce11c4d8,1.546220874772e+12,0,baseline,"[""8D"",""QS""]","[""4C"",""4H""]",,,,"[""QS""]"
full_sample,2035-844d20ce-001f-490f-8a39-b40f745265e7,1.546220877847e+12,5,baseline,"[""KC"",""6D""]","[""5D"",""KD""]",,,,"[""KC"",""6D""]"
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220877984e+12,0,overlap,"[""3C"",""9D""]","[""7H"",""9D""]",,,,"[""3C""]"
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220885227e+12,3,catch,"[""10C""]","[""JC""]",,,,"[""10C""]"
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220888705e+12,1,baseline,"[""5S"",""QC""]","[""8C"",""AS""]",,,,"[""QC""]"
full_sample,2517-3580ccc9-155a-4544-863b-6e9c934de820,1.546220894781e+12,4,overlap,"[""4D"",""KC""]","[""3S"",""KC""]",,,,"[""4D"",""KC""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546220896579e+12,0,overlap,"[""3D"",""KD""]","[""AH"",""KD""]",,,,"[""KD""]"
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220897829e+12,0,overlap,"[""3C"",""9D""]","[""7H"",""9D""]",,,,"[""9D""]"
full_sample,5574-766e19e3-50be-43bc-ae94-5ca8ce11c4d8,1.54622090282e+12,1,overlap,"[""QC"",""3C""]","[""8S"",""3C""]",,,,"[""3C""]"
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220902911e+12,4,baseline,"[""6S"",""5D""]","[""AH"",""6C""]",,,,"[""5D"",""6S""]"
full_sample,2517-3580ccc9-155a-4544-863b-6e9c934de820,1.546220909636e+12,5,catch,"[""9H""]","[""7D""]",,,,"[""9H""]"
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220916973e+12,2,baseline,"[""10C"",""7D""]","[""AD"",""JD""]",,,,"[""7D""]"
full_sample,8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951,1.546220919647e+12,5,overlap,"[""8H"",""QH""]","[""4C"",""QH""]",,,,"[""QH"",""8H""]"
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546220925085e+12,0,catch,"[""10H""]","[""8D""]",,,,"[""10H""]"
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220931542e+12,1,baseline,"[""9C"",""2C""]","[""2H"",""10C""]",,,,"[""2C""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.54622093381e+12,0,overlap,"[""6D"",""5S""]","[""JH"",""5S""]",,,,"[""6D""]"
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220938307e+12,2,baseline,"[""10C"",""7D""]","[""AD"",""JD""]",,,,"[""10C""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.54622093835e+12,1,catch,"[""7H""]","[""8S""]",,,,"[""7H""]"
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220943084e+12,1,baseline,"[""9C"",""2C""]","[""2H"",""10C""]",,,,"[""9C""]"
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220958832e+12,3,overlap,"[""6S"",""9S""]","[""QH"",""9S""]",,,,"[""QH""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546220959255e+12,0,overlap,"[""6D"",""5S""]","[""JH"",""5S""]",,,,"[""5S""]"
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546220959642e+12,0,overlap,"[""4D"",""3D""]","[""9C"",""3D""]",,,,"[""4D""]"
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546220961713e+12,0,overlap,"[""JH"",""QD""]","[""8H"",""QD""]",,,,"[""JH""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546220964555e+12,0,catch,"[""KD""]","[""2H""]",,,,"[""KD"",""2H""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546220967876e+12,2,catch,"[""9S""]","[""10S""]",,,,"[""9S""]"
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220969245e+12,2,catch,"[""10S""]","[""KH""]",,,,"[""10S"",""KH""]"
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546220975649e+12,0,overlap,"[""4D"",""3D""]","[""9C"",""3D""]",,,,"[""3D""]"
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546220986581e+12,3,overlap,"[""6S"",""9S""]","[""QH"",""9S""]",,,,"[""9S""]"
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546220987418e+12,3,catch,"[""JC""]","[""9H""]",,,,"[""9H""]"
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546220993043e+12,0,overlap,"[""JH"",""QD""]","[""8H"",""QD""]",,,,"[""QD""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546220995224e+12,1,baseline,"[""AS"",""3C""]","[""10H"",""KS""]",,,,"[""KS""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546220996819e+12,1,catch,"[""AC""]","[""7C""]",,,,"[""AC""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546220997698e+12,3,baseline,"[""10H"",""5D""]","[""KD"",""6S""]",,,,"[""KD""]"
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546220997944e+12,1,baseline,"[""QH"",""2C""]","[""9H"",""5D""]",,,,"[""2C"",""QH""]"
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.54622100097e+12,0,overlap,"[""4D"",""9D""]","[""8H"",""9D""]",,,,"[""4D""]"
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.54622100543e+12,3,catch,"[""JC""]","[""9H""]",,,,"[""JC""]"
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546221006487e+12,3,overlap,"[""6S"",""9S""]","[""QH"",""9S""]",,,,"[""6S""]"
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.54622101991e+12,0,overlap,"[""4D"",""9D""]","[""8H"",""9D""]",,,,"[""9D""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221023033e+12,2,baseline,"[""8D"",""3C""]","[""6S"",""4S""]",,,,"[""8D""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221023307e+12,3,baseline,"[""10H"",""5D""]","[""KD"",""6S""]",,,,"[""6S""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221024044e+12,1,baseline,"[""AS"",""3C""]","[""10H"",""KS""]",,,,"[""10H""]"
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546221028246e+12,4,baseline,"[""6C"",""9H""]","[""3D"",""5C""]",,,,"[""9H""]"
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546221029402e+12,4,overlap,"[""6D"",""9D""]","[""5C"",""9D""]",,,,"[""6D""]"
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546221036771e+12,1,overlap,"[""7D"",""10H""]","[""7S"",""10H""]",,,,"[""7S"",""10H""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221042287e+12,3,baseline,"[""10H"",""5D""]","[""KD"",""6S""]",,,,"[""5D""]"
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221044214e+12,1,baseline,"[""9H"",""8C""]","[""JH"",""KH""]",,,,"[""9H""]"
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.546221044246e+12,4,overlap,"[""6D"",""9D""]","[""5C"",""9D""]",,,,"[""9D""]"
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546221047527e+12,4,baseline,"[""6C"",""9H""]","[""3D"",""5C""]",,,,"[""6C""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221048763e+12,1,baseline,"[""AS"",""3C""]","[""10H"",""KS""]",,,,"[""AS""]"
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.546221052746e+12,0,catch,"[""5D""]","[""3D""]",,,,"[""5D""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221052903e+12,2,baseline,"[""8D"",""3C""]","[""6S"",""4S""]",,,,"[""4S""]"
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.54622105828e+12,1,overlap,"[""KH"",""4S""]","[""QD"",""4S""]",,,,"[""KH"",""4S""]"
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.54622105859e+12,0,baseline,"[""JC"",""QH""]","[""4S"",""4H""]",,,,"[""JC""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221059262e+12,3,baseline,"[""10H"",""5D""]","[""KD"",""6S""]",,,,"[""10H""]"
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546221063776e+12,2,baseline,"[""6H"",""AD""]","[""QH"",""4C""]",,,,"[""6H""]"
full_sample,7014-a164176a-35ae-48c2-a651-b0c33c4c605d,1.5462210655e+12,5,catch,"[""QH""]","[""8H""]",,,,"[""QH"",""8H""]"
full_sample,2885-fbc1e68e-d95d-499f-813b-c09e31e77a65,1.54622107011e+12,0,overlap,"[""2H"",""6S""]","[""JD"",""6S""]",,,,"[""JD"",""6S""]"
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221075829e+12,1,baseline,"[""9H"",""8C""]","[""JH"",""KH""]",,,,"[""8C""]"
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.54622107992e+12,2,baseline,"[""KS"",""QS""]","[""KC"",""AH""]",,,,"[""AH""]"
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221080579e+12,0,baseline,"[""JC"",""QH""]","[""4S"",""4H""]",,,,"[""QH""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221081565e+12,2,baseline,"[""8D"",""3C""]","[""6S"",""4S""]",,,,"[""6S""]"
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.546221081755e+12,1,overlap,"[""9D"",""3D""]","[""4C"",""3D""]",,,,"[""9D"",""3D""]"
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546221083583e+12,5,overlap,"[""AH"",""AC""]","[""10S"",""AC""]",,,,"[""AH""]"
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546221089883e+12,1,overlap,"[""7D"",""10H""]","[""7S"",""10H""]",,,,"[""7D""]"
full_sample,2885-fbc1e68e-d95d-499f-813b-c09e31e77a65,1.546221093513e+12,0,overlap,"[""2H"",""6S""]","[""JD"",""6S""]",,,,"[""2H""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221096876e+12,4,baseline,"[""3D"",""2H""]","[""JS"",""6H""]",,,,"[""3D""]"
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.546221097127e+12,2,baseline,"[""JH"",""3H""]","[""AH"",""5C""]",,,,"[""JH"",""3H""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221097916e+12,1,baseline,"[""AS"",""3C""]","[""10H"",""KS""]",,,,"[""3C""]"
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546221098855e+12,2,baseline,"[""KS"",""QS""]","[""KC"",""AH""]",,,,"[""KS""]"
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221099899e+12,2,baseline,"[""JS"",""JC""]","[""AD"",""6S""]",,,,"[""JS"",""JC""]"
full_sample,6777-28246015-72f0-4cfc-9d74-c50be36a5400,1.546221101106e+12,5,overlap,"[""AH"",""AC""]","[""10S"",""AC""]",,,,"[""AC""]"
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221101741e+12,1,baseline,"[""JC"",""7H""]","[""QC"",""10S""]",,,,"[""7H""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.54622110716e+12,2,baseline,"[""8D"",""3C""]","[""6S"",""4S""]",,,,"[""3C""]"
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546221115821e+12,2,baseline,"[""KS"",""QS""]","[""KC"",""AH""]",,,,"[""QS""]"
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.54622111607e+12,3,catch,"[""JS""]","[""7H""]",,,,"[""JS""]"
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.546221118034e+12,0,baseline,"[""JS"",""2H""]","[""6H"",""9S""]",,,,"[""2H"",""JS""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221120028e+12,4,baseline,"[""3D"",""2H""]","[""JS"",""6H""]",,,,"[""2H""]"
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546221120096e+12,2,catch,"[""9S""]","[""JC""]",,,,"[""9S""]"
full_sample,5092-e5856c11-15f4-48ce-843c-fabc46e2e186,1.546221122091e+12,0,baseline,"[""7C"",""QH""]","[""4S"",""10D""]",,,,"[""QH""]"
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221125672e+12,3,overlap,"[""4D"",""8C""]","[""9C"",""8C""]",,,,"[""4D""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221127889e+12,2,catch,"[""10H""]","[""JS""]",,,,"[""10H""]"
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221129554e+12,1,baseline,"[""JC"",""7H""]","[""QC"",""10S""]",,,,"[""JC""]"
full_sample,2885-fbc1e68e-d95d-499f-813b-c09e31e77a65,1.546221131106e+12,1,baseline,"[""2D"",""KH""]","[""AH"",""AS""]",,,,"[""2D"",""KH""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221135105e+12,3,baseline,"[""KD"",""2C""]","[""10H"",""7D""]",,,,"[""KD""]"
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.546221135793e+12,4,overlap,"[""7H"",""8C""]","[""7D"",""8C""]",,,,"[""7H"",""8C""]"
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546221136558e+12,3,catch,"[""5S""]","[""2S""]",,,,"[""5S""]"
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546221140999e+12,2,baseline,"[""6H"",""AD""]","[""QH"",""4C""]",,,,"[""QH""]"
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221145042e+12,3,overlap,"[""4D"",""8C""]","[""9C"",""8C""]",,,,"[""8C""]"
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.546221145666e+12,1,baseline,"[""AS"",""3H""]","[""7S"",""5D""]",,,,"[""5D"",""7S""]"
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546221151048e+12,3,baseline,"[""QD"",""10H""]","[""6H"",""AH""]",,,,"[""QD"",""10H""]"
full_sample,5092-e5856c11-15f4-48ce-843c-fabc46e2e186,1.546221151074e+12,0,baseline,"[""7C"",""QH""]","[""4S"",""10D""]",,,,"[""7C""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.54622115134e+12,5,overlap,"[""AD"",""4C""]","[""7C"",""4C""]",,,,"[""4C""]"
full_sample,2278-86591ce2-1395-42a0-a882-f146bae81089,1.546221154015e+12,5,baseline,"[""QC"",""AH""]","[""QS"",""KC""]",,,,"[""AH"",""QC""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221154377e+12,3,overlap,"[""QS"",""6S""]","[""9H"",""6S""]",,,,"[""QS""]"
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.546221155234e+12,4,catch,"[""8C""]","[""6H""]",,,,"[""8C""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221155742e+12,3,baseline,"[""KD"",""2C""]","[""10H"",""7D""]",,,,"[""2C""]"
full_sample,6407-0246614d-6c47-496c-b4c5-0c7845a7fb09,1.546221157281e+12,0,baseline,"[""2S"",""3C""]","[""JS"",""QS""]",,,,"[""JS""]"
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.54622116488e+12,4,catch,"[""3C""]","[""JH""]",,,,"[""3C""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221167946e+12,3,overlap,"[""QS"",""6S""]","[""9H"",""6S""]",,,,"[""6S""]"
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221171559e+12,2,overlap,"[""10S"",""KD""]","[""3C"",""KD""]",,,,"[""3S"",""KD""]"
full_sample,5092-e5856c11-15f4-48ce-843c-fabc46e2e186,1.546221175703e+12,1,catch,"[""KS""]","[""6S""]",,,,"[""KS""]"
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.54622117673e+12,5,baseline,"[""JC"",""3C""]","[""2D"",""6S""]",,,,"[""JC""]"
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.546221178717e+12,4,baseline,"[""8C"",""10H""]","[""JD"",""6C""]",,,,"[""8C"",""10H""]"
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.546221178818e+12,1,baseline,"[""AS"",""3H""]","[""7S"",""5D""]",,,,"[""3H""]"
full_sample,5959-a52a63ec-8735-4f5c-90d3-a99bc84b9b45,1.546221181821e+12,5,catch,"[""5H""]","[""KS""]",,,,"[""5H""]"
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546221186248e+12,2,baseline,"[""6H"",""AD""]","[""QH"",""4C""]",,,,"[""4C"",""6D""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221187496e+12,4,overlap,"[""2S"",""QH""]","[""9H"",""QH""]",,,,"[""QH""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221191123e+12,4,baseline,"[""10S"",""5S""]","[""9H"",""2C""]",,,,"[""5S""]"
full_sample,1290-87e07ac8-7fac-4e41-a103-17e6741b1988,1.54622119427e+12,5,catch,"[""4S""]","[""QD""]",,,,"[""4S""]"
full_sample,3185-309ce3a4-537d-4b81-9b1d-e045d36034f7,1.54622119435e+12,5,baseline,"[""JC"",""3C""]","[""2D"",""6S""]",,,,"[""3C""]"
full_sample,1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6,1.546221196688e+12,5,overlap,"[""AD"",""4C""]","[""7C"",""4C""]",,,,"[""AD"",""7C""]"
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221196957e+12,2,overlap,"[""10S"",""KD""]","[""3C"",""KD""]",,,,"[""10S""]"
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.54622120129e+12,1,baseline,"[""AS"",""3H""]","[""7S"",""5D""]",,,,"[""AS""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221202955e+12,4,overlap,"[""2S"",""QH""]","[""9H"",""QH""]",,,,"[""2S""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221208865e+12,4,baseline,"[""10S"",""5S""]","[""9H"",""2C""]",,,,"[""10S""]"
full_sample,3127-34ebbc7f-b293-4bf3-8a08-0f560874be62,1.546221214911e+12,2,baseline,"[""6H"",""AD""]","[""QH"",""4C""]",,,,"[""10H""]"
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.546221220794e+12,2,catch,"[""JH""]","[""8D""]",,,,"[""JH""]"
full_sample,4008-3f05f5c0-7b86-405f-a5b4-1457df0f5451,1.546221221808e+12,0,catch,"[""JC""]","[""9S""]",,,,"[""9S""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221222685e+12,5,overlap,"[""5H"",""JH""]","[""KC"",""JH""]",,,,"[""JH""]"
full_sample,6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681,1.546221226015e+12,5,catch,"[""6D""]","[""6C""]",,,,"[""6D""]"
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221229481e+12,3,overlap,"[""2C"",""AC""]","[""9D"",""AC""]",,,,"[""AC"",""2C""]"
full_sample,5092-e5856c11-15f4-48ce-843c-fabc46e2e186,1.546221231863e+12,2,overlap,"[""2D"",""AD""]","[""3C"",""AD""]",,,,"[""AD"",""2D""]"
full_sample,9761-e7c015ac-ea93-4623-b43f-87756d815ae0,1.546221237692e+12,5,overlap,"[""5H"",""JH""]","[""KC"",""JH""]",,,,"[""5H""]"
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.546221240741e+12,3,catch,"[""3D""]","[""4D""]",,,,"[""3D""]"
full_sample,4008-3f05f5c0-7b86-405f-a5b4-1457df0f5451,1.546221250151e+12,0,catch,"[""JC""]","[""9S""]",,,,"[""JC""]"
full_sample,7029-500a3daa-6624-4f52-b7cc-456e61df8ab5,1.546221250927e+12,0,catch,"[""2C""]","[""QS""]",,,,"[""QS""]"
full_sample,7586-e6c4d451-7199-4207-bbad-58d2dce6f39c,1.546221256791e+12,0,catch,"[""KD""]","[""9C""]",,,,"[""9C""]"
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221257237e+12,4,catch,"[""KS""]","[""2H""]",,,,"[""KS"",""2H""]"
full_sample,5092-e5856c11-15f4-48ce-843c-fabc46e2e186,1.546221263122e+12,3,baseline,"[""10D"",""3S""]","[""7D"",""2C""]",,,,"[""10D"",""3S""]"
full_sample,3377-a5e642f8-c188-4460-839c-40af1504b1f2,1.546221280695e+12,5,catch,"[""8D""]","[""JS""]",,,,"[""JC"",""8D""]"
full_sample,7586-e6c4d451-7199-4207-bbad-58d2dce6f39c,1.54622128324e+12,0,catch,"[""KD""]","[""9C""]",,,,"[""KD""]"
full_sample,5092-e5856c11-15f4-48ce-843c-fabc46e2e186,1.546221285299e+12,4,catch,"[""9D""]","[""7H""]",,,,"[""9D""]"
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.546221287764e+12,4,overlap,"[""9D"",""4H""]","[""KS"",""4H""]",,,,"[""4H"",""9D""]"
full_sample,7029-500a3daa-6624-4f52-b7cc-456e61df8ab5,1.546221287813e+12,0,catch,"[""2C""]","[""QS""]",,,,"[""2C""]"
full_sample,7029-500a3daa-6624-4f52-b7cc-456e61df8ab5,1.54622131424e+12,1,overlap,"[""6C"",""KD""]","[""10H"",""KD""]",,,,"[""10H""]"
full_sample,4792-2962ffed-8e0e-463e-a81f-de482caaba90,1.546221315298e+12,5,overlap,"[""7H"",""3C""]","[""7C"",""3C""]",,,,"[""7H"",""3C""]"
full_sample,7586-e6c4d451-7199-4207-bbad-58d2dce6f39c,1.546221321174e+12,1,baseline,"[""4S"",""AS""]","[""6H"",""6D""]",,,,"[""AS""]"
full_sample,5092-e5856c11-15f4-48ce-843c-fabc46e2e186,1.546221323419e+12,5,overlap,"[""KD"",""9S""]","[""JD"",""9S""]",,,,"[""9S"",""KD""]"
full_sample,7029-500a3daa-6624-4f52-b7cc-456e61df8ab5,1.546221333961e+12,1,overlap,"[""6C"",""KD""]","[""10H"",""KD""]",,,,"[""KD""]"
full_sample,7586-e6c4d451-7199-4207-bbad-58d2dce6f39c,1.546221338228e+12,1,baseline,"[""4S"",""AS""]","[""6H"",""6D""]",,,,"[""4S""]"
full_sample,7029-500a3daa-6624-4f52-b7cc-456e61df8ab5,1.546221351304e+12,1,overlap,"[""6C"",""KD""]","[""10H"",""KD""]",,,,"[""6C""]"
full_sample,0119-a207bc19-dc29-472c-bda0-a600efcd1482,1.546221362618e+12,0,catch,"[""7C""]","[""9S""]",,,,"[""7C""]"
full_sample,7586-e6c4d451-7199-4207-bbad-58d2dce6f39c,1.546221390005e+12,2,baseline,"[""4C"",""7D""]","[""5C"",""KS""]",,,,"[""5C""]"
full_sample,6032-dd763fff-a7fd-4efa-8108-ec70a1094843,1.546221407969e+12,0,catch,"[""9H""]","[""10S""]",,,,"[""10S""]"
full_sample,0119-a207bc19-dc29-472c-bda0-a600efcd1482,1.546221410884e+12,1,baseline,"[""10C"",""AD""]","[""4D"",""8H""]",,,,"[""10C""]"
full_sample,7586-e6c4d451-7199-4207-bbad-58d2dce6f39c,1.546221419917e+12,2,baseline,"[""4C"",""7D""]","[""5C"",""KS""]",,,,"[""7D""]"
full_sample,6032-dd763fff-a7fd-4efa-8108-ec70a1094843,1.546221423746e+12,0,catch,"[""9H""]","[""10S""]",,,,"[""9H""]"
full_sample,7586-e6c4d451-7199-4207-bbad-58d2dce6f39c,1.546221441392e+12,2,baseline,"[""4C"",""7D""]","[""5C"",""KS""]",,,,"[""4C""]"
full_sample,0119-a207bc19-dc29-472c-bda0-a600efcd1482,1.546221447176e+12,1,baseline,"[""10C"",""AD""]","[""4D"",""8H""]",,,,"[""AD""]"
full_sample,6032-dd763fff-a7fd-4efa-8108-ec70a1094843,1.546221450843e+12,1,catch,"[""KD""]","[""7H""]",,,,"[""KD"",""7H""]"
full_sample,6032-dd763fff-a7fd-4efa-8108-ec70a1094843,1.546221469957e+12,2,overlap,"[""JD"",""JH""]","[""10D"",""JH""]",,,,"[""JH"",""JD""]"
full_sample,7586-e6c4d451-7199-4207-bbad-58d2dce6f39c,1.546221470715e+12,3,overlap,"[""9D"",""QC""]","[""5S"",""QC""]",,,,"[""9D"",""QC""]"
full_sample,0119-a207bc19-dc29-472c-bda0-a600efcd1482,1.546221482463e+12,2,overlap,"[""5H"",""4H""]","[""4D"",""4H""]",,,,"[""5H""]"
full_sample,6032-dd763fff-a7fd-4efa-8108-ec70a1094843,1.546221489508e+12,3,overlap,"[""4D"",""6C""]","[""5C"",""6C""]",,,,"[""4D""]"
full_sample,7586-e6c4d451-7199-4207-bbad-58d2dce6f39c,1.546221495865e+12,4,overlap,"[""6D"",""JH""]","[""JD"",""JH""]",,,,"[""6D""]"
full_sample,6032-dd763fff-a7fd-4efa-8108-ec70a1094843,1.546221507991e+12,3,overlap,"[""4D"",""6C""]","[""5C"",""6C""]",,,,"[""6C""]"
